beta,eta,gamma,gamma_over_eta,n,repeat_id,gradient_at_zero,gradient_at_true_gamma,local_gradient_slope_eta_scaled,default_solution_strategy,gamma_hat_default,gamma_hat_default_over_eta,l6_delta,l6_loss,default_loss,l6_gamma_hat,l6_solution_at_boundary,sample_min_over_mean,lower_gap_over_mean,sample_cv
1.5,1000.0,100.0,0.1,7.0,293,-0.0027393143940364416,-0.0038445426317445996,-0.07314277548116889,brent_root,734.8432476214382,0.7348432476214382,0.0,1.0407409570944015,1.0939682732662641,729.0355925141768,False,0.7542382806484382,0.00764488642309751,0.24871910400450806
1.5,1000.0,100.0,0.1,7.0,294,0.7299366920137117,0.8936711980254086,-1.7060346818672882,truncated_at_zero,0.0,0.0,0.0,0.02649112172344385,0.02649112172344385,0.0,True,0.1450691232114282,0.3279134430450798,0.5614389578610266
1.5,1000.0,100.0,0.1,7.0,295,-0.09232615097648697,-0.08870455378441244,11.889151442293901,brent_root,150.6074308650972,0.1506074308650972,0.0,0.19064407138562509,0.22752825899903273,137.67247724928785,False,0.27441678160018274,0.116763422849056,0.7058583327810738
1.5,1000.0,100.0,0.1,7.0,296,0.24577404947572587,0.3432837158326699,1.3479207719257833,truncated_at_zero,0.0,0.0,0.5,0.33100857171103787,0.8161153137449798,221.5438539455975,False,0.31725263756744915,0.3722235274481181,0.43124736948898773
1.5,1000.0,100.0,0.1,7.0,297,-0.18170081509037583,-0.2582399481433996,2.2975759753452896,brent_root,207.4106250628667,0.2074106250628667,0.0,0.2521262959493585,0.2689640674517559,201.56305191225437,False,0.36895192480982225,0.20633805895799484,0.6965255676349906
1.5,1000.0,100.0,0.1,7.0,298,0.041593829855670235,0.20333110517896816,5.0824369831115055,brent_root,54.51510236439504,0.05451510236439504,0.12,0.00986171490103524,0.010053891785982436,67.25084862467618,False,0.32252676604076197,0.00833961655154678,0.6713048908521813
1.5,1000.0,100.0,0.1,7.0,299,-0.03489371374528465,-0.029235207309546103,1.3549014404620607,brent_root,364.65339921027,0.36465339921026996,0.08,0.0809102442922608,0.08165323546345941,351.8665027753965,False,0.47078719402323305,0.13543503770069065,0.42108601279894114
1.5,1000.0,100.0,0.1,10.0,200,-0.06659117819853778,-0.0480678174101324,3.653309614981695,brent_root,206.38402133384955,0.20638402133384953,0.1,0.0357830043372283,0.0357830043372283,206.38402133384955,False,0.3150398005202147,0.15654126749380431,0.5281021435166673
1.5,1000.0,100.0,0.1,10.0,201,0.0048540733595671135,0.08562130069998253,2.7829318045911937,brent_root,113.9420152355577,0.1139420152355577,0.46,0.027322307201589187,0.1069185113172958,239.08965296016208,False,0.3225841661638104,0.30100496728110787,0.5042697858154666
1.5,1000.0,100.0,0.1,10.0,202,0.3024651085045155,0.7327596211216684,5.146346188546306,truncated_at_zero,0.0,0.0,0.5,0.03584759275060127,0.06466647245278151,60.44202289743526,False,0.251674869429158,0.005002869782004946,0.5270656804388747
1.5,1000.0,100.0,0.1,10.0,203,-0.5200312899750287,-0.3580009345389637,32.02480810169017,brent_root,121.53155635734277,0.12153155635734277,0.0,0.08544098807827218,0.08945896122209261,118.39940430811764,False,0.1878303192721217,0.16070848060521328,0.8771197237312965
1.5,1000.0,100.0,0.1,10.0,204,-0.07045870416572592,-0.027806315405259185,3.383060374918366,brent_root,177.55115267528763,0.17755115267528762,0.2,0.024174812196747088,0.028733460449150743,205.36160662503275,False,0.35582845776021377,0.23658971798550837,0.4988566541031908
