n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,optimal_delta,best_mse
15,1.0,100.0,1000,1003.7618524512565,1005.0948701817837,1033.5465594836628,1037.4786322405503,1045.055729191433,1066.05058773381,1078.8638929865538,1084.8956558075306,1145.9011996079519,1151.641065521344,1205.531127824385,1258.7782840719362,1293.9268667734189,1307.433459065664,1366.3716535551603,0.5,2693.5292137672363
15,1.0,100.0,1000,1002.36985575983,1002.9255590033833,1024.793149289038,1038.1109099360883,1042.7397478196617,1050.6065860781841,1059.557182439677,1061.3523361394384,1063.911149542552,1084.7963647647289,1105.3694494777299,1124.9757161867803,1147.0760570306393,1155.854611650764,1315.2349226733547,0.5,37.27572395343104
15,1.0,100.0,1000,1002.0779235259055,1015.0568293572491,1018.3858953380084,1018.7967912590565,1024.6859314583198,1025.2093843334424,1046.5419063957643,1053.7122411456114,1057.7675796366211,1070.502185078286,1100.9665553950017,1158.4551562389402,1163.5178500940171,1181.2249791232496,1241.6816925153,0.01,219.60191591641598
15,1.0,100.0,1000,1007.5799003380149,1019.5687343298605,1024.7226836762318,1039.6519238288406,1040.4822872684883,1050.145682090693,1055.954233369628,1056.0523207512263,1070.738805617833,1102.7771557325884,1197.6335249704666,1198.3594447777102,1199.9359346360673,1296.2541030601806,1309.1320458335917,0.5,153.32971749684685
15,1.0,100.0,1000,1007.8642361870754,1027.803556623669,1040.4689072945905,1055.2682052493935,1073.9712489971046,1075.8508989516856,1101.9445448735187,1105.0996310033768,1123.6711007971,1133.8665682520589,1166.3284481954406,1176.998207290507,1190.1895600442974,1199.8157300363323,1203.111104589838,0.48,1028.161694760504
15,1.0,100.0,1000,1004.2501542984069,1023.6358960701164,1025.2140561992564,1031.3011161771146,1041.7449346393012,1050.6522308305616,1063.890577455108,1070.85337599575,1088.3939288836063,1090.185508828927,1103.6298808820636,1125.2092108090508,1126.916860493964,1286.009313004051,1360.243666239873,0.5,38.491129308823844
15,1.0,100.0,1000,1002.2831071154926,1008.2473265513266,1009.5472961456867,1024.2415067233028,1036.5411112652916,1047.9342143883775,1049.9449881246908,1073.7334919687355,1087.1221152185851,1088.2824910807378,1088.733911060866,1144.6692909663666,1225.9121939204604,1236.7422002893618,1346.6735797715664,0.5,1.012215682842286
15,1.0,100.0,1000,1003.6445893740351,1019.1285299740117,1021.1720925798285,1022.0127080597338,1026.0885720924173,1047.0091206000047,1053.847136974564,1065.4803854755478,1081.3837602129129,1085.6460964699243,1089.2325480529603,1121.119249269349,1125.7598994221798,1160.256197901804,1251.849258721536,0.01,102.39255355085474
15,1.0,100.0,1000,1000.3243643774864,1001.1692834727518,1010.0487334256954,1024.6575416659502,1026.0729007503999,1059.2809440949475,1066.1652159574617,1069.7088251025386,1093.0910057977492,1098.54072419983,1112.3423094984514,1114.9451499801207,1140.7410270628625,1163.8956315942064,1324.9679206891537,0.5,39.80152089591221
15,1.0,100.0,1000,1022.6944121067789,1022.9640705745555,1028.029961147471,1044.0436031070049,1077.0841319591952,1095.6756956855638,1117.0192030374124,1137.2565205506337,1137.4086713603524,1153.2896290629044,1160.9805889248971,1174.7329359101693,1207.2326157961797,1240.645701998617,1283.1428387029616,0.4,753.4820652324527
15,1.0,100.0,1000,1014.4550733334652,1017.0757668505553,1019.114250445957,1019.6797264471431,1020.2646184760472,1026.410497635461,1047.3448168627328,1053.47350363683,1083.3065567116716,1088.5572138032749,1103.321836981323,1152.6017666893495,1182.7232407100694,1239.8010693537517,1296.6761216595412,0.01,1399.165501085318
15,1.0,100.0,1000,1003.4769675043717,1007.567070709376,1012.0684748229188,1014.6551553588998,1016.4798162120605,1021.9883171398172,1038.37666319669,1042.0283519804027,1076.2326402662954,1087.3733078416153,1100.036437624866,1143.41964230218,1261.2788065267123,1351.7467388756909,1558.3193222233035,0.01,133.18163985827456
15,1.0,100.0,1000,1011.9442509165507,1016.017519777904,1019.4931944686136,1021.9276971297126,1037.601274400369,1037.6370383177436,1038.420458244684,1044.7666150397781,1061.7960098654717,1071.50076315727,1099.7144473919388,1119.3660414500048,1163.5192465524024,1329.011108590589,1500.5311467716974,0.01,617.3233173673651
15,1.0,100.0,1000,1010.0889429058371,1018.3898639451866,1022.2553748665197,1023.8924781288144,1024.3809186345923,1046.237477996086,1086.0363059385409,1089.684252154879,1104.364550766959,1108.294916299726,1129.1604962746542,1140.5252108392642,1180.3402520604254,1214.2477637619882,1291.9971094582916,0.01,15.67589406669653
15,1.0,100.0,1000,1021.1223491113481,1022.200560020734,1027.5849385486651,1043.8984143679497,1045.4884075817104,1052.5041093838618,1053.5126709452034,1060.6691068991656,1095.81472626192,1107.136626336071,1132.8269597356586,1173.6805631230914,1221.742236650249,1227.2257313917432,1318.6141926306761,0.01,544.0422832003424
15,1.0,100.0,1000,1003.4236593838075,1010.0443251059947,1017.9589834709776,1027.9203834546734,1032.2922092370382,1033.4687756712967,1037.3223108478917,1087.4952765052162,1090.238980891886,1092.202190228144,1092.5925765878835,1107.9812819177732,1168.305000624749,1172.558005219617,1328.4579752268223,0.01,57.83852400467792
15,1.0,100.0,1000,1009.9795527620984,1010.931643214642,1015.863059887927,1023.2363588861868,1031.5209360752756,1037.7837931189017,1039.13816728867,1056.3505351884742,1061.773495235883,1063.5395822340304,1076.0915023779096,1108.4588131861785,1194.993427220137,1207.6437014190658,1353.5037958180396,0.01,988.8460180726892
15,1.0,100.0,1000,1007.0989857687749,1020.7611972468811,1028.514646043855,1033.8407886189798,1035.4451534955163,1040.139172545661,1043.2695122865036,1053.3405400668578,1126.9748131630995,1150.106592217948,1167.5349937408614,1189.84712256244,1239.0453784555075,1239.3323076612078,1461.4459979889984,0.5,363.97671740146995
15,1.0,100.0,1000,1018.038768987581,1031.6557699623045,1038.9461677067748,1051.7422411446016,1059.4938005388428,1079.8413208083189,1117.6395458401287,1153.3456436920521,1164.9776977047134,1183.6298304216866,1201.5950397204736,1205.876412292201,1222.8633473045522,1225.7345567102602,1262.8392099612806,0.16,2141.9697240093783
15,1.0,100.0,1000,1003.916996458089,1009.0874071011625,1011.2680467624411,1019.6070825086615,1039.2833961508677,1042.1970399411368,1045.6450570594416,1067.6945343410691,1072.2359925386445,1075.175228550491,1077.2780000450853,1127.4148976574459,1156.2321553568424,1217.5276411737352,1316.5246806794578,0.01,195.04410680439946
15,1.0,100.0,1000,1002.1408544953124,1003.2280235922705,1005.2939399354991,1014.2858256926746,1019.9326343302937,1024.297995722896,1038.4984129928011,1041.376703705404,1055.3136256127873,1063.1385572328456,1105.4124016450369,1203.7180382695794,1210.5108237475606,1240.0853616572806,1317.3584010534137,0.01,556.8597164830551
15,1.0,100.0,1000,1007.0368020163802,1012.1271354962661,1016.5273493876023,1018.3359097534434,1018.3635729266751,1022.0643794137189,1043.8362558105355,1060.4121505477178,1064.1379769935695,1073.5608331302335,1083.1867665502275,1094.504826722824,1127.087717378878,1141.3963038292568,1155.9295314139683,0.01,1446.2645370288226
15,1.0,100.0,1000,1001.5420359841273,1011.7309602703489,1015.6580249571097,1022.1993729787524,1024.0081674184673,1037.3560130291407,1069.3283715885188,1078.5197941311428,1096.5128242270446,1100.4292707519953,1104.7105476255022,1143.3382026701063,1208.8058740353108,1232.6896618949913,1258.1529183082766,0.5,15.52385711231511
15,1.0,100.0,1000,1002.1987927051421,1004.2854211335858,1005.6564631484339,1027.0486181912777,1037.0093987042399,1039.9106464152749,1071.1026821168364,1075.8632316920664,1078.2719990046435,1143.812049412798,1148.577106782366,1203.4707644049968,1313.0753878277274,1317.3945923925676,1346.2246182104786,0.5,292.6791338327276
15,1.0,100.0,1000,1034.1760605256093,1040.7072763687,1072.4343447442486,1073.2149639026638,1074.778365611463,1086.4845463815918,1111.3002766884997,1115.803814100314,1131.4051971695044,1131.4166898839417,1135.3484322596294,1146.961262478947,1159.792990804713,1195.4981244837556,1439.5671901250512,0.26,851.4078661603484
15,1.0,100.0,1000,1002.1410512784457,1008.5328449842875,1028.1765909953372,1028.518960089999,1039.0748440553846,1040.5514192955425,1056.551852570104,1062.4868255991926,1090.8797311363974,1143.257307677027,1146.3589456763848,1146.7015342411796,1264.1707062573962,1280.8208028424324,1326.4205394146109,0.5,355.6926509563522
15,1.0,100.0,1000,1000.4767735621787,1013.2335216484998,1016.3920589482136,1024.1218930278,1045.0329574996535,1085.992520614286,1136.0915701729446,1138.380902751756,1140.8773900323092,1147.4097471963362,1160.6674425481767,1172.1094870983477,1234.0237928784925,1295.9774245251765,1438.7492410031828,0.09,3487.108801798128
15,1.0,100.0,1000,1001.2006898290075,1017.49476921178,1024.4487568172322,1037.317769068709,1040.0087092864212,1056.1547477345885,1060.7392472646725,1080.2372758147512,1115.0559112136739,1190.75817952373,1220.1285703422443,1262.1470414264668,1294.3281230265186,1329.7950586857728,1379.0535019132212,0.5,2832.3789095902875
15,1.0,100.0,1000,1002.3117306868805,1019.8918375720808,1031.3079121403011,1052.8004135664407,1056.6691121422878,1060.5821420588177,1061.6645999132825,1072.4378909182624,1087.105728708296,1091.276135731273,1106.8023903695246,1135.6320771822232,1209.0673424648962,1214.9869343505998,1362.2483648536413,0.5,479.4124550293011
15,1.0,100.0,1000,1005.9789777143217,1019.0891162398964,1029.662775195819,1037.6492044857305,1042.5427398655554,1047.0412212015206,1090.1967564057802,1148.9415204171055,1164.776895403636,1164.816982131612,1193.5781505092823,1202.0541740904032,1216.1565133967981,1257.73161759463,1435.5856110232862,0.5,2454.4492513330433
15,1.0,100.0,1000,1023.098216953836,1030.3632541771156,1030.639777719653,1058.992797249869,1060.2738471181488,1069.4423136858825,1072.5946168086978,1113.9265493993137,1115.248370822248,1150.7268404593094,1152.75252769194,1177.5840425484375,1180.4090195545198,1256.6876308457997,1301.7174485979353,0.34,395.0772289560098
15,1.0,100.0,1000,1003.7257111000026,1005.4077440094162,1006.7068331563188,1013.9912719287962,1025.2676284714553,1034.6883241929556,1040.7426391200338,1075.836924188077,1081.7120533425523,1096.5225787384884,1111.3104070587995,1121.2166188769993,1163.7463086735527,1205.3319756998285,1224.232889201417,0.01,417.8372791826898
15,1.0,100.0,1000,1006.4068909530585,1007.602874221856,1030.3018370605057,1044.8745116170905,1049.9726239238846,1051.2976618555558,1071.5585917561434,1077.3609694805234,1098.2845371963758,1116.3625701120086,1129.1145145873638,1170.8516502026218,1201.5472884807318,1254.0351919774319,1516.8036484089903,0.5,533.1219390088452
15,1.0,100.0,1000,1001.3292753761901,1011.1048111630345,1017.6580480116863,1022.796596855943,1030.15504519323,1032.6427066487638,1034.2988444950201,1076.5202205059597,1083.5522314522116,1100.8335097131871,1126.8680215675238,1160.4722003212332,1202.4512859797828,1271.0251248362727,1277.015382506889,0.5,8.643972203995716
15,1.0,100.0,1000,1006.0210569191678,1031.2308416962817,1032.0863424493593,1061.7832872246133,1075.6395308713047,1099.9231188468018,1102.007513921235,1117.2332873509606,1139.5339582347724,1155.4524835767465,1193.0057282290786,1200.7923774104631,1236.4951786304148,1240.0012833845178,1344.2939159143675,0.5,3870.74636360819
15,1.0,100.0,1000,1010.2132127070174,1010.2924457347252,1024.1611384801768,1039.3461924770936,1041.5921718962331,1044.1525360556093,1045.9447680482642,1046.6387057203383,1086.0656545424567,1113.479852894302,1130.4851241035124,1131.5330303748053,1190.2074682246393,1228.7951867853524,1461.535079714215,0.01,48.11395391231102
15,1.0,100.0,1000,1015.09892639339,1016.0778001805411,1020.2764406572221,1027.5506609116967,1029.7782476659443,1033.30699768234,1061.5902256337963,1076.9494682160173,1079.1997362817435,1113.8749565099026,1132.1225400673052,1153.3838150835736,1205.9287472619706,1230.9656225868227,1392.7517566474603,0.01,529.7609201395096
15,1.0,100.0,1000,1000.0543369247691,1007.4862734351314,1008.0969919432489,1011.0877318963207,1029.461203281711,1034.7600482545292,1048.1687130741177,1056.571126633246,1056.973680169758,1059.4304588877849,1063.7221543922099,1079.195112291535,1105.3618075577988,1133.758388796743,1153.8998828385384,0.01,837.9059909337905
15,1.0,100.0,1000,1000.9906159015413,1012.0370712157061,1013.7886829480923,1017.7756214750824,1017.8130573468711,1019.2995916318073,1033.8918547378405,1039.0058566196517,1049.9777191218209,1058.9783899255208,1062.3736851153358,1082.2359893904813,1216.0125303897644,1339.0953852663133,1425.5753763645466,0.01,333.13593633512346
15,1.0,100.0,1000,1012.0451641333462,1013.2598853634591,1043.4830711598693,1058.1581627474563,1084.818989009385,1110.4792208197448,1111.3270427521081,1122.8436305124378,1127.6937006414432,1132.1863238496423,1136.4817060145665,1146.0307412203904,1218.2414478908076,1357.3675921979495,1403.2886890301695,0.3,2342.384671002106
15,1.0,100.0,1000,1004.7026103200839,1007.021142415103,1010.0106739425585,1010.4548996623608,1032.0203722315225,1033.688593179093,1040.3744304559605,1076.5960647806057,1077.079892666523,1115.9699186721316,1115.9798339606532,1145.39250129902,1304.3104556442695,1392.438560290363,1511.5769177699171,0.01,15.961597700030175
15,1.0,100.0,1000,1001.3096258156232,1001.6387176075934,1013.719830824279,1019.8133456483476,1021.84830947573,1031.9011637524532,1063.2793784545077,1068.2327053427528,1072.2550563921773,1095.4120054212913,1108.1590245552268,1112.386482645454,1124.9573172273879,1145.0513411427835,1160.2692785422462,0.02,237.14775698601161
15,1.0,100.0,1000,1003.0700439324107,1003.6808673083673,1006.4323262792902,1018.252003953969,1028.8186656299486,1056.8613816727125,1074.5494346735766,1097.3111070196667,1101.2049626215612,1117.5556990394814,1124.1927092356339,1126.596882233559,1152.3938517340991,1243.4368004317837,1390.6543712821708,0.5,24.372704124184374
15,1.0,100.0,1000,1003.3824083420869,1011.3743517765921,1014.7295187071891,1021.7876532872384,1023.2322350722214,1028.2665128490205,1033.498445418897,1045.6833876345602,1062.3429648923438,1073.0133099863583,1102.0281695310312,1105.4156731507032,1110.8068872291865,1144.7143100866413,1297.9377139983073,0.01,732.1319625159689
15,1.0,100.0,1000,1005.8094198385671,1021.2562122516946,1023.567568555496,1025.3475064283907,1029.0800771039058,1030.975425594625,1044.6960593456542,1048.4915452231648,1049.8505660851824,1078.262517198147,1095.6051621533245,1107.4109165068949,1124.429703779184,1139.7298344432913,1204.1147985777861,0.01,522.3649778998729
15,1.0,100.0,1000,1007.0493830297705,1022.8020508758088,1038.6563556150022,1039.6265812119486,1043.8728782973408,1057.528447539636,1069.8891453531633,1080.3700340927978,1103.4289504647916,1105.8485493536534,1168.6151300993133,1206.9730731236375,1226.2412675763612,1245.8468329656694,1253.3997382000618,0.5,569.2923424669111
15,1.0,100.0,1000,1013.4033172381789,1014.9807102241411,1017.0386498301242,1017.2917439060132,1022.6706359256141,1049.9803964760654,1079.072706669141,1089.4536562738995,1097.2956905048663,1120.5964216550585,1142.9011312681412,1152.269739243295,1181.0443577525416,1182.914667078329,1201.1792184508731,0.06,7.249085891928751
15,1.0,100.0,1000,1010.4541691146904,1017.5889170481038,1021.2239108785164,1027.9954358980635,1029.3942008633146,1039.870288578822,1052.2847439557197,1069.1586488308596,1074.124910901314,1085.520905444153,1089.9883074718646,1090.1730140045545,1195.6327908382004,1213.9869462912422,1376.083811078417,0.01,364.5644938418506
15,1.0,100.0,1000,1003.2676009603052,1014.6885918639258,1023.3338958083365,1078.5985240794832,1107.9086549352744,1120.6066855358456,1127.7039292643012,1140.793159265444,1167.4727468715191,1169.0687210163585,1182.8609757591662,1210.1214132944779,1229.9900334309139,1304.737555009733,1346.3567259528982,0.5,10528.029940319777
15,1.0,100.0,1000,1000.4974850769221,1003.9725119593335,1013.3223958160727,1015.3206936297963,1024.7595420688758,1034.3391404103352,1047.3064709080359,1051.8413053491834,1057.5334948169175,1077.443592726635,1095.73553908658,1141.578001382341,1145.296762896521,1149.8041000139917,1220.6392952782094,0.01,411.8231292008528
15,1.0,100.0,1000,1016.067045421761,1019.1061555484087,1025.2362199296244,1032.7171843901474,1033.1204704410775,1039.3174217767898,1060.7184873917997,1066.6830769833675,1074.6970692770876,1076.9955368759988,1098.211957549652,1107.5252115125697,1120.0000161193634,1133.22289030121,1220.4659266333654,0.01,1248.1044370640907
15,1.0,100.0,1000,1001.609620663975,1007.8232674933244,1021.5984256805041,1023.4064037690397,1028.2823830547031,1062.3927468765758,1068.8147336917034,1086.3605437726558,1087.6626232506642,1133.7754027263718,1139.0007584161858,1144.079692405018,1185.6892535338852,1200.529417910353,1430.232249759147,0.5,280.9713755192293
15,1.0,100.0,1000,1016.645922148643,1024.6034676104152,1036.637833405563,1037.1164869488123,1052.2217911199225,1053.611483016355,1058.3699038079972,1090.6540027956528,1092.270133788104,1095.5238383344026,1139.8378237302932,1267.053620199677,1269.4723946838544,1272.5463624623876,1348.6189680188327,0.5,318.193044719289
15,1.0,100.0,1000,1001.5337388961282,1003.9363900185176,1005.066143276911,1017.9500221921753,1019.8066505412289,1028.2276187097673,1030.4888356778597,1060.1599715090138,1060.9465514345313,1062.9375350955036,1085.362659115514,1129.3894110543379,1137.952608739062,1335.4588243390397,1390.4583649832803,0.01,464.2072198922567
15,1.0,100.0,1000,1003.2348763121831,1007.7051357383647,1020.9333525916993,1023.4030843425497,1034.5345508187884,1044.374963108879,1044.5009446041404,1085.9742956724929,1093.745099286665,1094.0824479104397,1099.18577447748,1103.5819555012788,1127.7721761533305,1180.6287712305004,1195.777260840885,0.01,83.8560884115262
15,1.0,100.0,1000,1007.0891253004035,1013.0524862503224,1030.5729468546226,1050.4399950480843,1052.7944076258432,1060.1782916554307,1066.4043567663641,1067.7224948420758,1087.6082434993918,1087.6519695325264,1089.5110241629409,1103.2398062080783,1122.4133512287376,1132.0842725986602,1148.9133241562188,0.32,93.53074219189563
15,1.0,100.0,1000,1008.6291040702782,1024.0529045391525,1024.8482198236993,1033.6290585149954,1038.5776481556193,1039.2694646505456,1083.7053482576384,1084.3811637252338,1138.962473250889,1143.0528263912204,1146.516232535632,1224.0100032550727,1228.8169250719102,1296.6403919291467,1325.0849690044824,0.5,645.5885703994053
15,1.0,100.0,1000,1005.9511584532606,1009.8781513041573,1010.5703767556519,1013.8243784796871,1020.0149671319879,1025.6583166127036,1039.3551040343123,1047.72695984536,1079.4604844807814,1132.4051080033257,1137.2189771172716,1186.251118064946,1260.2593100601546,1306.2470936509771,1411.6402011040104,0.01,144.00266474690278
15,1.0,100.0,1000,1000.027854053343,1018.0640117757897,1021.688852657965,1032.5880676780314,1056.251829083614,1080.3566502781407,1080.4892319147004,1116.9234727685384,1130.1178525033565,1131.4963777351466,1175.4640692652108,1182.9220967555793,1262.726846408344,1356.237956722635,1364.585058963909,0.5,3247.8643760902646
15,1.0,100.0,1000,1001.8273605710732,1018.0855290296186,1019.112659020958,1041.3242266379268,1041.8417501551676,1043.0637216960831,1045.2003554804373,1049.4121761498045,1063.7220322682415,1073.3251924416115,1073.772709233305,1089.850599779217,1169.3858593524299,1182.1451748270974,1246.2102013419697,0.02,103.10275298522005
15,1.0,100.0,1000,1014.3016498828903,1019.2041475746087,1025.2367641741355,1033.6012096334575,1053.7728531264745,1056.0258175554438,1056.100671423645,1073.8106543302188,1080.6512350878015,1156.2288398871433,1165.0192137298586,1170.5127789929386,1173.0654988165581,1177.4231345183794,1245.591683606909,0.01,80.33952346999415
15,1.0,100.0,1000,1006.8518092010155,1009.9694383318068,1016.4436930775624,1023.4967822186449,1025.0232711136712,1036.3153568146008,1037.2409716328502,1055.9019913259435,1058.8009530003453,1063.0675029694382,1063.6768287430787,1092.2599074193972,1250.791220170765,1280.743523848132,1330.2641954531941,0.01,532.3572268833104
15,1.0,100.0,1000,1008.2973364435315,1026.334227769677,1029.8922818714452,1049.1361542373743,1084.1858251480091,1099.0767228676227,1101.8150286046573,1129.0878526290892,1133.6015886512569,1182.6071349593738,1187.6402168725199,1219.1030010193235,1220.297933590628,1285.7543955570418,1359.9688887877655,0.33,3648.0490573850975
15,1.0,100.0,1000,1001.3030536209035,1003.9947739504614,1012.5720729016751,1022.8678818635616,1039.7974094816104,1042.594962436513,1066.2215679924702,1073.3691904372163,1081.8264158441373,1138.8910866925337,1167.5537117814654,1212.1664827492455,1232.322576973859,1373.9095760858015,1414.8212397541054,0.5,536.3327680450775
15,1.0,100.0,1000,1000.5106999255039,1001.0075695760389,1007.7302095481172,1010.4019102799052,1013.7473085126585,1021.8380164438458,1076.3161182444817,1135.3941794627933,1146.4490423242714,1147.492813411803,1223.4862709973008,1236.826316263364,1239.5917935236662,1262.583375354805,1384.2965522167874,0.5,564.3444896204808
15,1.0,100.0,1000,1000.6221998342104,1002.5774034936175,1002.8311655877385,1006.1131710181872,1008.4924668260879,1062.6646391343982,1068.2147271224846,1070.4756698390609,1089.821456225088,1091.4847644686643,1148.8509955408806,1159.1397957637405,1186.589187147695,1246.2733687954405,1263.0207796249988,0.42,35.95644744263608
15,1.0,100.0,1000,1000.279871830343,1000.8986391206997,1001.7884154171805,1030.6447205178595,1033.549894473598,1034.5394640510565,1059.4354846115828,1068.0082493139134,1071.7940763346548,1087.3412415992652,1119.9551251763085,1195.1736496118488,1203.8371502161094,1217.3395386587097,1342.1954567421194,0.5,24.157800857849637
15,1.0,100.0,1000,1005.1783717791112,1014.0210240714558,1017.8588167076889,1023.1568433136655,1024.1512519672422,1028.099842038841,1029.1245228795417,1039.5521994128087,1040.711899540931,1067.0481579607506,1163.9496163873864,1171.891275036698,1203.1459801678761,1214.0353024585072,1270.3853681399248,0.01,322.29129564156034
15,1.0,100.0,1000,1017.0432007774016,1019.6280638681843,1019.6775638121071,1022.6491873128414,1031.3907621800313,1048.9882921178198,1063.5745917838103,1068.79960459365,1072.8544466462392,1113.1466015001597,1152.7487425999109,1175.356095502079,1185.9485317686972,1193.4875743007797,1193.860893553729,0.01,834.4235185711622
15,1.0,100.0,1000,1002.6126199776822,1022.285544790626,1026.36930560911,1038.484646995503,1051.0750841344739,1071.3137624087888,1084.2658626512082,1092.853740268537,1097.4298027726124,1144.5424730002944,1155.6574508039264,1183.539351455071,1289.7759728095753,1296.374876149978,1548.7587941727763,0.5,2545.0545629713624
15,1.0,100.0,1000,1004.7422622201543,1008.4137532079841,1013.1771983338384,1020.7684444042509,1025.253968978987,1025.3063691714644,1029.4612859011008,1085.4275263010582,1092.5246473723748,1100.2724372027749,1125.9684711611067,1161.6884685484624,1181.1867797025707,1190.134168831797,1285.068913363288,0.01,173.80326090878128
15,1.0,100.0,1000,1001.8919722464374,1005.4465549075043,1011.8518100426951,1030.8674886554077,1036.4279651381491,1048.869643139398,1051.575755431571,1069.8614247887422,1092.7370330625733,1101.2018901777803,1109.320255584755,1186.6650524417614,1211.5214249500355,1221.0037040384846,1375.2528704852448,0.5,62.06093508693217
15,1.0,100.0,1000,1003.6672797076801,1013.8109159334658,1019.5990073669543,1023.1683507083989,1024.086300806348,1024.3835558495534,1033.3176379104787,1056.6312982250495,1057.6572438352641,1148.2631819767655,1180.6041995676087,1187.2881977662964,1226.179948068002,1242.6939844096976,1256.6061236604373,0.14,0.07273609534609171
15,1.0,100.0,1000,1001.8374531463908,1006.9970809621461,1010.9989018509953,1017.5107693668455,1024.5325842584662,1026.0367559859328,1046.3806360989831,1049.073349803734,1069.393250411554,1079.0412796669684,1100.1686468938549,1116.4562905905955,1138.8804150044798,1154.9876859675253,1213.8624181892394,0.01,588.4361895839542
15,1.0,100.0,1000,1001.8264083932941,1007.7157192266284,1008.070218594098,1009.069225910262,1011.0205156004915,1013.5888000054815,1018.7681293284737,1033.7693316575346,1054.0416854237071,1060.264721275255,1061.2232748352676,1117.661879442118,1131.8132156863298,1217.914714243531,1346.8617859624164,0.01,1620.1246389285036
