n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,optimal_delta,best_relative_mse
20,1.0,100.0,1000,1007.717256953522,1016.566682185518,1017.809419055661,1020.4634876698024,1023.1755732009715,1023.9169578930299,1025.1081918107552,1033.4382036802438,1051.4618450672303,1098.2017577255579,1103.0086707057687,1110.3334879067306,1116.3810618706866,1159.75101480543,1216.9608456939698,1258.4047148846403,1284.8638733149612,1324.6347383454208,1466.7494742345377,1540.9889079395134,1.001,0.07568276298652112
20,1.0,100.0,1000,1001.8631646290744,1006.1434609726713,1020.0746762259407,1027.4353728302399,1032.920833487246,1035.959466910249,1039.6923623397263,1039.8328242124858,1047.4287180140684,1068.1652929464435,1082.6221767328943,1085.4381954923829,1086.1878494298728,1108.4625580409577,1114.0159352387823,1139.6550865480312,1175.692664952191,1186.0662602988439,1188.988337779312,1292.8430278788371,1.001,0.030784684624718315
20,1.0,100.0,1000,1000.6692672374777,1007.8069433164335,1022.9068060398268,1024.1203005663342,1026.4302975466128,1041.3695583936865,1044.5051250155939,1054.3586475757784,1054.9332974597564,1074.3307443976178,1102.2696962268678,1110.0550751626722,1125.6624861396103,1142.8676465973842,1174.0550321539508,1192.1442397168462,1209.4308515555617,1219.4959007777488,1275.7293211433816,1301.9372704790355,1.001,0.06614540766150175
20,1.0,100.0,1000,1008.2775139113659,1009.4580620763938,1012.4853406566301,1031.4125109460274,1039.734568324251,1042.488273022153,1042.4923766152774,1102.2817945861455,1104.0732815513477,1105.469665283218,1157.8948659093685,1164.7157642355014,1164.8300717313628,1185.0837825393858,1187.0331819826363,1203.6319112273804,1216.8965827582851,1219.3486360210168,1270.2929903991326,1281.5133651613935,1.001,0.1513341082122715
20,1.0,100.0,1000,1001.8515261642322,1003.5679593194278,1003.5849783895871,1013.0465119762533,1028.7625861831302,1032.1144300278977,1055.6576379065446,1060.6558920458292,1063.3350314316933,1066.3370950628723,1099.2846051831775,1142.089920831756,1154.1220663006131,1161.6268992429366,1169.4981982347324,1179.5079222995282,1195.0892243489513,1248.564434145703,1301.445001493299,1322.7858633487228,1.001,0.04457888446751374
20,1.0,100.0,1000,1001.6314645372071,1011.8139481838027,1016.3422798256324,1029.9934020921257,1037.4493335087157,1037.5184820924298,1053.270995844969,1053.456283822149,1055.9486445206692,1056.0095439530994,1072.2348409981935,1083.7705686540835,1114.678817290928,1146.5758705583185,1166.7531933052987,1188.4869929386662,1247.893242786708,1304.561355652386,1313.9943321652709,1329.7518180211746,1.001,0.057536573620801564
20,1.0,100.0,1000,1000.755384015138,1001.9376333226628,1002.4846546174185,1016.2045437992628,1017.6822084981078,1025.08366359069,1057.0505510399892,1074.383272072285,1080.4193100609168,1083.4990456781143,1089.8704667738546,1107.509043218691,1110.3711090856389,1115.3964926355789,1121.6268102778706,1144.0964635005848,1151.3207374417548,1161.339069073235,1162.5333673808498,1356.8480332859108,1.001,0.01651900723118144
20,1.0,100.0,1000,1013.0869236066017,1022.3007554580977,1023.6679920146083,1032.3765319642594,1033.281665298418,1040.9909364638274,1043.3944503394375,1053.88013028778,1055.4455845328134,1068.200709065982,1069.4866541233998,1105.1935680466513,1114.444547912213,1120.349352406471,1131.4509356348508,1157.990711641669,1171.0898163571158,1175.2727244565715,1286.3206815606213,1424.8427050866576,0.461,0.000859381241109079
20,1.0,100.0,1000,1001.2216081958936,1009.8696637726435,1012.7355276397833,1016.4702576373677,1022.5979707385144,1027.1801153020463,1043.325123086465,1047.7231632599232,1056.948827995142,1065.7353282872373,1067.5097411649194,1072.918641922885,1115.0641684938637,1157.8773058528323,1176.3904273034157,1186.52455874721,1189.8260497447081,1209.8095356408637,1217.1536485101046,1272.9472966856126,1.001,0.004264397574895512
20,1.0,100.0,1000,1007.71666902886,1009.4634561025983,1016.5570421547426,1023.823179957357,1028.5955049241113,1048.8964810738066,1050.6426505491668,1051.5494436400654,1056.7812516839858,1064.7136188709096,1071.7297584408243,1097.6873672798686,1126.6410353640097,1156.2311055048478,1157.3921811078658,1179.4976676345887,1183.964756113376,1219.4499205674501,1234.5946094902852,1236.3439508614863,0.711,0.0019052129682433727
20,1.0,100.0,1000,1009.7474269308049,1035.2967846358702,1036.6809395970781,1045.3097459853868,1050.7044134864952,1056.3435357224203,1061.382959294326,1076.2054835294746,1083.9198624543612,1090.3295071035043,1098.1348044741044,1098.840612003839,1106.8555940445929,1111.8593282789257,1114.825986879569,1160.1488308892647,1169.5886413544492,1177.2825392480138,1188.231468682963,1280.4303015333692,1.001,0.35240977796379486
20,1.0,100.0,1000,1005.2645389934736,1010.9705587709899,1014.7816346370697,1017.7951260436838,1020.8384978884358,1034.7579873145105,1044.5662365413014,1052.7027693946704,1070.576169347839,1079.5458742567203,1088.0099304404985,1088.3546515606463,1089.3513402875014,1108.3488888279667,1123.3897596414329,1130.3732951375073,1147.6481745137096,1164.7589485630601,1176.888930703432,1194.1167850115728,1.001,0.016663308903793337
20,1.0,100.0,1000,1001.6548351193576,1013.4082952197267,1023.4881987961832,1026.8670559918476,1027.7961456580645,1033.2522433777433,1035.616536672109,1058.8210041723692,1076.9861436030924,1087.8298612518622,1088.7182386712539,1092.4465108932025,1113.6363186684018,1121.2436823624428,1143.3162702428717,1149.3070653751017,1195.4428806286267,1204.6884487679454,1233.857576570218,1241.6459599935397,1.001,0.06287223659385101
20,1.0,100.0,1000,1001.0786139213518,1015.3306487882112,1016.3978783931269,1022.74042012031,1022.8408357108846,1025.6050209085467,1031.3333740530707,1033.2434242571899,1055.8948243291352,1064.4324052024408,1070.4223029654793,1090.983039719955,1140.6940545585483,1157.868414524115,1211.0896652789802,1219.6883070758201,1298.4242685788986,1328.628322589783,1353.7016560116656,1462.3438706735365,1.001,0.06888753254757736
20,1.0,100.0,1000,1000.1414394122704,1003.7232557926873,1012.1405772693537,1034.0031515206679,1044.3024215046103,1050.3426193472358,1064.2948847295188,1070.0466314669095,1080.3278507117466,1091.0272500541294,1098.9953410898559,1107.0416876332308,1128.3043702505686,1152.0144804550437,1154.8243412923573,1155.872033033914,1206.104609852196,1217.9180559109323,1243.2923035129843,1629.673541883329,1.001,0.16048055217195936
20,1.0,100.0,1000,1001.9856741033556,1017.2302722397833,1020.6581096054022,1034.258385732924,1037.0334860740204,1041.5436802295678,1059.5557304233976,1066.6911648872008,1076.0728746123516,1085.9668842234405,1093.5125091534337,1097.6373901843403,1102.3763161221557,1116.95601992478,1166.4073132754836,1180.1555477586444,1200.8955462305692,1213.9140121030434,1280.9084022014085,1440.2920070090165,1.001,0.11484114711020849
20,1.0,100.0,1000,1000.8907722502621,1003.7018858459486,1015.2827278196411,1022.4893163173845,1026.2783402069404,1030.9543429321075,1046.4380171531575,1051.1930226902668,1072.6534842694987,1112.3350728546566,1116.9126130555865,1117.37470007063,1144.917865318077,1151.7597630207727,1155.0365507396994,1156.390264564599,1175.4652640458971,1216.1060588715718,1241.2662462984326,1540.619846716182,1.001,0.08027417102167003
20,1.0,100.0,1000,1000.9446389563399,1017.2184276456386,1021.5163694466652,1029.6462014106455,1032.0786577982426,1034.7996665253202,1039.47844950686,1051.8343191394576,1053.415573656757,1079.3191781291728,1094.5939223584876,1114.1786756591785,1129.7417328979707,1134.7207640373304,1154.9637136853746,1206.2325155317337,1206.5360520372308,1307.3241615128595,1525.3149827683114,1616.3243025489069,1.001,0.1495021535278416
20,1.0,100.0,1000,1001.0138367000534,1014.1640917975737,1014.7651242138829,1032.406926700281,1034.293941380419,1034.4482485813749,1036.0173017678662,1043.5285369383328,1044.1273028476373,1065.8723428373148,1068.0162879195027,1090.6782662381393,1127.1681646800964,1139.2800803796197,1146.675780946479,1161.0472653755594,1181.523146249483,1182.2236487728574,1221.743071571014,1319.2425677659257,1.001,0.03816858935159713
20,1.0,100.0,1000,1008.0086453958477,1010.5865102162835,1012.4480054656242,1017.3746784687288,1025.7946844943413,1026.768326889661,1041.272673121,1051.8031014541311,1054.5159917985668,1085.0124624619343,1097.9704321363183,1144.197481949992,1146.84777478569,1153.3361012086912,1159.3580377645417,1172.9718095164694,1184.7243593449584,1193.047052923894,1198.6539047283995,1208.1371251452451,0.011,0.004389529769146859
20,1.0,100.0,1000,1006.0957577562796,1010.4769471926104,1017.1753457085305,1017.3674792310376,1027.2354232469693,1036.259875676733,1045.2457995434183,1047.1023498085444,1063.3780922283765,1063.7707997252505,1069.9342049226666,1070.7248570445865,1077.6105712249057,1083.8382174254373,1094.2796156349857,1097.9835815075853,1106.841597757138,1142.2689198137343,1151.169407824022,1266.0372883989085,1.001,0.06522872580898695
20,1.0,100.0,1000,1001.1196898475793,1002.2270082010997,1008.5972993744994,1017.2898845560098,1017.5427779722204,1023.014138175067,1027.6469179039261,1029.7047154079783,1044.027019727491,1055.010320146971,1055.6426186508413,1056.312754090472,1057.36407240901,1063.625198306136,1085.5834104067037,1095.852063314093,1105.6841152721056,1141.09676660398,1146.699903398377,1264.1681281822198,0.391,0.09369260643942258
20,1.0,100.0,1000,1018.2868791078563,1034.6409534451109,1049.03932498032,1065.0411137824392,1068.9082654558451,1073.8471317539093,1076.3791954938315,1110.2598480240997,1125.1578425094133,1141.371404092988,1143.0052754019239,1143.1111963088426,1162.0257586111632,1171.9072489907248,1184.6299053728799,1208.5523651276947,1209.122378169501,1209.2107595619254,1233.5306950846434,1279.560483013544,1.001,0.44791881121713045
20,1.0,100.0,1000,1003.6979323882301,1003.767053803378,1013.2868354045528,1030.6384330791916,1041.1850734143486,1056.0445195053678,1065.131738325169,1113.8327961603363,1123.1696040473782,1132.3285447812214,1139.7557360466863,1149.621265219671,1161.7907885647317,1168.9504408661132,1171.0910919736993,1175.3478423223141,1192.1207969777056,1200.9675674547336,1203.9751470284455,1398.841653412699,1.001,0.2931367578214071
20,1.0,100.0,1000,1001.8548948191587,1002.6014428799209,1020.5145353283507,1024.1475185996794,1027.0246075817797,1034.548516217173,1043.4650988838655,1046.0087371144837,1047.1679227391335,1054.7456139702144,1061.9315179328664,1070.3492667356954,1078.4867813786268,1094.0339739213375,1124.0233247081267,1152.3710114408198,1157.0768444466978,1170.474242238344,1243.9981714275114,1470.285066838189,1.001,0.0027579648729960213
20,1.0,100.0,1000,1003.4111242698219,1004.6407132128967,1005.2393552494054,1015.502181007362,1025.5490072166715,1029.7012717607552,1031.386437390851,1038.5702416808533,1057.414204478628,1059.0879220358477,1062.7505650811072,1065.5223430278952,1071.5359701237148,1086.1550204532923,1087.135482875531,1100.6781156067455,1133.8942277011652,1136.3502060231442,1149.2971091848435,1204.4946657809555,1.001,0.0825500433074617
20,1.0,100.0,1000,1003.5936704399433,1021.3925534383192,1023.3289501567981,1043.2308329628952,1046.7832308975885,1058.1106981324847,1058.6457041327412,1081.061641336177,1083.7251544450694,1096.7211516866078,1102.2662906883043,1103.6575440979109,1106.069990308315,1131.0568597373135,1144.0191989634013,1147.8426324098446,1151.8768834489176,1214.891372678079,1295.6413435226764,1335.7784725323625,1.001,0.21030468128657834
20,1.0,100.0,1000,1004.8373006974318,1008.9144248147018,1010.5932913483817,1030.5746040994964,1040.9061815301604,1056.7449583824161,1067.719535180771,1073.356916263747,1075.7116755416216,1076.3155775938806,1082.3641185851525,1090.5501023895533,1131.1087395235425,1168.308035599965,1196.1744782224346,1197.057958327687,1217.3777244349817,1228.7880320337658,1255.1063542325478,1313.1446583537545,1.001,0.08708725943026124
20,1.0,100.0,1000,1003.8393161783113,1009.5666473638212,1009.9822630080123,1015.4031388565452,1044.5798012997561,1044.6893188346621,1054.344520050487,1059.0182850660133,1063.6395259429366,1115.2888982587187,1126.9944381393889,1131.5908796115693,1141.1040721661943,1188.3745909536085,1200.8441623915446,1209.5895654536916,1232.4898061605747,1322.2240412221063,1340.696591295379,1387.5526410736068,1.001,0.16694765667554368
20,1.0,100.0,1000,1004.6469842146698,1039.024745786498,1057.6283677556494,1064.390483011291,1064.56663596138,1071.9205289250126,1093.0142551131466,1093.5358397459781,1115.3582243065346,1133.00396838294,1137.4602813259041,1161.0004305190887,1169.145107889844,1178.6931904383284,1194.3100394459257,1233.2332986317508,1249.041182944418,1314.5691395756712,1357.5448579377232,1442.4843404244084,1.001,0.8979890516528105
20,1.0,100.0,1000,1010.9876430791527,1018.9219396327092,1021.6672415954233,1022.9219658028863,1029.98399394179,1047.473051187305,1049.0948001714894,1056.0127210055211,1075.024705962964,1076.5802464443295,1109.9859684307983,1122.079809318664,1148.020418117499,1159.1867314871236,1204.1209009144277,1239.3849675045972,1241.038176942687,1260.1689551297748,1261.224072232498,1413.067926957469,1.001,0.06034453126418222
20,1.0,100.0,1000,1003.4568022515695,1011.7879905737524,1013.1850310409995,1030.4584068167776,1030.5662439418313,1032.6622295073387,1044.205748271104,1050.6017750053131,1055.4433052445518,1082.8286044456966,1111.31336020763,1140.6242154916283,1155.6741653415645,1162.4413294076994,1175.6453965551368,1182.4574618219335,1199.7930576707586,1225.2562874770495,1236.2382026441494,1303.5808972418808,1.001,0.05059708050720489
20,1.0,100.0,1000,1001.0209986623079,1002.3342833768135,1008.1108655659349,1027.7351737644208,1028.0140519697463,1036.7981224712028,1038.846564987973,1047.3517014967338,1060.2996963333567,1074.3656003453104,1083.9337356437768,1102.5598480338845,1102.762523067012,1122.2298416613032,1134.0638325234481,1160.2479091210566,1174.677127578444,1213.871039029174,1229.5762121414664,1278.0419712161938,1.001,0.013486934788744586
20,1.0,100.0,1000,1000.377734427907,1012.8735932705557,1033.7588357409143,1039.643515477712,1044.2162520414681,1056.6547653660584,1070.5320663903804,1080.3617583200028,1083.3707089920767,1092.86217054343,1095.4922911854924,1104.855511714777,1110.9100816480918,1117.8009635956817,1121.1356367547216,1144.7919782802924,1154.0687611982316,1171.1419041113584,1265.5810772664527,1442.4580159373097,1.001,0.2103584022749607
20,1.0,100.0,1000,1003.3863288811465,1008.232191167152,1014.3754784374175,1023.5405176731914,1028.8803988805041,1031.180935951092,1034.1640320546715,1051.0969614840674,1051.2251166619703,1055.136886115025,1076.6795421484476,1083.501342748412,1086.9713222888038,1093.0417789399644,1118.041035252613,1121.726815192415,1197.6170120845775,1248.5930406011619,1254.0634498282059,1272.8235509480883,0.381,0.0008272554246178873
20,1.0,100.0,1000,1005.6000300006027,1024.3061748086182,1027.5443724571176,1030.564605688921,1046.827231874852,1050.232420686957,1062.2774575034653,1078.0590250292498,1102.1490951181736,1109.483618775295,1116.1819963618757,1117.7035169365708,1119.9453813051912,1134.4264806777703,1145.5297850590496,1153.8239890816053,1156.9802047928765,1258.15342981949,1358.214931026814,1494.0008883410924,1.001,0.17632914277286188
20,1.0,100.0,1000,1000.8682871918072,1006.609340179011,1017.5490214161654,1022.5080655091185,1025.7749962599175,1034.518379839208,1034.858145340096,1045.923044022409,1056.0464720969833,1072.501333530947,1074.5464537634093,1089.4435097509297,1095.7713760498384,1105.5610047272212,1109.8912369521577,1123.7754645181833,1205.6678801306991,1268.287015090987,1314.124109271367,1335.3480383263816,1.001,0.006386754236379777
20,1.0,100.0,1000,1003.1943807869284,1004.160118480231,1015.7308230479543,1028.3274577869572,1031.5530859537027,1035.9781930076574,1037.7568754851873,1038.759313842193,1040.817408912834,1044.388695925914,1049.2739507415629,1064.4389740442546,1070.3078923604096,1076.9380027341597,1083.9673547151485,1088.6641803522282,1138.4207428105697,1152.9845826124304,1264.6104296419019,1327.2913184969705,0.851,0.04645446082985894
20,1.0,100.0,1000,1016.1213914365011,1018.7775622959645,1021.7781676056699,1043.5552206598375,1044.7094146112229,1046.511308249453,1069.045575690695,1070.898059959923,1071.087033158923,1076.8535135040904,1085.804821410119,1091.0181451990104,1107.7218794758014,1127.0234336488675,1137.811750480157,1142.286887858337,1148.2277280544731,1171.9443700053794,1269.39487458714,1302.8159056801608,1.001,0.024498634161151386
20,1.0,100.0,1000,1000.5467676726564,1002.1374686597518,1005.8398906232981,1023.9493262690858,1041.2903658418854,1055.3519899861965,1064.1885216376631,1074.8539462239555,1076.7750194548246,1082.2543623237011,1108.4973306023332,1146.1649482516448,1153.8147675527068,1172.3775659919384,1174.868197848961,1181.8634674342088,1182.7211756536026,1198.8371816450592,1225.6546264074357,1276.0602642973859,1.001,0.15070601344609086
20,1.0,100.0,1000,1007.7575504404107,1024.513841027005,1026.3598666051703,1027.2007839948549,1036.0699268767837,1042.5139824774456,1060.7808590461668,1064.9326100355281,1067.3143150572357,1067.5355367533014,1088.127316084539,1091.252975322347,1095.7139308875512,1125.8735067871817,1132.8478720097685,1138.0877246749567,1174.7326972449446,1195.3333869909807,1374.7777210258735,1430.7527279437772,1.001,0.032970752233713305
20,1.0,100.0,1000,1002.801802145928,1005.9218387143897,1009.3702166299367,1014.7370797657788,1027.8462678916674,1033.5446835692694,1039.8325079899298,1048.3251055328008,1050.982617069226,1062.857295377894,1064.1575274875283,1065.4145425109757,1075.6229905721987,1079.6389503120952,1112.4129404810108,1120.799844662321,1153.0612896592404,1158.0879153316016,1190.7527396076323,1230.6925658352216,1.001,0.030048506205274755
20,1.0,100.0,1000,1014.0372536204137,1016.2951990207227,1016.327949795163,1020.311395864,1032.3208523966393,1057.919592411367,1062.4699934664682,1088.0818589953903,1122.04683126804,1131.0716842619706,1134.771994537167,1138.79181358502,1140.0117210801693,1143.3137689908383,1163.1193037642092,1163.626769593404,1248.8656060886913,1311.510893709971,1318.3627144251093,1328.6766550198765,1.001,0.08637369277082577
20,1.0,100.0,1000,1005.7317935359631,1008.5157126515771,1020.3549029274312,1025.743791897464,1028.936375165533,1034.5051945024918,1043.3044154670067,1044.1117993045755,1046.5105145054818,1056.8338773745654,1061.861361907358,1067.7296081319907,1083.1321847405372,1092.440760358754,1115.8186079109323,1133.1754952414449,1138.406210641982,1216.8363077944896,1217.047480500961,1286.972524976491,1.001,0.01934457536903633
20,1.0,100.0,1000,1000.8502516759497,1003.4134927946101,1004.7932790967296,1023.6070245808545,1035.862465609089,1051.3267791759786,1055.3111647146427,1060.1412162608758,1074.980772941878,1105.035467113039,1111.837486745103,1114.0705921827273,1115.2897876368863,1122.950519051357,1148.0677019677346,1171.3961747000435,1192.9888113994452,1227.837850964747,1381.1174507094888,1387.4651045220155,1.001,0.09280523344661476
20,1.0,100.0,1000,1002.9952138661165,1006.2641363684558,1007.9888290239398,1021.914700131217,1025.9405602992724,1030.6712583705628,1034.9013351751378,1044.9045148530322,1045.6877935671769,1050.7337599473096,1052.442151025224,1055.2990097132133,1086.494080374417,1092.680559720406,1134.2468858487005,1153.1912942320268,1153.452688542081,1190.0593910112868,1213.48844166722,1217.4435486260224,0.221,0.020493561532406612
20,1.0,100.0,1000,1000.1094927369426,1000.1332263497206,1004.9335705123813,1009.389475897205,1017.3863088754714,1021.0818169423965,1033.6609219554184,1065.5233660594017,1085.3858436749244,1086.1685812834864,1096.228689698473,1113.1287098023272,1118.2975505068584,1127.0562856849526,1146.5161955737337,1168.5895835309932,1172.0332858157233,1172.774718180548,1249.888371356046,1314.0835803527866,1.001,0.005646244920187164
20,1.0,100.0,1000,1015.0199024958558,1021.223436034525,1024.1992476410514,1029.7973799012148,1036.1797342166674,1037.0551957956654,1042.0928551357858,1044.3117771337718,1044.3949777374248,1048.4533651993252,1054.9712901421415,1058.4561702292854,1059.547423256559,1059.6106088838271,1079.7411900309994,1080.6839299733344,1098.6258444608409,1109.7029909141754,1112.01015789059,1140.8011289828296,1.001,0.3513626720284529
20,1.0,100.0,1000,1002.2711439459165,1010.532758368263,1012.2368623231537,1019.7926844577601,1019.9075224928671,1024.3520755799148,1025.7421892862599,1053.0057232660618,1058.0543390703872,1069.748375924156,1072.5837933255016,1113.0228678009241,1131.864902812738,1145.6460887036378,1149.6402774047328,1196.8620446866846,1209.5973827799594,1228.6277203794298,1253.9638142192719,1319.1492479284605,0.441,0.010707114500411565
20,1.0,100.0,1000,1025.4611252437776,1034.3437143846083,1039.0700389320805,1042.3621641014843,1042.609480571607,1056.598705612962,1066.3067047815002,1066.390637620893,1071.8058175315105,1089.9996884114635,1103.9687044390382,1105.922660847499,1122.4194427124874,1122.6040969006344,1150.4346218837045,1153.851061064285,1172.2897542951882,1231.892039758914,1301.4056350526191,1445.9646501273724,1.001,0.0006466402311940017
20,1.0,100.0,1000,1000.3061087165884,1001.4076109310002,1009.8911011791022,1013.9838659829005,1014.064960926967,1022.0934663465051,1030.7920800266731,1039.3924028796853,1045.622601233096,1057.916812135468,1058.4193601361849,1063.2083943388334,1070.057491798092,1076.1966977245866,1079.9186570043908,1081.1903142065917,1086.223124119396,1091.3860199250057,1164.3210429989686,1266.1889791313893,0.901,0.0906902399013526
20,1.0,100.0,1000,1010.7453586156937,1016.9809808434308,1023.327087630738,1024.265666119251,1034.308891474067,1061.8346954723952,1062.0085006676109,1062.1042053424646,1065.560599054948,1068.8788892647615,1076.0168392775363,1076.3797067333053,1086.6423448448825,1115.1641729993212,1161.384492993744,1201.0479328650536,1237.6304316218607,1249.2243839099763,1318.6633445740777,1417.4666087028668,1.001,0.014939743154385217
20,1.0,100.0,1000,1003.6463520798502,1013.4736486239217,1036.6945010171787,1037.4633556486262,1038.18551061163,1043.82355525755,1047.2339719666436,1073.0951794669322,1075.676719200516,1080.1449806230348,1100.1560435591473,1114.149020067887,1124.859260407223,1127.5836458424637,1130.6378712295284,1136.0839173298498,1173.6608420269688,1251.2098587337023,1299.2022865054273,1594.7286446707635,1.001,0.11183493223776772
20,1.0,100.0,1000,1003.6303260714175,1007.9703618374301,1016.3755610676791,1028.0376681328978,1046.3539638930115,1047.397274953636,1050.9753758423647,1066.4221396394964,1073.018772420468,1075.548071410286,1088.1958355822874,1088.8240270177996,1096.28249211166,1099.6111952752112,1102.861023604035,1108.1606034901592,1127.3477638845782,1128.6128475681082,1262.3630612600393,1516.776083142211,1.001,0.014878544572978821
20,1.0,100.0,1000,1001.7476969459691,1006.3934843647955,1008.1235116807719,1010.7395592382042,1014.0381447970263,1024.3600355163364,1048.3270455610202,1068.9336355257174,1070.5151397037862,1076.397512798865,1097.2915627621555,1102.255304736457,1113.6895101073883,1125.4550060983067,1137.0841607785242,1144.6857403085319,1173.5763080929053,1179.5280672910812,1192.560333060982,1199.642117095723,1.001,0.001008424862528142
20,1.0,100.0,1000,1002.7044959038337,1013.9843433837592,1014.4499934225221,1016.7751205536225,1022.8741228955835,1024.5145588517603,1030.2390582562514,1040.3161164896878,1044.3463536086913,1045.0786234126515,1053.9050186648456,1059.7430537778678,1061.1017590126467,1088.177458443063,1095.1242733603208,1095.176740956011,1165.8556279435195,1179.7189345542945,1197.7986340724913,1216.6961155011088,0.971,0.07931551025084695
20,1.0,100.0,1000,1001.8930024951934,1003.1188242653917,1007.0872451255831,1016.4802087278521,1043.270873672582,1061.3453218980662,1065.6695451264768,1081.1869109902843,1082.1058751094,1083.485643775265,1083.6009043657843,1103.0031024153286,1125.238243931734,1126.9834672340548,1147.565752642764,1165.8390458511853,1236.0979274192027,1245.0314702090777,1393.0563609054,1455.1736785345365,1.001,0.11725370009160241
20,1.0,100.0,1000,1007.3739366315618,1010.734108792324,1024.9392226445184,1032.0980319457312,1052.6446726475197,1064.543018056818,1066.6689443216396,1073.012641612224,1077.6264052878012,1091.1542645274985,1105.8483040137376,1115.5797650534168,1128.4969632081772,1131.8327496505058,1132.0405742079697,1136.9311345979306,1220.727724335645,1241.1128608092204,1287.408048348248,1366.2488111817167,1.001,0.12278181233847238
