n,delta,bias_sq_sum,var_sum,risk,J1
15,0.34,0.3432101852955841,0.08747578380536687,0.430685969100951,0.656266690531335
15,0.36,0.35268166965734205,0.08560646250199519,0.43828813215933715,0.6620333316075083
15,0.38,0.3615529329067566,0.08397970584514994,0.44553263875190663,0.6674823134375222
15,0.4,0.36991199251047224,0.08250576952468157,0.4524177620351538,0.6726200725782377
15,0.42,0.37771281387010575,0.08135939411332191,0.4590722079834276,0.6775486757299638
15,0.44,0.3851217248244421,0.08028861359156172,0.4654103384160039,0.6822098932264203
15,0.46,0.39208678420018483,0.07939221893524165,0.47147900313542646,0.6866432866746943
15,0.48,0.39863992488187516,0.07860833835921818,0.4772482632410934,0.6908315737146742
15,0.5,0.4048350458745298,0.07789510478552372,0.48273015066005354,0.6947878457918313
20,0.0,0.09340282356792164,0.5302610912075278,0.6236639147754495,0.789723948462657
20,0.02,0.01988546764751696,0.32103199941797866,0.34091746706549564,0.583881380988892
20,0.04,0.03914605709440979,0.23188699812685482,0.2710330552212646,0.5206083510867499
20,0.06,0.06653620166317646,0.18598871498641437,0.2525249166495908,0.5025185734374311
20,0.08,0.09300461565056897,0.15787650471385456,0.2508811203644235,0.5008803453564769
20,0.1,0.11725069895359697,0.13862005517448311,0.2558707541280801,0.505836687210487
20,0.12,0.13927879851100977,0.124462888466542,0.26374168697755174,0.5135578711085556
20,0.14,0.1592437770273613,0.11360084141866018,0.2728446184460215,0.5223453057566627
20,0.16,0.1774655804577578,0.1049640826898544,0.2824296631476122,0.5314411191727755
20,0.18,0.19417611723817113,0.0979097688451678,0.2920858860833389,0.5404497072654761
20,0.2,0.20957034189144794,0.09209473612808561,0.3016650780195336,0.5492404555561559
20,0.22,0.22382814451536698,0.08721774043930028,0.31104588495466723,0.5577148778315558
20,0.24,0.2370773555867633,0.08311432335294036,0.32019167893970363,0.5658548214336462
20,0.26,0.24941304447030607,0.07964114028458188,0.32905418475488796,0.5736324474390269
20,0.28,0.2609350786728507,0.0766050951366188,0.3375401738094695,0.5809820770122512
20,0.3,0.27171843529749296,0.07403437353983525,0.3457528088373282,0.588007490460222
20,0.32,0.2818061276763526,0.07183273832678468,0.3536388660031372,0.5946754291234313
20,0.34,0.2913084283075446,0.06988348692996613,0.36119191523751076,0.6009924419137987
20,0.36,0.30025311933151183,0.06819479877154223,0.3684479181030541,0.6069991088157001
20,0.38,0.30863320669344596,0.06669282383428803,0.375326030527734,0.612638580671944
20,0.4,0.3164936641767705,0.06539183166795914,0.38188549584472964,0.6179688469856144
20,0.42,0.3238870544799054,0.06429035492777213,0.3881774094076776,0.6230388506406944
20,0.44,0.33090004930959305,0.063287985480006,0.3941880347895991,0.6278439573569209
20,0.46,0.33753936031405085,0.062408091103441046,0.39994745141749194,0.6324139873670506
20,0.48,0.343793369471699,0.061744472234105285,0.40553784170580426,0.6368185312204759
20,0.5,0.34968346669339406,0.061100998570072076,0.4107844652634661,0.6409246954701201
