n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7
7,0.5,100.0,50.0,50.023352653292584,50.03323947240117,68.10651595203215,104.90179813339097,180.901943820771,345.93574176331146,470.00753590654887
7,0.5,100.0,50.0,54.94861615698213,61.11512644316491,75.57679587033272,126.25395464603935,165.10280771842048,324.37725743834693,440.5029280297727
7,0.5,100.0,50.0,50.44962551483349,53.59763841458596,55.4985841822014,55.94719515970309,69.7541208626683,137.73643876801526,250.9198805391066
7,0.5,100.0,50.0,50.021181006796986,57.53123777053531,85.91376521285783,163.32556557275268,766.5674011985932,984.9790149418526,1147.6310409051077
7,0.5,100.0,50.0,51.53791527307211,63.01677207174285,63.218098051904846,80.95216978679298,130.2786084977595,221.19480040729235,304.98799146921823
7,0.5,100.0,50.0,51.03460144374131,52.35309918531082,67.9766275758825,73.78285663285949,109.35086327934089,215.05920574357955,468.6836097586622
7,0.5,100.0,50.0,56.524692600144135,57.70289359714437,64.08121042401967,81.5586220822564,88.6245291761336,226.63769350180817,269.6199347265656
7,0.5,100.0,50.0,61.864118900485266,80.51769856594129,115.61463046935762,535.0182041592857,853.9507185930416,914.6653833221233,1669.1869658658313
7,0.5,100.0,50.0,53.04617822608349,65.12166856661955,65.64476786880935,110.29513764571686,141.73631130344117,168.60889093075085,300.520707362136
7,0.5,100.0,50.0,50.54663393005375,69.92268780922589,76.38668005037157,228.45688077719814,287.0440364516694,718.7200686999811,1310.3557676970554
7,0.5,100.0,50.0,50.0040836531679,50.011826744301935,50.06048642270749,60.46597220858207,74.15395180558397,268.5466719245545,1443.8322825232433
7,0.5,100.0,50.0,58.10983152165592,76.92610733653912,110.89093618169693,189.79641970352426,214.1819577302172,252.56286816012596,652.4612830475388
7,0.5,100.0,50.0,50.00665925283335,54.461597368903064,55.900505952196866,116.738292497455,117.88647573449809,119.29527965136066,1140.874527264145
7,0.5,100.0,50.0,54.78119528166922,54.97402147363745,92.89511716850785,110.94279375395615,509.2927715882553,563.1570746175366,1349.480128656924
7,0.5,100.0,50.0,54.023242645113655,63.56588598636836,64.33794177075316,252.54228156694535,296.839031892127,386.3245600959316,517.9809649155503
7,0.5,100.0,50.0,50.87882849049091,52.58554182869226,58.67329899067352,68.08523335144882,102.27427165477344,239.32548857858535,692.6902134153715
7,0.5,100.0,50.0,68.71161810582828,98.3979226596071,115.36161326842893,206.7037705715834,237.1542430748213,652.4724824647667,804.2988406332458
7,0.5,100.0,50.0,52.10516518679521,67.36824840295854,145.3008645626228,162.95463444362494,253.71937995976066,803.7309493086879,1913.9337922421805
7,0.5,100.0,50.0,59.12542863166977,76.2099307889889,107.32088152701462,156.13432567720128,167.48531922555586,188.7896251471812,508.820199865577
7,0.5,100.0,50.0,51.35868189994113,54.14832613579519,55.237008114434815,56.94640463400292,143.58151998358613,262.31941689334235,305.4134323458836
7,0.5,100.0,50.0,50.310609843825276,50.33865554142727,53.32492602587109,55.93842246947521,56.94317783639247,78.1352297693331,99.01737315479737
7,0.5,100.0,50.0,50.001001656169656,50.78532989176255,52.45180563915684,88.59625289439703,207.58878370025892,293.9313040828005,592.6046452132724
7,0.5,100.0,50.0,61.04383418625688,63.62697097964971,75.38578527290119,89.64435480553021,466.54970688980376,549.5774108180913,935.5470170907676
7,0.5,100.0,50.0,53.11389267801767,60.91169910050117,64.77379899941029,80.76579669856635,355.29369933555773,454.8427650553271,673.7984490533238
7,0.5,100.0,50.0,50.02100739116608,50.192123082921356,53.6902225328941,108.76744049067324,453.3431222939103,463.83181816742393,598.4103124327952
7,0.5,100.0,50.0,69.82043303720538,75.46863270481641,104.44381592062837,114.28537503568008,169.65770682491456,211.660138740005,1038.4830265017335
7,0.5,100.0,50.0,55.92387066997543,63.6027544252037,76.4397727942783,83.00993929739246,126.67377027992733,200.13029451549792,313.14863369951087
7,0.5,100.0,50.0,50.76149804083888,51.11956869785875,51.19169847452182,72.07110445624514,95.8046122649179,211.55184616735306,1305.1420946796013
7,0.5,100.0,50.0,54.01950423056293,67.32246183243488,67.96658744126606,108.06770298044071,204.1871807431627,313.36414167643636,3101.6122958489586
7,0.5,100.0,50.0,64.56120767081896,129.46938908660735,177.56230243050794,189.19431765837007,353.62062231127595,917.9160964386316,2244.0495983775227
7,0.5,100.0,50.0,51.01835370677275,51.30357845670933,51.60694888366671,52.364095368341246,59.73297996428319,73.6294308549141,368.1577403588743
7,0.5,100.0,50.0,53.55353503746481,54.59970557286385,185.8984384346052,194.6735426696258,344.6315409528753,378.91657910924175,1979.1712344160323
7,0.5,100.0,50.0,51.020821618603286,76.14968800219104,83.19724053958173,120.3752107866533,162.8319321421675,195.6826276510117,258.8416744428715
7,0.5,100.0,50.0,50.00898311374888,73.46232714797588,78.35298829242379,94.05102325918261,251.45270184988613,311.568918790675,1400.7030347979385
7,0.5,100.0,50.0,58.907421069256216,60.55355826639225,67.67785413186354,72.52246126560956,178.3334701597846,283.46427115699964,1337.5986792138494
7,0.5,100.0,50.0,50.3836325498331,52.50379555233884,56.34661846491278,92.52548883291496,137.60382127246328,181.56498264310903,535.585951451087
7,0.5,100.0,50.0,54.47057330681912,70.64101402574141,89.10366229964501,102.16313286708336,103.12356632777082,144.01877591752412,272.561603891422
7,0.5,100.0,50.0,53.10009502691995,71.58294274508626,83.59901438016985,85.33329568964552,238.18040214050706,331.9971794469124,396.46951293574347
7,0.5,100.0,50.0,50.78884078219139,50.83656032329192,52.887326144867366,67.3483280741449,112.95213481655341,234.19256167547496,357.25829653863997
7,0.5,100.0,50.0,50.060934028144665,50.13999415386156,50.28077179779224,51.17629949806312,51.6034436469381,52.576408998436925,66.79321096325253
7,0.5,100.0,50.0,50.0869163820764,78.97341612198976,96.40666539600855,105.68492794405903,130.70789966447012,1228.8349037622763,1958.741455781161
7,0.5,100.0,50.0,52.45887932354777,56.40290083977749,71.04581701403417,98.46865487265029,106.2967682737715,156.85288618698,255.88260572155374
7,0.5,100.0,50.0,55.29206901324648,72.24389367609942,90.66102863657792,112.10487526363141,253.17225174411303,332.15798867227574,898.8416082502893
7,0.5,100.0,50.0,50.70595987330864,58.39444066063801,98.72120084848822,100.77371893368974,118.04282485361303,381.15468935666104,397.75464677085523
7,0.5,100.0,50.0,50.842749117530474,51.20244239387504,73.41800638457305,453.50459022455595,595.0262797004251,902.8637036316616,1807.47706296192
7,0.5,100.0,50.0,55.28481970385942,64.57626071932147,91.93609138569545,211.18749109506936,238.2980555931969,466.50097052284804,1245.5769900903215
7,0.5,100.0,50.0,81.80526792569793,161.0051881960803,207.41690795563295,235.16435219221813,273.49182125368065,387.96340685852005,392.07669628708334
7,0.5,100.0,50.0,50.12512759019248,50.524095817401175,52.40886796457877,54.4463207485329,61.84466554464488,61.95421987369332,169.56517616764992
7,0.5,100.0,50.0,56.86924686416987,206.47607310972717,316.53477646187747,335.5894622016816,507.49186132303157,650.9082111016621,3918.244797920901
7,0.5,100.0,50.0,51.415990335948784,58.23954296106008,78.71777991027453,192.86465385425467,204.22194003827215,596.6282642839875,829.0464258195749
7,0.5,100.0,50.0,50.249769856548525,50.3215232765535,55.978948128853276,131.7998170624851,200.2451079699594,258.24303228322856,833.737017486394
7,0.5,100.0,50.0,50.145110695820996,57.04153939854227,66.67370389128234,95.63751536828265,101.48462651971698,113.35313381423566,150.26475108455378
7,0.5,100.0,50.0,50.71556039588851,76.09289699130096,90.02508019275939,92.79362815385107,247.76323424829278,259.26700028795676,2312.6558904815806
7,0.5,100.0,50.0,50.00632657694718,54.95736145730961,55.89865195680512,130.78662077845183,227.0744638403826,360.26906558085665,1099.8745556877448
7,0.5,100.0,50.0,51.0860865778606,62.22800839931793,65.7591197904765,73.18403878649187,187.3038455708322,195.74214907077453,1089.582665782859
7,0.5,100.0,50.0,50.75545646615149,52.96104224369852,60.70647935425385,62.92255833686332,260.29587005012854,272.8257064847659,353.3148381258817
7,0.5,100.0,50.0,57.865075897269016,89.41341854464477,147.96783789520464,182.52823515194655,190.1109053541885,267.2375176525752,371.0058623961162
7,0.5,100.0,50.0,50.16096833261233,51.333572094845586,52.13596268091929,115.27824911290824,163.12465541867465,427.96782842775735,911.4149171341438
7,0.5,100.0,50.0,50.176682124346264,52.82598570035354,93.68082277807112,127.33713738393861,255.9207189127376,343.26984578458166,481.64870515186936
7,0.5,100.0,50.0,50.53987133763649,56.08377579297592,76.46790647968983,187.00147705589058,264.3876372381356,532.4629625171599,1248.7449672247003
7,0.5,100.0,50.0,50.84792142402547,346.1322496921678,355.7262545362541,686.8116851094479,767.6583974457601,1530.9478272002366,1546.8068196767747
7,0.5,100.0,50.0,52.36202644471033,82.61074825390008,84.51630664841875,88.92461851200467,259.2889278786446,263.42418244138037,657.0944054691355
7,0.5,100.0,50.0,57.20088326252518,68.8073317706966,98.24940022541702,138.09342399409456,147.42428974594102,284.2847591534392,294.9295032093714
7,0.5,100.0,50.0,53.90770443294124,67.49723949183921,68.38057784709005,95.93505584545542,98.94875391022441,258.86094162610175,532.9763902454229
7,0.5,100.0,50.0,50.00833055499262,51.75294022855754,51.92276548990248,53.57998552594365,54.567282734672865,62.655929623148836,74.88284961651793
7,0.5,100.0,50.0,54.206018519018116,59.025211387219755,65.6592394370715,68.28569902180098,184.30694801392684,308.6002908931986,1442.4964319711783
7,0.5,100.0,50.0,50.092034866017855,54.241813624442635,56.455366435479704,91.16364830546922,95.97543489875866,157.86392424367938,902.1972388696744
7,0.5,100.0,50.0,51.503440072057316,56.28664665707791,70.22049037335952,77.96356679440271,95.85903736819222,122.93920411704595,164.67534525982774
7,0.5,100.0,50.0,50.264192688583414,81.72180330741259,132.00618984256016,189.28078954439778,534.3330080783686,816.3782095221795,2447.0588097793957
7,0.5,100.0,50.0,52.508105002425054,54.31744466319051,121.49852793425958,179.47717773119405,345.80535381193846,480.61700563433254,1103.957770140947
7,0.5,100.0,50.0,50.05427178271172,52.139465497746556,52.22608484356658,58.27919573071699,102.30144300155148,156.24386262166666,1070.376935695128
7,0.5,100.0,50.0,50.160561910289225,62.73853374304066,65.66667238592302,97.29044470303626,106.10511860102329,865.7348652248705,1110.9031999844583
7,0.5,100.0,50.0,50.46356848664232,50.61012056301335,69.84351800972263,108.20911407964476,112.02388310350668,330.56024551021204,380.02256346701756
7,0.5,100.0,50.0,54.90883947549517,58.69622143924861,61.766980325452536,85.28867722268485,111.9943780093754,153.22598564480353,393.6242657740531
7,0.5,100.0,50.0,50.66551653264649,58.62136421432975,61.27750994174529,70.25396199351627,81.35206627519467,485.41223990765684,557.1776238391251
7,0.5,100.0,50.0,55.995286067818746,57.13206529730563,75.56379165942766,80.2915888695631,258.81160549694556,266.9854333949793,274.1235005515093
7,0.5,100.0,50.0,50.06511428646383,51.15318115165053,56.34209756967343,56.9158665163842,255.3802583917701,432.0211092735092,794.4597680765754
7,0.5,100.0,50.0,61.900567289095605,136.17622372556096,157.78113567257452,160.09090349417988,162.17554256658158,449.1717192455554,749.4146630301912
7,0.5,100.0,50.0,50.25554793072815,115.24973343884865,149.76188626885354,185.53398779607656,644.6003783725935,676.2401273834981,698.3894055068066
7,0.5,100.0,50.0,50.669254152016606,53.426517622473206,53.959632357192625,87.34032907528731,103.04372373393807,415.1879457237323,1136.6687098203338
7,0.5,100.0,50.0,50.122908580344856,106.99174262107249,136.53191526260144,334.12860586382584,454.0574589400289,738.6398825584188,781.6015631252055
7,0.5,100.0,50.0,51.44805315604564,52.5247407618538,54.24349524684147,56.71115391377255,90.93334402670699,241.4928441878912,570.1488540758126
7,0.5,100.0,50.0,52.21773093070825,53.27738803068426,57.818968032979434,68.31355141063605,94.04337464474645,179.6054128237014,271.9897150314281
7,0.5,100.0,50.0,53.572800129012656,54.006084467820386,61.34466126826352,61.65893664177696,83.60980037875025,112.20596605476645,565.1402613723665
7,0.5,100.0,50.0,50.99018942614011,51.70070620803926,51.87219994368331,138.5342568769116,142.9392156822669,431.2963363210135,2867.354578578755
7,0.5,100.0,50.0,83.62811658440305,92.29055498809632,93.12384342510975,107.68041572072953,109.32656347800024,241.96144320990186,585.7449078431212
7,0.5,100.0,50.0,51.22074061299384,53.175852726186065,58.83464848254316,61.41183959836914,68.90250683718801,110.49463433447355,409.0858822858669
7,0.5,100.0,50.0,56.04370096906992,66.56628872911728,166.03562500082666,224.27959159463632,226.27081953988656,302.39458072893984,397.3820886697899
7,0.5,100.0,50.0,51.49499121615075,52.687757518314115,57.07177764182478,72.08390599838738,96.0135572265959,287.4346857348605,1025.604721629191
7,0.5,100.0,50.0,50.20741914416703,51.467999117472075,78.9846860225197,165.16900861695703,266.8585004594356,271.955886031498,498.65985116942204
7,0.5,100.0,50.0,51.306408697501716,52.56721584063512,55.72472843850782,58.8019931117623,208.5042412620887,215.56912287459235,598.4665424273759
7,0.5,100.0,50.0,53.13288493599852,53.3138670289643,85.19905839823926,118.25441517614513,162.67232024814638,194.13153079954267,197.73979990957068
7,0.5,100.0,50.0,55.102911065896436,72.36141285832002,81.60713908303835,132.94693314460315,138.15609465555548,158.74191552173673,1459.7499240911932
7,0.5,100.0,50.0,50.77206480582527,52.21528355601704,67.5453474267641,132.1379307781246,154.29183219991432,260.6444601741903,611.9324773957379
7,0.5,100.0,50.0,52.397233975097805,67.10649270687813,195.56432605765278,199.15846059555534,206.64144591849117,403.719875384352,704.3863224046962
7,0.5,100.0,50.0,50.59714927343256,63.2955052085462,84.39644890756816,490.2121003870719,506.8286545896686,587.9725613349306,1973.1631588169596
7,0.5,100.0,50.0,50.86114110295497,52.0776104545573,52.16819775602072,83.40720000034003,91.87118464511974,278.7869004436642,746.5996797497863
7,0.5,100.0,50.0,51.77610369710164,56.33946836742602,62.6558532491984,80.32890352022721,206.73749850701768,518.892129939831,549.9077479984535
7,0.5,100.0,50.0,56.232345691550755,67.69280320146731,73.21502334955032,81.6979159212583,94.60682504069501,240.79615552075762,657.122179743484
7,0.5,100.0,50.0,57.13829906163231,108.60840561056872,132.79461627114387,256.0559056114373,331.5094964240906,358.69763311065526,1602.4532439283457
7,0.5,100.0,50.0,60.93204408876362,61.96097281576404,89.00938462543816,120.23876686462354,207.32973488871176,656.8099319370392,2505.164668479491
7,0.5,100.0,50.0,52.05499800605505,74.28548682402695,83.33671818490012,92.44423808657993,100.60631945478411,103.21273179986368,113.17092515355182
7,0.5,100.0,50.0,50.02802819625863,64.48136626073256,112.83013388161619,119.71295902519392,221.65542455198414,510.09291587495295,879.0671121164368
7,0.5,100.0,50.0,57.363617659694945,63.931729656927295,94.137773199263,123.09304399079568,483.91753815657853,627.4635830104124,638.7380529108564
7,0.5,100.0,50.0,56.079654812611565,103.64338013906531,182.59560049578855,260.21721972377145,340.2114576453421,541.0812014820226,1230.547981211135
7,0.5,100.0,50.0,50.329288589358306,51.30571218041442,55.68784776939423,56.348147880001264,85.74510611860076,96.92397085160053,100.26916613571721
7,0.5,100.0,50.0,56.82576308576134,69.04496242283513,79.50993547186256,85.5209243332713,132.78795243253325,360.01677571125686,2707.87490046208
7,0.5,100.0,50.0,50.00342697479628,51.40072992993261,52.59024186396599,135.28535748703985,222.97808878974226,249.68143647728925,1440.5638423748276
7,0.5,100.0,50.0,52.54073736846344,66.1154158123563,141.86137050553532,348.16611251006935,1952.5031072887039,2508.4617789854983,2700.253930381867
7,0.5,100.0,50.0,51.16987665720156,54.83146569761356,92.69605230170227,157.63563065113215,561.6861465825576,575.8683460471509,634.9821490535232
7,0.5,100.0,50.0,50.04722841675827,51.27882378868744,59.52120808100119,169.99204677866157,183.10010643483986,398.5027509360217,1432.3459718468378
7,0.5,100.0,50.0,61.224470248655685,62.4412180931694,76.46489087737163,78.29742958969103,110.85912633858695,190.50918556804544,367.3761514564228
7,0.5,100.0,50.0,50.46819651783991,69.58173929788502,77.0772361335075,81.22161157418782,94.33653841059581,248.37834673545493,319.3194494065069
7,0.5,100.0,50.0,50.48344519741932,50.66982780660473,57.80045626648816,80.07179427682813,86.36308386559196,269.7540498944302,850.9930726594305
7,0.5,100.0,50.0,54.80820350938311,55.279434621385796,55.58010106626589,70.34378580255105,72.07714468640123,117.98740238588213,171.09446375888436
7,0.5,100.0,50.0,51.06583494795585,70.3799779411075,192.1319517034747,298.8269510400163,313.9190001847103,823.8819381598397,1493.5852905926763
7,0.5,100.0,50.0,61.42622433942662,67.0069098771951,122.5719761650488,497.1901093917305,786.2908277666471,1897.8180480335104,2892.160735015901
7,0.5,100.0,50.0,50.62936986419653,55.806346948000645,72.84413265043412,94.36718789180665,164.03679464250052,1000.0078277038931,4701.416163185824
7,0.5,100.0,50.0,50.97412743251787,53.76167898295112,131.5107272788835,209.0158252294416,209.46316099363892,445.94227583616447,940.8220577361428
7,0.5,100.0,50.0,50.69577268026433,52.89425130098949,59.36891054227621,62.833295968672545,86.5639334675011,255.3777151768457,446.8855676585078
