n,beta,eta,gamma,t1,t2,t3,t4,t5
5,0.5,100.0,0.0,3.543934437946114,17.647393539490828,450.7201234306698,777.6810228013243,895.4839510345273
5,0.5,100.0,0.0,8.000265669424293,38.33583467966381,70.51736277607567,206.29183136322348,438.6768412924307
5,0.5,100.0,0.0,0.020797847852434378,0.1400321190099737,1.386356493427213,11.375947173298075,103.68027310109295
5,0.5,100.0,0.0,7.165814276578295,179.71157216328123,314.1580024735042,329.47736110160156,699.3995170442569
5,0.5,100.0,0.0,4.764050184146317,15.96114457881648,32.50066516004688,37.240394695520855,2077.5320984470195
5,0.5,100.0,0.0,12.205099951267474,22.710429183823578,32.2470645852372,136.11583389600824,646.9077296791503
5,0.5,100.0,0.0,1.041252495187772,13.636733796844991,27.380913062999905,245.5707178510636,908.8993725661263
5,0.5,100.0,0.0,1.1726818685215004,1.679161784465832,11.130171878637098,164.38433194085977,485.88844871416086
5,0.5,100.0,0.0,0.7022980360271908,1.1628393703892685,4.488483573965222,15.429167759499926,25.104229911250876
5,0.5,100.0,0.0,0.12485072794035507,1.6124938051656996,26.429395414581098,36.328566248694855,46.795204645186686
5,0.5,100.0,0.0,1.001156576100228,6.999272850905896,23.395916094827353,48.632565376469,75.08295658208984
5,0.5,100.0,0.0,2.4664642462291075,4.3585252545720055,50.742525084729515,293.31824439435786,691.5772508312957
5,0.5,100.0,0.0,0.10710445013077073,0.3336177545783342,40.90143255166347,261.31540856323306,348.3624319205876
5,0.5,100.0,0.0,0.032700557479297274,3.21656337672957,285.56846199191324,422.4184843637526,1057.302463971994
5,0.5,100.0,0.0,4.839958277515754,19.739977978973506,50.67908706963422,54.35307498572256,520.1951424073401
5,0.5,100.0,0.0,0.5162820660277617,9.543810425470953,18.954223388120745,36.22831532317266,155.08165519304674
5,0.5,100.0,0.0,0.003413044355910767,0.7024956221939476,7.179429550455338,42.2852626703004,85.83764460875635
5,0.5,100.0,0.0,25.780155321345983,55.34728599520386,159.54470058137875,588.1989861952082,719.352730992074
5,0.5,100.0,0.0,0.1649052185098782,0.545916208048545,9.287086479452478,50.56136688826993,2081.5572436509788
5,0.5,100.0,0.0,20.017234468897875,20.86091025940277,27.202079697040936,266.5772003368483,919.4899801134463
5,0.5,100.0,0.0,0.09434867047938979,22.046703869655765,218.34346571435069,1143.7920589050914,1504.3300412618178
5,0.5,100.0,0.0,9.673834689198325e-05,2.9025329804381257,31.516930932407274,518.2038144042157,523.897345233133
5,0.5,100.0,0.0,2.8718541554439634e-05,17.865771485151164,27.383959035102563,69.34061865541223,225.36188818085213
5,0.5,100.0,0.0,0.03685758584774577,0.08988390808552389,1.977472931502891,5.375336014768139,104.15937449870687
5,0.5,100.0,0.0,0.007650781707430339,2.4529608695382548,2.864722136715145,5.132905839164337,90.03889945097336
5,0.5,100.0,0.0,44.81279025835994,131.26759663772208,164.40014393100233,303.4037249789101,405.0260381660924
5,0.5,100.0,0.0,18.626844328078803,37.83890178466722,87.3231748185322,115.10319311983817,155.97551601517938
5,0.5,100.0,0.0,11.100520534774533,19.868895749503128,195.83817151292874,406.2098957110327,746.9037666671163
5,0.5,100.0,0.0,37.49666763353201,127.5133724942371,135.3951374732786,160.3701877950922,166.87726078630428
5,0.5,100.0,0.0,1.8184993121373543,19.47140423023231,27.109574269358994,27.449130324604948,213.0543106111728
5,0.5,100.0,0.0,1.3541223441832544,45.928832091362736,70.89168865817214,155.52796942744123,566.0822852611824
5,0.5,100.0,0.0,0.01675233035912746,26.155386370368937,53.25065834918197,60.94038632503484,293.52527857965487
5,0.5,100.0,0.0,0.0018862973581999598,4.836704787686868,55.117945410291036,108.78545603529494,289.58224107924093
5,0.5,100.0,0.0,71.26588088638593,73.37092424509099,157.25593466478028,608.0915435250471,662.4215495737451
5,0.5,100.0,0.0,0.4104783286394987,2.0491975746686313,20.032721423846088,41.74541663138764,289.85987860456703
5,0.5,100.0,0.0,0.015536329580614933,7.299317114982035,34.05876241089537,52.516000495897345,72.8604214840204
5,0.5,100.0,0.0,0.3012330021908185,1.7909371655023056,39.12023529511191,294.96231311276784,491.3557752171262
5,0.5,100.0,0.0,0.19223540292143876,109.66809406806648,112.40273560525196,150.32396701557118,1083.6763768386388
5,0.5,100.0,0.0,5.263914154896407,9.127652290207713,18.164581828417425,25.31681809161964,308.60261983489596
5,0.5,100.0,0.0,0.173880790945604,6.9398739697507885,20.651402177393095,122.82602942798664,427.3195293440349
5,0.5,100.0,0.0,15.913423101586519,64.01238810484517,92.84946416617385,120.80216884636745,130.13194226144608
5,0.5,100.0,0.0,8.004623712872021,9.995504832691704,35.79863045096055,38.489865290456976,537.5589538395496
5,0.5,100.0,0.0,0.7261811507732128,5.428259319097326,19.567844991848787,408.3145865881074,1944.8385498663295
5,0.5,100.0,0.0,1.4820786243158701,5.895734749125489,29.161862923909286,41.626318094745216,112.51257429552695
5,0.5,100.0,0.0,0.09998298024926705,0.37604306601787885,0.8370869068924088,6.436563627131712,190.22246607057838
5,0.5,100.0,0.0,9.254920273531251,135.3786004375669,477.18230437712606,527.7534825129803,585.0911885646199
5,0.5,100.0,0.0,21.49385251562374,35.466445645681546,61.18369477655206,139.6882081456778,214.60682091386474
5,0.5,100.0,0.0,25.636972585371133,378.94271153109787,390.24574203058137,544.211941176758,653.5663487991118
5,0.5,100.0,0.0,0.3635151397748728,30.332515546779305,78.33637158593756,147.83525371426398,960.688578479572
5,0.5,100.0,0.0,0.015137238661139236,2.285836193494374,4.489460249653445,80.93582287704064,263.9981539744562
5,0.5,100.0,0.0,0.04062204256940607,144.41849770030072,152.31112927845717,220.1352015404707,1031.4981130475348
5,0.5,100.0,0.0,1.2020913030566396,41.80884999275593,79.99658767144882,125.4994835045892,1690.6162885955662
5,0.5,100.0,0.0,9.341526478795885,11.97713562255539,16.88046791289297,141.68524668407008,1308.5981418473862
5,0.5,100.0,0.0,0.011915453212925071,51.93341416064129,367.1252971426464,381.4902036364808,837.569036985427
5,0.5,100.0,0.0,20.104256989868876,32.74484323674575,61.50625373034397,97.9060507620397,318.3532955600444
5,0.5,100.0,0.0,7.156933217725209,23.285970143274675,33.33175322136539,345.34184225118867,443.96463383492016
5,0.5,100.0,0.0,22.978251004875776,31.825583078773345,32.07357720334407,179.54328007710424,282.3404147589661
5,0.5,100.0,0.0,1.063854666909461,2.653804458575749,35.49826580348709,128.66502716836874,164.8663746832417
5,0.5,100.0,0.0,34.66626362447092,40.116820296962786,104.18393487428244,154.19872239631366,560.3808562467316
5,0.5,100.0,0.0,2.481607580727207,40.8524442270272,44.58910193740437,113.99603050368125,356.4800723111821
5,0.5,100.0,0.0,0.025080723533554762,1.3707357803290847,7.31483416445019,122.8545863596366,338.70096290416495
5,0.5,100.0,0.0,7.020829749645574,16.314305403527147,48.59427439902112,158.9080692110902,978.6685751445507
5,0.5,100.0,0.0,2.046362556171944,4.037888967294353,21.63077890498581,232.558733935394,440.2820079081141
5,0.5,100.0,0.0,4.123098254586688,38.37504499411593,113.6249809414027,533.2106068861865,711.4728864585317
5,0.5,100.0,0.0,0.32942472490265795,100.41169049388552,225.10016654633188,323.29460573381283,669.2058921747322
5,0.5,100.0,0.0,29.984448826993514,91.2695554524931,154.37379183077365,251.6034411401363,777.1958446662063
5,0.5,100.0,0.0,0.35537208358314837,62.35625208821949,128.3273558758563,1747.6939445593396,1766.0068412434225
5,0.5,100.0,0.0,2.3963860336726706,22.454528247995466,104.58225894644826,1688.5250718892948,2757.7921776110556
5,0.5,100.0,0.0,4.290348806018991,33.7960314345765,398.1580425214374,645.2198076566705,1334.0087795226082
5,0.5,100.0,0.0,0.6817488638082239,1.9512947099917886,5.701543886415249,225.57574891742647,339.58220109289385
5,0.5,100.0,0.0,0.4935527886483914,15.863485397463265,63.02528074875021,131.4316353846298,219.45071150015343
5,0.5,100.0,0.0,64.18974489690108,79.80926285491083,106.77545466539881,152.340045424877,770.3321934989094
5,0.5,100.0,0.0,1.2631361498987825,13.15581665633393,43.720349701282785,47.530467589367284,530.2207264681205
5,0.5,100.0,0.0,3.7927536774797184,70.78249820779897,92.13491120742916,116.38192829699854,1703.6828224475003
5,0.5,100.0,0.0,3.35697644985016,6.524245883748178,7.674211208646551,89.41595775283882,187.04007526341618
5,0.5,100.0,0.0,0.6604913853450942,68.13357149412323,125.40028548068666,374.3689172556658,1075.7738386270871
5,0.5,100.0,0.0,9.420648750155848,33.19967876074859,93.82840590999758,144.02172112178425,208.39204662922145
5,0.5,100.0,0.0,18.3184650804472,27.570745868179646,28.874761990406167,65.51777371079781,901.5633414239742
5,0.5,100.0,0.0,9.2398943307646,11.232421978957694,27.3571934637839,95.98675792538442,1270.135548051022
5,0.5,100.0,0.0,0.2738080380379084,11.51062455191694,107.27742785852756,168.9763745142886,900.5083135656034
5,0.5,100.0,0.0,9.010573627747215,22.036478849894376,28.30294089005141,261.2449834649909,414.33164214954496
5,0.5,100.0,0.0,20.04777916885131,56.476862189596275,129.28894438956857,271.68197991469316,423.95732045536505
5,0.5,100.0,0.0,7.606622820038263,16.06347640541566,20.489060304390904,146.33989679981343,239.39433286584074
5,0.5,100.0,0.0,0.19309509487860013,0.25801397896436246,127.68711384171505,199.46641183640105,398.8071711486245
5,0.5,100.0,0.0,3.4876000617022522,13.883182348172845,43.04425018542303,854.6754403443172,1868.6737020634553
5,0.5,100.0,0.0,13.599912687469606,121.540348380468,167.5190356690688,683.7469601621996,1244.004793366442
5,0.5,100.0,0.0,6.534617929090063,124.25860922004692,501.4662105159779,696.0836593051459,3479.483458553758
5,0.5,100.0,0.0,3.6766827986798525,6.528987691437925,7.9196097821536355,265.9899684075845,1218.5181177132088
5,0.5,100.0,0.0,14.739295928275043,245.49799567862775,437.6326839852357,677.0438163254478,774.2836374275774
5,0.5,100.0,0.0,12.815160585748831,16.300392954996475,57.24432820496348,150.18944669973783,432.91137503230124
5,0.5,100.0,0.0,0.8174305992493955,2.2575818061249726,27.165303303410525,35.27320937981476,242.96457935277863
5,0.5,100.0,0.0,23.912387896947042,95.37487987508112,436.0702623571345,484.71968481011896,2943.863115118831
5,0.5,100.0,0.0,22.786537158619165,54.5191061478679,54.951456943155996,65.4878873059579,161.0397743103955
5,0.5,100.0,0.0,9.307992019028575,16.334869240622957,145.47890763340536,149.05278655834474,153.7566115833983
5,0.5,100.0,0.0,1.304230556071287,39.1203172655085,130.35371395586085,158.20518615700965,2259.553281945475
5,0.5,100.0,0.0,4.535258516182814,46.151976569123185,62.81487544296765,426.0919409950172,921.9129071211225
5,0.5,100.0,0.0,0.5645998857375343,4.966833417249732,40.17508834545651,260.69531611565526,1636.2423120304381
5,0.5,100.0,0.0,0.4881864609862574,16.63681491979282,21.113095657232094,38.846776299973996,43.67407683453737
5,0.5,100.0,0.0,0.06809279033189607,3.1810388874120283,56.70997441989042,107.40890538648287,2300.827537508054
5,0.5,100.0,0.0,2.047260858262608,7.100808701561739,91.67442917298523,166.255625813811,377.0714619224893
5,0.5,100.0,0.0,17.234341403612653,74.83324655087287,85.7061635804185,123.76541092237083,127.24858524217055
5,0.5,100.0,0.0,28.941272512579815,70.56856052423831,74.31668881872523,161.37184477897324,171.06786149419239
5,0.5,100.0,0.0,0.15143807276871324,23.681998852905238,168.1738082662037,591.9071238416236,1407.0737723397651
5,0.5,100.0,0.0,8.349131095135,16.16114489567053,18.677209050106484,27.547411689839397,44.96063743811522
5,0.5,100.0,0.0,5.024112948551201,15.15170455638194,27.953069458908814,76.78191516790066,227.6804863915119
5,0.5,100.0,0.0,10.5223971906336,21.136047072391627,50.4818963873225,106.85545914932366,229.53092382628557
5,0.5,100.0,0.0,17.382652415548964,32.593366037628286,95.72079010970982,138.20221948564065,1316.8205675841737
5,0.5,100.0,0.0,10.409897804041039,48.32228211646725,61.66966316652152,783.2367091025428,799.8812098795747
5,0.5,100.0,0.0,113.96193287987177,143.5820678687184,238.33973220943778,393.5250702061579,698.4863406115984
5,0.5,100.0,0.0,4.519818922117973,33.151005217496824,94.7018740397915,229.2249824768959,236.78638139816286
5,0.5,100.0,0.0,42.66221032987104,190.8283756330573,824.7622889356604,944.9266358801294,2346.6747133842446
5,0.5,100.0,0.0,5.967149845538486,8.904522564610458,44.461368761104886,233.5360558404337,653.4865045250062
5,0.5,100.0,0.0,0.33145514397930403,0.8645951516383369,162.6415037590615,168.820748492745,206.41974894757413
5,0.5,100.0,0.0,0.8975734968485014,11.175964860970375,24.645778805561296,28.639151875663465,689.0522286210513
5,0.5,100.0,0.0,22.01030812760202,49.77819064603088,57.215843301533766,190.37395566446298,455.567509725456
5,0.5,100.0,0.0,1.8608910660906735,4.211628814111357,160.7069008798919,214.91599411437235,424.32002627947645
5,0.5,100.0,0.0,1.658570512700482,1.7290394225868682,9.390989892195265,283.63679424107346,3411.8155309715794
5,0.5,100.0,0.0,10.85305777670093,14.930362296799968,26.10155896395665,107.795057943076,363.26470478116465
5,0.5,100.0,0.0,16.77717045598771,24.803379051994963,28.803577797786893,673.2135848914427,2121.5495006603487
5,0.5,100.0,0.0,2.6711625081813515,9.052398872712992,121.84539529338846,282.68583736237883,354.56324766781995
5,0.5,100.0,0.0,0.28593368560679455,4.784482237830436,16.505958223317073,418.8403081347395,564.8236875110578
5,0.5,100.0,0.0,3.1762760171317814,116.42959698992527,187.1876285753438,572.2294002414146,3547.458729956247
5,0.5,100.0,0.0,1.6648662733873172,32.68683108746188,64.00524788138281,987.031134968635,2057.7131626482133
5,0.5,100.0,0.0,5.394099200481658,12.347407026344142,48.33624213685883,74.76352099680868,217.74286736806374
5,0.5,100.0,0.0,0.42987153588203464,0.5900590388460987,1.4613364284359982,428.9142717764997,1571.901836937964
5,0.5,100.0,0.0,0.1954833684053569,0.36128312758000297,3.0380695482690903,3.808919197285695,44.96651612739245
5,0.5,100.0,0.0,1.0836265504181601,4.732798952284402,8.459290359345895,14.40898097112531,77.96624178630643
5,0.5,100.0,0.0,0.17572592015151078,4.145625892287352,14.299267084401732,42.29766126323401,145.0184281375687
5,0.5,100.0,0.0,3.0025312261056993,122.52388317072634,189.52948569226191,377.4841852216965,632.2730569720512
5,0.5,100.0,0.0,73.50745587986114,108.48198121494292,214.2352188483269,405.7753220845184,626.1235607790047
5,0.5,100.0,0.0,1.3138781182837471,7.281762378907028,8.24813932576457,15.889711765836045,21.007217949240953
5,0.5,100.0,0.0,0.3027622352254919,2.753555344319638,10.541025562878763,1300.3845729787643,3512.943047226467
5,0.5,100.0,0.0,0.19538940978454739,0.43788049806406415,83.1285996822169,573.5263772400692,1485.5567243719822
5,0.5,100.0,0.0,0.35818580495488406,7.6830787130661315,21.422234211135667,64.65853330741595,148.49035421984922
5,0.5,100.0,0.0,20.00610566580204,55.218755836828436,252.23391598438732,265.1703366522421,326.6871696887166
5,0.5,100.0,0.0,17.732659304819013,24.358587219900773,80.58427903577817,630.5704540788255,909.5869843921491
5,0.5,100.0,0.0,1.1910111782176178,3.0521249212574526,10.455696234906647,10.677273634912279,67.86177203183664
5,0.5,100.0,0.0,0.26909373970592554,10.597875700145275,106.10716855957752,232.6238836648776,312.8254714535571
5,0.5,100.0,0.0,2.6927456461877792,45.03778018025265,67.7679900542413,118.03673361883627,317.28425265203845
5,0.5,100.0,0.0,3.6148188871984432,7.238077607588646,9.378628747008744,58.10963167786633,342.3791816624997
5,0.5,100.0,0.0,0.7415414951441766,21.933558340776973,87.02196201411171,242.3524056816686,836.0207312532582
5,0.5,100.0,0.0,0.0005117998761434868,1.7498837442863568,68.13497906499303,739.3091737973978,1227.0949897871242
5,0.5,100.0,0.0,13.322450491197207,22.7787882763035,27.378759764604705,229.58952556985176,248.26773112594518
5,0.5,100.0,0.0,0.19780339927697468,10.14859692885691,82.26352215019624,98.37231842407977,2625.3318781918515
5,0.5,100.0,0.0,0.42643247073428847,9.034945419310187,22.496471950544425,244.26874815751688,1320.49023707257
5,0.5,100.0,0.0,48.631656445827346,160.39549125146405,170.29391496472584,284.6798792985807,600.3367953177362
5,0.5,100.0,0.0,0.7856108191287908,1.1315491387000287,74.10218361202234,542.4974792650775,553.8400289702242
5,0.5,100.0,0.0,5.525363977800557,14.299051525699724,15.163263112618756,144.7599494571201,179.40083700783083
5,0.5,100.0,0.0,0.1385220391415437,41.78628833134447,157.99888756992314,680.5603961088851,1213.6071122945057
5,0.5,100.0,0.0,0.00020573004261454717,141.24409916804055,224.58196013845907,603.4980719489492,784.7801840161036
5,0.5,100.0,0.0,6.2981769515369255,16.81187804597535,44.37295127317199,215.69142905642792,430.65396030798064
5,0.5,100.0,0.0,12.471614147806962,13.790818947301556,31.833345312191152,87.12661317987323,109.92357873261471
5,0.5,100.0,0.0,1.8329357805899762,7.834887681869509,34.84873258064437,112.70585556980397,413.86266988604063
5,0.5,100.0,0.0,7.428991065864582,7.903755844357649,41.77172902443338,48.03806548921673,149.87056850917816
5,0.5,100.0,0.0,35.21743197181336,141.66454352458143,162.5404326991442,350.5584719799264,389.9676987212119
5,0.5,100.0,0.0,65.88916225516336,92.50447744433004,205.88058354199296,252.28719643711082,565.3406071824871
5,0.5,100.0,0.0,1.0257580894336444,6.144312276524883,9.356158412367066,34.56161922245495,133.67547814428008
5,0.5,100.0,0.0,0.055301055813141035,4.267279404059029,5.224653005481137,78.59896202820055,362.61705420019115
5,0.5,100.0,0.0,0.5563819253729538,22.792305724396485,73.94435128452068,143.26071476759728,176.27516138621945
5,0.5,100.0,0.0,6.98348975469254,25.51265175908448,48.699201372535114,201.1955490905748,222.19202396978872
5,0.5,100.0,0.0,0.6462940741887495,3.859446090977576,4.835283171210348,71.26499705528458,114.4598988729965
5,0.5,100.0,0.0,0.8026806719831149,7.911895231937495,21.538491142655598,109.1693109327488,236.31490638092708
5,0.5,100.0,0.0,0.11421587575788149,6.353167574919952,19.925524715665645,30.629243215798002,352.4361325033032
5,0.5,100.0,0.0,18.795526622351495,24.36109614058413,28.345661165508556,48.82598027872933,181.9022622403772
5,0.5,100.0,0.0,2.930633548191857,33.69673463763029,153.5342211740749,315.0434086182169,726.6200413106274
5,0.5,100.0,0.0,10.835914886507005,15.465215455300571,20.461904509033776,54.207980508433536,1645.4348306054214
5,0.5,100.0,0.0,0.7155595041587293,29.011648345783314,61.5161635307828,512.7839355715779,886.5026120233533
5,0.5,100.0,0.0,3.5973079766034597,124.68520007256245,132.13531068662746,234.71902262439107,322.0092303309211
5,0.5,100.0,0.0,0.0164339760551939,7.429693343005707,30.11082498880168,55.98830492910859,315.74883132506847
5,0.5,100.0,0.0,0.01651009267794139,10.424665467217185,87.60866484790861,259.97641795267987,1134.293560796755
5,0.5,100.0,0.0,4.920120819721123,9.029506367464261,43.65712159689828,59.90523541786633,410.3259080919093
5,0.5,100.0,0.0,1.326755173611006,11.311614586063822,25.652054887900977,67.49339619237064,714.9406163326298
5,0.5,100.0,0.0,0.0028988192684708774,1.8221758694615933,4.2194565794409415,6.093183340503678,22.270366170772085
5,0.5,100.0,0.0,19.932654932925786,38.983762070880914,60.19346016530929,77.24503731713561,97.49495045389868
5,0.5,100.0,0.0,1.856701126773578,3.836455169202455,32.984812845421054,91.7422004228435,378.13753086857054
5,0.5,100.0,0.0,3.943300668270406,14.91990072819352,42.22213500771748,50.741783081021666,351.44774222183884
5,0.5,100.0,0.0,21.93292999738813,70.03866832848146,156.37690788349207,264.5995308351048,297.0875732620555
5,0.5,100.0,0.0,5.110968832795582,93.24184956659758,179.20378544213716,243.30809231865098,350.3520642155601
5,0.5,100.0,0.0,5.694792649116446,8.547484654913633,73.361526454739,380.5082826983828,741.4795711727447
5,0.5,100.0,0.0,5.446495993648415,9.840780497889478,18.553901554370782,87.88085044725669,464.68036055288337
5,0.5,100.0,0.0,3.6394247590282993,11.158872536569328,21.32412846075402,38.18310674030598,198.0419043288949
5,0.5,100.0,0.0,30.094072690920964,51.33227410624524,61.11787397546521,317.05963625753463,455.17868161764073
5,0.5,100.0,0.0,0.8129001739974437,17.685414340668025,79.30109264305081,778.7560118026098,1273.2222726470868
5,0.5,100.0,0.0,0.4297116440589476,0.8732108676741877,4.00825738398929,253.1919475543239,675.0923765893498
5,0.5,100.0,0.0,0.25240735583115664,10.293752389308567,35.9210411277389,36.361459404055786,276.7527755205533
5,0.5,100.0,0.0,4.237508719996501,30.904474931711572,45.4898249621505,1061.8585007309218,1188.3595162387082
5,0.5,100.0,0.0,4.388355312653867,14.195283070262283,107.1739887935413,143.92391435424437,167.17570076399454
5,0.5,100.0,0.0,2.8421111162073793,31.875176382839626,52.23146917887493,192.64989602634682,577.5366874094514
5,0.5,100.0,0.0,0.09925154610225828,5.196071880550946,362.21876006746373,1654.8496863434175,2394.3154359583486
5,0.5,100.0,0.0,0.8498570328377235,109.09830570417611,315.17852588456566,464.5832992058014,1279.9452769319366
5,0.5,100.0,0.0,4.314539970961663,7.4679091475423505,346.4020780095709,455.7324984019666,4018.9109406830794
5,0.5,100.0,0.0,2.532435700231043,17.95539760772659,23.480157185305647,58.93483492315264,401.3409426148216
5,0.5,100.0,0.0,0.40136342102753503,2.571175777351301,77.71115449815194,98.2489323937186,971.1946163206837
5,0.5,100.0,0.0,0.6089232582589094,9.302677852855366,44.81033740918159,77.28725596372989,185.1925612332176
5,0.5,100.0,0.0,0.4995334402634655,43.75274800372438,46.766344380075346,95.64310667304305,1572.2194609033997
5,0.5,100.0,0.0,106.68318833150904,165.70662892384456,383.197022318881,387.0180891738818,425.0568566760494
5,0.5,100.0,0.0,1.4180407946154687,6.334394536248972,15.069238977989993,43.15489055917547,66.34428930544189
5,0.5,100.0,0.0,0.11983467606591694,2.526499236340473,6.4715341744324295,357.1202623800226,433.14171186659155
5,0.5,100.0,0.0,4.968937274407057,12.11870525989367,37.45052032522776,41.02762584544967,155.57844979345413
5,0.5,100.0,0.0,13.60148472806637,40.49044060238788,191.0268848600043,637.8522348243615,2228.7687915378083
5,0.5,100.0,0.0,0.2991902452183002,31.127919257192072,33.51380544203291,85.33156631385738,274.608926309913
5,0.5,100.0,0.0,1.2943015839632082,4.347720016123847,229.89583792044743,301.8220947364087,468.8465753672361
5,0.5,100.0,0.0,1.3567510559803124,4.159020571449139,11.451552459710738,71.97163094011492,88.2841179134004
5,0.5,100.0,0.0,19.945124315435308,49.43090969849025,51.079749294184964,83.29876314430717,174.65059758467595
5,0.5,100.0,0.0,10.208329637581691,28.817459164264726,112.42067011588934,228.1893209497484,1036.2429623485207
5,0.5,100.0,0.0,5.851804926248411,6.829638771790869,42.53888352833141,84.24489380175513,231.19846434905523
5,0.5,100.0,0.0,0.11960361853339979,3.415069632350977,15.319634774079871,69.4517515376439,335.0348519946923
5,0.5,100.0,0.0,39.29273885411087,61.69648355868112,62.703428998730004,85.06659276610719,153.20215861156538
5,0.5,100.0,0.0,0.01600101004950526,12.679501028900875,23.912191539994904,75.16798864077133,264.41414723614713
5,0.5,100.0,0.0,4.536845900391935,44.968673348050146,301.561796747252,559.8361753508152,1053.3623240750082
5,0.5,100.0,0.0,0.2816549527487234,2.1231847758145346,6.260640569094647,76.29944419412,111.49560965139177
5,0.5,100.0,0.0,0.3613578530224347,1.698864032037729,148.32388631662303,157.79198490370572,218.14002162897467
5,0.5,100.0,0.0,2.9855662990336795,9.232171713115868,10.621432336235655,14.987346755803738,37.81289618121511
5,0.5,100.0,0.0,0.16464958240295166,23.534667005959662,87.84965023248557,189.62614424168652,1387.1394943351243
5,0.5,100.0,0.0,5.652481522521373,6.634538504295357,6.864005109081692,11.608631508264345,540.5376350417205
5,0.5,100.0,0.0,1.6603476183206463,15.35484705629927,86.28455976956948,227.46373582785563,1024.1409336931436
5,0.5,100.0,0.0,1.2257517162969416,48.606480513402225,288.9549890245804,376.69876378701537,464.30759093924456
5,0.5,100.0,0.0,0.12972232449859775,9.559900618392186,32.07144136029992,62.11876849568206,124.57373532704175
5,0.5,100.0,0.0,9.778419683812483,77.70058565373098,98.70071592224603,226.7091402875157,598.595221125495
5,0.5,100.0,0.0,26.72795472731284,81.3192358686081,101.85695488486233,161.29331561882293,838.7552066991528
5,0.5,100.0,0.0,3.62652314631804,7.359110502882499,11.057314931909508,53.511561622557814,100.93974130884182
5,0.5,100.0,0.0,0.6945933739518304,19.55599214954783,24.712050011456167,25.388584553713972,665.2639480503047
5,0.5,100.0,0.0,0.024108224851373716,83.404525487671,179.21972980408395,240.63943441879965,268.4435777473734
5,0.5,100.0,0.0,3.6079703850402325,27.56705799680843,110.2724576899965,387.0009250782617,1671.4327946519252
5,0.5,100.0,0.0,0.9081151483756709,27.87158962158146,36.190199844953604,126.15397458464088,135.315629204584
5,0.5,100.0,0.0,1.1679038889758442,5.366267563664113,34.48539642950095,43.01445175555576,223.46415374478664
5,0.5,100.0,0.0,0.8960738840711345,2.2556679230229375,5.939446127600867,39.62674127759206,45.10209795273738
5,0.5,100.0,0.0,0.43993633182007,5.121871542947423,15.54021346886908,18.65391080279163,46.23727455239413
5,0.5,100.0,0.0,2.752897800378875,3.729682449517417,21.662766987780753,90.52105370395066,100.1183700786062
5,0.5,100.0,0.0,4.83960009176391,20.958144179169537,33.15470624242,210.84885648629825,2641.981395840287
