n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,optimal_delta,best_relative_mse
5,1.0,100.0,1000,1020.0255936730161,1040.7687878651009,1063.520425507023,1079.2873674106322,1108.0885536008773,,,,,,,,,,,,,,,,0.931,0.1847367525376107
5,1.0,100.0,1000,1040.3198092588902,1084.7880628870585,1088.557038614651,1152.099769664519,1230.6737153585343,,,,,,,,,,,,,,,,0.601,0.004535949855041183
5,1.0,100.0,1000,1010.0961620270302,1038.1799521273133,1116.9005160993465,1156.6531786051587,1193.8146717232821,,,,,,,,,,,,,,,,0.701,0.06013560732939087
5,1.0,100.0,1000,1013.2888762380051,1164.5312335903052,1184.598351976898,1242.3701671190477,1331.269862087755,,,,,,,,,,,,,,,,0.611,2.0857845265854627
5,1.0,100.0,1000,1050.3195251588393,1078.1782621792788,1115.6654318584576,1138.480535540851,1140.5124174789025,,,,,,,,,,,,,,,,0.891,0.08977731074595001
5,1.0,100.0,1000,1001.707528328095,1061.3313605671567,1114.7194956226133,1145.8203074987018,1466.5874563140599,,,,,,,,,,,,,,,,0.801,0.585024476507502
5,1.0,100.0,1000,1013.2335646262311,1140.5575899640066,1157.9452967241975,1163.3021218136137,1324.306853073112,,,,,,,,,,,,,,,,0.621,1.1950917392475884
5,1.0,100.0,1000,1010.495967108333,1010.6921242591887,1063.5738274105368,1073.2405551792115,1106.6170960760276,,,,,,,,,,,,,,,,0.301,0.19906369114238381
5,1.0,100.0,1000,1014.072665463539,1039.884698519857,1053.73636453012,1067.413553396234,1129.0089172503763,,,,,,,,,,,,,,,,0.771,0.1525342720659604
5,1.0,100.0,1000,1006.2472448247051,1115.180080404151,1227.7645318840343,1258.132668046499,1319.2896753242867,,,,,,,,,,,,,,,,0.981,1.3467044653556708
5,1.0,100.0,1000,1007.2082120784704,1043.4017381716103,1045.3033312527555,1188.612881655784,1388.825712957062,,,,,,,,,,,,,,,,1.001,0.18780842394285052
5,1.0,100.0,1000,1032.0666185346336,1072.6453521095011,1097.3954988491084,1146.1582235304536,1217.5738784070898,,,,,,,,,,,,,,,,0.801,0.002061817055813965
5,1.0,100.0,1000,1002.473667217759,1029.1842753869419,1043.1155270338436,1068.4037875965732,1072.375701884341,,,,,,,,,,,,,,,,0.831,0.3051451656347912
5,1.0,100.0,1000,1003.7892455881448,1061.9305766482703,1095.9346900796586,1102.33942669203,1194.719966326725,,,,,,,,,,,,,,,,0.771,0.10884587277893258
5,1.0,100.0,1000,1036.7989877692598,1060.5552706604776,1084.4597994556202,1106.816817950716,1106.9337695182985,,,,,,,,,,,,,,,,0.861,0.214034709913197
5,1.0,100.0,1000,1004.1127272645015,1047.7877338873056,1072.2690694088847,1103.1492158970798,1243.011583263171,,,,,,,,,,,,,,,,0.601,0.012263930714662316
5,1.0,100.0,1000,1004.7734206593693,1053.6207734058723,1075.493838636642,1169.8012093211573,1173.5724463054225,,,,,,,,,,,,,,,,0.801,0.02496276582698736
5,1.0,100.0,1000,1007.5174300987011,1008.2191307364052,1060.9773786686226,1178.7867864266059,1187.3157886451143,,,,,,,,,,,,,,,,0.051,0.005934741472660752
5,1.0,100.0,1000,1035.1857462026674,1050.7420273565883,1124.4628051790896,1125.6175820374438,1219.594688532268,,,,,,,,,,,,,,,,0.281,0.000590584867727608
5,1.0,100.0,1000,1092.7814676229727,1129.7613901242562,1171.8245725975657,1255.8874866263277,1287.3684783553906,,,,,,,,,,,,,,,,0.601,0.07351395780735138
5,1.0,100.0,1000,1000.9031969666621,1020.2331383362306,1086.6829553895138,1089.058331007086,1179.3575570095354,,,,,,,,,,,,,,,,0.311,0.00035222733147348406
5,1.0,100.0,1000,1038.0332594777851,1070.9097041384243,1111.520146705862,1152.1703751844298,1199.4720554610271,,,,,,,,,,,,,,,,0.681,0.0011799667325037141
5,1.0,100.0,1000,1054.9318387157855,1066.8543222560436,1075.855891836015,1077.460208621266,1084.8090049069272,,,,,,,,,,,,,,,,0.591,0.919564759023749
5,1.0,100.0,1000,1000.5970581237021,1052.659622754887,1093.469506645689,1206.629448479971,1349.3433961881199,,,,,,,,,,,,,,,,1.001,0.5697913560052198
5,1.0,100.0,1000,1004.5636053666383,1036.0197281665075,1040.2138814049365,1247.4356889899504,1252.1556388265221,,,,,,,,,,,,,,,,0.091,0.1597094550641895
5,1.0,100.0,1000,1006.0184393544666,1026.8408716786919,1027.2514216449224,1052.975278690588,1117.8058632719108,,,,,,,,,,,,,,,,0.131,0.21769515098322012
5,1.0,100.0,1000,1000.3153469545801,1029.1107212768181,1095.23103455261,1115.786552706466,1350.2023129017614,,,,,,,,,,,,,,,,1.001,0.17992481096862267
5,1.0,100.0,1000,1032.5820856880862,1079.3688994988634,1111.2442568514805,1178.1469821069802,1277.768014994568,,,,,,,,,,,,,,,,1.001,0.09064660754016682
5,1.0,100.0,1000,1013.7800084206291,1015.5149442204251,1086.227934070484,1166.277965918346,1207.4154945231232,,,,,,,,,,,,,,,,0.191,0.005250045921621469
5,1.0,100.0,1000,1009.0765819298026,1023.4317113377299,1082.4603677424716,1107.5744520664955,1132.7381691596245,,,,,,,,,,,,,,,,0.281,0.019770195342695186
5,1.0,100.0,1000,1014.9579073487898,1061.6088517915944,1061.618265200368,1072.4778027723116,1170.4286898739501,,,,,,,,,,,,,,,,0.361,0.16983657749187478
5,1.0,100.0,1000,1055.519127770218,1157.4927530182551,1187.706073106683,1189.48950314297,1244.074769019176,,,,,,,,,,,,,,,,0.411,1.7799520724366578
5,1.0,100.0,1000,1002.8253046773575,1032.7534603743,1078.0988312161473,1098.4130416779255,1253.5020732383935,,,,,,,,,,,,,,,,0.011,0.028967393524174535
5,1.0,100.0,1000,1054.0803300974922,1099.643648401258,1117.6313384161558,1162.4348719462423,1260.882903392519,,,,,,,,,,,,,,,,0.701,0.007369652567167278
5,1.0,100.0,1000,1003.3156858004165,1052.6863296462723,1056.5860515566771,1057.7492958047646,1176.9564451671095,,,,,,,,,,,,,,,,0.361,0.12531666548770345
5,1.0,100.0,1000,1007.5400326771327,1070.628617471747,1075.91017282562,1183.7982747712967,1220.6776712387293,,,,,,,,,,,,,,,,0.901,0.07506555298248445
5,1.0,100.0,1000,1011.0897428496809,1016.8441423676948,1134.0362096988204,1202.4302890858753,1213.3194400336376,,,,,,,,,,,,,,,,0.601,0.0896120624296424
5,1.0,100.0,1000,1003.828966792409,1081.1788319875382,1082.9324067427608,1141.5339488072827,1225.2413370083736,,,,,,,,,,,,,,,,0.811,0.22287789207206785
5,1.0,100.0,1000,1027.7720633034662,1067.2942656522212,1071.3061251060305,1084.0670038679373,1181.058177169082,,,,,,,,,,,,,,,,0.301,0.10719777024856723
5,1.0,100.0,1000,1150.5556969395998,1174.7105207305503,1174.721801363118,1183.6015449911577,1233.2356699064717,,,,,,,,,,,,,,,,0.641,0.44971656831946544
5,1.0,100.0,1000,1030.8754211154983,1037.959376780113,1040.054827680766,1040.7423001430682,1048.0281167079931,,,,,,,,,,,,,,,,0.611,1.2666104681740367
5,1.0,100.0,1000,1004.2874684007488,1049.2944179880108,1055.0834610963004,1091.4444658646487,1100.692145528655,,,,,,,,,,,,,,,,0.451,0.45870650059748286
5,1.0,100.0,1000,1014.1064272710239,1109.2481590284874,1128.268909624355,1201.6863637780207,1208.4069279009298,,,,,,,,,,,,,,,,0.641,0.7557551545249007
5,1.0,100.0,1000,1003.7875893381804,1041.4412268208064,1105.9119827895427,1142.6053139924284,1203.3749081956444,,,,,,,,,,,,,,,,0.901,0.056545580372715704
5,1.0,100.0,1000,1007.3714237331889,1043.3015954674584,1046.4804167433272,1071.1394159788997,1183.3561695926542,,,,,,,,,,,,,,,,0.131,0.04110962388277136
5,1.0,100.0,1000,1005.1032221916189,1054.5737978727736,1068.5405925500547,1176.7609783454045,1180.0525271230931,,,,,,,,,,,,,,,,0.701,0.026687358887367806
5,1.0,100.0,1000,1020.7939918744846,1044.2145952345945,1131.0813522548624,1158.0955523187213,1255.1422607988313,,,,,,,,,,,,,,,,0.601,0.09452554065205254
5,1.0,100.0,1000,1042.8370293622306,1079.501185229775,1157.7328448572405,1207.5707199078397,1249.1654232887522,,,,,,,,,,,,,,,,0.801,0.13748574918545783
5,1.0,100.0,1000,1005.9085578319733,1024.0912592492593,1030.7814746170966,1043.924080278446,1081.6238561681225,,,,,,,,,,,,,,,,0.791,0.3566808777080064
5,1.0,100.0,1000,1038.9262082044413,1105.7894444173921,1175.6924809565903,1253.3660246325803,1279.489545702959,,,,,,,,,,,,,,,,1.001,0.6533029256426276
5,1.0,100.0,1000,1018.8274536261797,1082.3717534365571,1105.3355258495528,1136.6639006680325,1203.2635066524158,,,,,,,,,,,,,,,,0.801,0.16192117482153084
5,1.0,100.0,1000,1023.8584762167576,1071.8099060639383,1071.8500952349036,1132.267180853693,1140.864916394692,,,,,,,,,,,,,,,,0.501,0.1965633812446868
5,1.0,100.0,1000,1011.9264836713583,1019.2805042540631,1172.3529005521218,1177.2227660768704,1297.784032750063,,,,,,,,,,,,,,,,0.901,0.1618436362277804
5,1.0,100.0,1000,1055.786038179241,1109.0239164863174,1146.4875874260126,1172.967622418178,1314.880697163346,,,,,,,,,,,,,,,,0.901,0.07254203710012756
5,1.0,100.0,1000,1037.0989534396565,1039.2508790501133,1064.9595861058185,1069.336709387825,1097.510656897295,,,,,,,,,,,,,,,,0.251,0.4495103547089338
5,1.0,100.0,1000,1014.5346015628472,1081.5161230348406,1105.916957896297,1164.8925180260446,1198.0154317440374,,,,,,,,,,,,,,,,0.861,0.1658839145288835
5,1.0,100.0,1000,1015.9067703917062,1038.4808798739377,1049.0020907376404,1060.751123558803,1089.6813919785043,,,,,,,,,,,,,,,,0.921,0.3615266587827247
5,1.0,100.0,1000,1017.4883692849847,1054.5729325036891,1062.3608378497072,1102.791909369446,1225.1899878513962,,,,,,,,,,,,,,,,0.141,0.0017806105940001249
5,1.0,100.0,1000,1030.5808609850928,1053.633246319527,1077.9091451883291,1123.6215154251256,1169.7730164649552,,,,,,,,,,,,,,,,0.111,0.027504094059229343
5,1.0,100.0,1000,1088.84324478333,1107.6260840053228,1125.3728690853409,1128.1248171479497,1191.7067234370556,,,,,,,,,,,,,,,,0.391,0.2233605828526307
5,1.0,100.0,1000,1034.7076533386733,1085.4224368591051,1090.448908879078,1093.1675849736848,1150.772848175494,,,,,,,,,,,,,,,,0.371,0.7731448322683905
5,1.0,100.0,1000,1006.8058377325223,1046.5304972400238,1058.6423240053098,1115.0506457638899,1288.1866322072242,,,,,,,,,,,,,,,,0.101,0.03419268945944218
5,1.0,100.0,1000,1013.6071701268592,1013.818293302445,1055.5809913824028,1063.6726031237924,1069.6892654978474,,,,,,,,,,,,,,,,0.571,0.3861300728797036
5,1.0,100.0,1000,1003.294188306187,1029.2318254740878,1030.2311391986789,1061.782670474455,1076.0955102439436,,,,,,,,,,,,,,,,0.801,0.3656305152805575
5,1.0,100.0,1000,1022.9677818348916,1050.729611984326,1129.9226035946506,1184.250636183392,1265.6947036185006,,,,,,,,,,,,,,,,0.601,0.15753100927879016
5,1.0,100.0,1000,1001.8797697884498,1011.4393017052748,1031.3675061654478,1047.8242301595567,1048.1611246579957,,,,,,,,,,,,,,,,0.481,0.3899944985458159
5,1.0,100.0,1000,1006.479150016586,1040.7526929949083,1058.2412233717714,1152.4299704426655,1181.9009248396178,,,,,,,,,,,,,,,,0.281,0.007982906259730313
5,1.0,100.0,1000,1016.0200185287446,1074.2879561293953,1084.6660592372066,1094.9510132082496,1123.152544889226,,,,,,,,,,,,,,,,0.371,1.3549568248037673
5,1.0,100.0,1000,1002.8515400866863,1011.7825095311838,1016.7799019987533,1022.6917264859993,1046.9700365016317,,,,,,,,,,,,,,,,0.691,0.5945744087212743
5,1.0,100.0,1000,1050.4451738067262,1099.1543493613826,1139.7341469286926,1148.40999318579,1154.7456079176857,,,,,,,,,,,,,,,,0.451,0.502677465491946
5,1.0,100.0,1000,1017.409374313427,1085.2475073814098,1116.0893953726338,1165.4060854060056,1171.7520903228124,,,,,,,,,,,,,,,,0.681,0.31234264895528324
5,1.0,100.0,1000,1008.2756431833312,1046.4427141884803,1086.032833633453,1118.1215699430854,1315.9569169681185,,,,,,,,,,,,,,,,0.101,0.0981244524642831
5,1.0,100.0,1000,1017.5485028155813,1019.5958549516336,1063.3352331508563,1111.3848020318633,1145.9268355196484,,,,,,,,,,,,,,,,0.061,0.08305079785922082
5,1.0,100.0,1000,1007.7283232748388,1050.4600612878244,1198.8134172798702,1244.5481929450923,1383.9514201637996,,,,,,,,,,,,,,,,1.001,1.4558232610661366
5,1.0,100.0,1000,1043.262151822304,1083.1106973177073,1160.4533028095282,1204.2008728945102,1380.8702188790282,,,,,,,,,,,,,,,,0.901,0.3666681037050123
5,1.0,100.0,1000,1020.9377206472836,1076.3047844292278,1184.7912196479342,1200.3352171781205,1255.781306539969,,,,,,,,,,,,,,,,1.001,0.3748896184741146
5,1.0,100.0,1000,1063.2084010670176,1063.7836108822046,1086.0618586925686,1145.469235002544,1153.7593562800082,,,,,,,,,,,,,,,,0.011,0.32083972527623694
5,1.0,100.0,1000,1020.0652458757479,1021.9239526499312,1104.8185877080539,1213.9299028733126,1305.7113765551087,,,,,,,,,,,,,,,,0.201,0.10326807779124643
5,1.0,100.0,1000,1003.1099017818636,1008.2607790305949,1080.2586236876891,1101.4568151056121,1135.0362104074773,,,,,,,,,,,,,,,,0.321,0.028578783131295762
5,1.0,100.0,1000,1009.1438265469144,1065.8501098156903,1122.2595002284659,1159.7558137960282,1176.4483644253148,,,,,,,,,,,,,,,,0.861,0.11466756712489139
5,1.0,100.0,1000,1015.5155525435149,1057.0277349961402,1058.6979133143936,1065.4567752100356,1229.6393833826764,,,,,,,,,,,,,,,,0.081,0.019455359156506678
5,1.0,100.0,1000,1014.2040887146009,1029.2474078557666,1115.5347660971886,1149.5675598565863,1270.959666345532,,,,,,,,,,,,,,,,0.271,0.08055933358227849
5,1.0,100.0,1000,1027.0014714846236,1074.8295356635572,1106.6219942802995,1175.9634582028418,1202.8030561328708,,,,,,,,,,,,,,,,0.901,0.02547054538994632
5,1.0,100.0,1000,1011.8615662895926,1041.2254097531932,1069.6706450016106,1092.876269255921,1146.4008843660251,,,,,,,,,,,,,,,,0.571,0.03792267144254431
5,1.0,100.0,1000,1014.7294404665856,1025.5817694615312,1148.2867109065776,1198.0876456891851,1290.4640290759355,,,,,,,,,,,,,,,,0.701,0.20395659588939238
5,1.0,100.0,1000,1015.489875137228,1059.122858258287,1080.434095850409,1123.949003435181,1321.1287193908934,,,,,,,,,,,,,,,,0.201,0.0701079531761911
5,1.0,100.0,1000,1008.8141537509327,1010.9738718343677,1064.5785806057197,1115.1285631634514,1168.1767222821406,,,,,,,,,,,,,,,,0.091,0.021737685313997526
5,1.0,100.0,1000,1025.0934743998996,1054.482416771232,1173.3658428513077,1227.9270744395724,1344.8344880812606,,,,,,,,,,,,,,,,0.901,0.5295964106478868
5,1.0,100.0,1000,1000.4779740491756,1010.335027134219,1096.805172775005,1162.4650242457737,1170.6834178183135,,,,,,,,,,,,,,,,0.341,0.027967795803196152
5,1.0,100.0,1000,1024.5996309018847,1047.2073978310298,1049.149215244107,1097.80990165101,1113.8139548297072,,,,,,,,,,,,,,,,0.521,0.19273286618627125
5,1.0,100.0,1000,1014.6208056767076,1068.8090384590719,1152.1429460408394,1166.8043423799388,1413.131633640016,,,,,,,,,,,,,,,,1.001,0.6694492886676924
5,1.0,100.0,1000,1003.0701966907105,1054.659230597,1082.6595027705969,1124.2481366331933,1250.2118123507591,,,,,,,,,,,,,,,,1.001,0.04418085034883429
5,1.0,100.0,1000,1002.260231917052,1087.639154322158,1162.2960714546748,1184.9891862969785,1208.2672452191016,,,,,,,,,,,,,,,,0.721,0.7059118096892647
5,1.0,100.0,1000,1021.3652941983319,1065.5779377331737,1087.730013959894,1113.1853013769337,1201.0271873591373,,,,,,,,,,,,,,,,0.701,0.014335738752667837
5,1.0,100.0,1000,1012.8199559248802,1025.6324785910601,1106.3268345437755,1228.086481458041,1281.2571843514775,,,,,,,,,,,,,,,,0.301,0.20716098563850754
5,1.0,100.0,1000,1003.8300383973245,1017.4091166505042,1056.5527049791872,1074.4913021883754,1101.754179326729,,,,,,,,,,,,,,,,0.201,0.11629811683441177
5,1.0,100.0,1000,1002.5816916387618,1006.2720817805354,1007.0306890835768,1190.5971809687285,1198.2579006152857,,,,,,,,,,,,,,,,0.011,0.5819316424624602
5,1.0,100.0,1000,1061.4334208576056,1063.2383197302195,1077.6216486061194,1257.3487105906875,1262.2110023082987,,,,,,,,,,,,,,,,0.011,0.5819222921087279
5,1.0,100.0,1000,1004.4104516461738,1011.4616809092997,1043.2215500875927,1046.456646647172,1067.8940414834246,,,,,,,,,,,,,,,,0.481,0.3391633872604221
5,1.0,100.0,1000,1031.2503561204794,1068.0294583340894,1081.841194339123,1255.776801459576,1336.7737437649819,,,,,,,,,,,,,,,,1.001,0.23518330783571034
5,1.0,100.0,1000,1010.9275772060669,1040.1663591277272,1087.2096663988038,1090.0732794826092,1183.1857881558253,,,,,,,,,,,,,,,,0.411,0.002771574266694684
5,1.0,100.0,1000,1001.0147050205225,1008.1551171187472,1057.8476519026692,1083.902775723507,1113.3938791998894,,,,,,,,,,,,,,,,0.171,0.0831859529260622
5,1.0,100.0,1000,1017.3268348570382,1082.5988246081633,1098.367384828793,1101.6082459519469,1172.0978537305207,,,,,,,,,,,,,,,,0.501,0.5747943762315533
5,1.0,100.0,1000,1018.2503167085868,1025.4769081129582,1078.5870041040164,1128.5838429090386,1174.3601931229537,,,,,,,,,,,,,,,,0.071,0.013431468545279681
5,1.0,100.0,1000,1000.9139128940699,1020.5399440641189,1071.8546470569024,1109.1694609527956,1129.625337070987,,,,,,,,,,,,,,,,0.291,0.006957396800627108
5,1.0,100.0,1000,1001.1314027565156,1032.4779487354947,1045.4613733543931,1096.8653097079928,1117.9198101560748,,,,,,,,,,,,,,,,0.501,0.057813088896558756
5,1.0,100.0,1000,1008.0696585352463,1041.7022960516197,1054.040981993825,1142.181571333766,1165.9360267287298,,,,,,,,,,,,,,,,0.261,0.00018577230318268247
5,1.0,100.0,1000,1046.586674307036,1051.1621743142564,1124.3157362375264,1151.1315939333472,1154.9680001736692,,,,,,,,,,,,,,,,0.311,0.04439422639939952
5,1.0,100.0,1000,1017.5264971910663,1041.833228161317,1149.3620504142314,1165.3366498935738,1219.9190652201332,,,,,,,,,,,,,,,,0.701,0.09092731765091672
5,1.0,100.0,1000,1002.1415987039495,1018.4923922490839,1095.2860095340209,1105.8500150367015,1123.417961360411,,,,,,,,,,,,,,,,0.421,0.009257426537869503
5,1.0,100.0,1000,1078.5105760523957,1116.7044531662823,1119.1069481577524,1388.0380623324202,1403.0737808281983,,,,,,,,,,,,,,,,1.001,0.44016392209510036
5,1.0,100.0,1000,1018.234439365294,1046.3884792013203,1157.2831801108282,1271.1756210050296,1387.3391366535984,,,,,,,,,,,,,,,,0.601,0.813501454066664
5,1.0,100.0,1000,1005.6806068888724,1012.3173122016785,1130.5140888502983,1142.1807245055097,1287.198443060583,,,,,,,,,,,,,,,,0.601,0.0877687871954538
5,1.0,100.0,1000,1028.8222725930807,1094.9259941739444,1097.2871388330602,1179.0554400480676,1224.462550288069,,,,,,,,,,,,,,,,0.901,0.10311240720990165
5,1.0,100.0,1000,1003.0628943454442,1018.0557827248114,1158.0512869409006,1225.3559689274637,1255.0145734301716,,,,,,,,,,,,,,,,0.801,0.34433350981404154
5,1.0,100.0,1000,1023.8572918231783,1025.1770582893594,1101.6945987461315,1159.8345975603297,1246.1999876565003,,,,,,,,,,,,,,,,0.191,0.008903087373204383
5,1.0,100.0,1000,1000.4343042069715,1008.7393885960308,1076.4899196048004,1076.6309253845823,1077.817312693166,,,,,,,,,,,,,,,,0.311,0.16138513303697902
5,1.0,100.0,1000,1065.4595565071008,1126.4616274991245,1201.4849381700783,1234.3396313784885,1264.1809297310454,,,,,,,,,,,,,,,,0.941,0.19419480308362208
5,1.0,100.0,1000,1016.503938138521,1062.4118399792474,1064.9333141027612,1164.170687152176,1234.6700003481978,,,,,,,,,,,,,,,,0.601,0.017688467493467093
5,1.0,100.0,1000,1012.2311448567912,1045.752318865211,1081.5773493777422,1115.6257058582428,1205.4502013308434,,,,,,,,,,,,,,,,0.671,0.0026959916126133286
5,1.0,100.0,1000,1001.227813096004,1020.5087663707767,1047.2695871400936,1057.549171716283,1099.6346901864413,,,,,,,,,,,,,,,,0.781,0.15864109676431606
5,1.0,100.0,1000,1013.6013092807752,1160.9873494143771,1269.3237174528126,1293.92837398509,1299.5468887084908,,,,,,,,,,,,,,,,0.511,3.1436330953188127
5,1.0,100.0,1000,1018.1396780906657,1085.8373268968046,1122.094709148865,1126.318353367653,1208.4986714738616,,,,,,,,,,,,,,,,0.711,0.277366599760746
5,1.0,100.0,1000,1019.4579409428798,1078.7035945558534,1111.0999354227213,1123.3882147499448,1359.44183451632,,,,,,,,,,,,,,,,0.701,0.14811087107545062
5,1.0,100.0,1000,1022.418035356603,1079.936849665694,1133.6863743223366,1197.074593297342,1199.1632235163813,,,,,,,,,,,,,,,,1.001,0.10656170751227853
5,1.0,100.0,1000,1003.3233414021961,1016.6651495826022,1069.6393368534298,1109.4041053314281,1141.2187489645926,,,,,,,,,,,,,,,,0.171,0.01155338170346144
5,1.0,100.0,1000,1007.6656486160869,1019.598019733575,1078.3506970071323,1140.6214009806793,1192.7716766555302,,,,,,,,,,,,,,,,0.071,0.004824477920241174
5,1.0,100.0,1000,1025.9175938212263,1049.5066386196888,1080.2098033964198,1088.1981448861359,1124.56707669141,,,,,,,,,,,,,,,,0.931,0.13808520689783876
5,1.0,100.0,1000,1009.0848456816574,1057.9513497872533,1060.634391535353,1078.8853258767365,1142.2848190260513,,,,,,,,,,,,,,,,0.471,0.31653204488878633
5,1.0,100.0,1000,1066.5149535906094,1104.5194745180195,1164.7223188626913,1196.93856265954,1235.183773139343,,,,,,,,,,,,,,,,0.801,0.023752529100757286
5,1.0,100.0,1000,1007.4335392363407,1048.1896119033252,1056.1394133505373,1110.0630987891313,1324.2255240337593,,,,,,,,,,,,,,,,1.001,0.048938793979572355
5,1.0,100.0,1000,1009.6837937844581,1011.4358296289902,1041.758606896788,1059.847952047468,1098.213878528682,,,,,,,,,,,,,,,,0.081,0.2847394971057161
5,1.0,100.0,1000,1012.3389134555576,1040.0865561833687,1044.0142456914195,1045.0604860373173,1053.7417257575155,,,,,,,,,,,,,,,,0.171,3.706576153967594
5,1.0,100.0,1000,1011.7830406080548,1012.5653470867961,1037.6955567716814,1063.1412774565779,1086.6104201650865,,,,,,,,,,,,,,,,0.091,0.3450787246200473
5,1.0,100.0,1000,1048.3035710268941,1049.803037517977,1150.7635814345083,1277.9016196238967,1326.9715952211327,,,,,,,,,,,,,,,,0.991,0.17363489202318066
5,1.0,100.0,1000,1001.8129885001149,1028.1259740858989,1052.0707564668776,1060.9899884938175,1077.3697416427651,,,,,,,,,,,,,,,,0.771,0.3082423872884915
5,1.0,100.0,1000,1024.589934159823,1025.7699107103206,1059.0056248342137,1121.634598680344,1139.2435954577518,,,,,,,,,,,,,,,,0.021,0.12741062643560302
5,1.0,100.0,1000,1005.1382398785356,1028.896292609472,1123.678738876094,1164.474742181212,1167.4742395667745,,,,,,,,,,,,,,,,0.601,0.06365012868597472
5,1.0,100.0,1000,1017.9735056133316,1042.6031957009382,1125.907100617245,1127.8134321668358,1272.0785057968874,,,,,,,,,,,,,,,,0.401,0.07277935628445721
5,1.0,100.0,1000,1029.1234594699154,1063.5149501313515,1176.6721826656424,1186.5316955205942,1343.024794433866,,,,,,,,,,,,,,,,0.901,0.3660737163063347
5,1.0,100.0,1000,1023.3125064620206,1094.4796915918153,1133.5210349823494,1241.2232382551883,1281.5524319542506,,,,,,,,,,,,,,,,1.001,0.6357633834584795
5,1.0,100.0,1000,1008.0594032048546,1084.2996440627162,1090.5418621514646,1109.747893492375,1616.9495589587232,,,,,,,,,,,,,,,,0.401,0.6617904927421848
5,1.0,100.0,1000,1020.9063013055954,1042.2365236875507,1088.1859875255193,1097.6081034852061,1114.2085213370126,,,,,,,,,,,,,,,,0.821,0.09133892118029185
5,1.0,100.0,1000,1017.0572283059297,1037.153777670312,1040.6874808536109,1390.7687998740316,1469.916063603058,,,,,,,,,,,,,,,,1.001,0.5435420413841052
