sim_id,est_beta,est_eta,est_gamma,r_squared,gradient_type,grad_min,grad_max,sigma_min_min,sigma_min_max,sample_data
500,4.939544,1870.486031,0.000000,0.746889,below_offset,-0.103126,-0.002827,178.389141,202.995171,"[1324.4631078203536, 1328.7603583271857, 1345.776699602633, 1600.6263046409824, 1837.823158594457, 2236.1770023414165, 2414.7516633312202]"
500,4.786364,1253.704983,943.423328,-3.398192,below_offset,0.056652,0.173586,278.501339,418.855827,"[1196.2599684719003, 2111.985438016565, 2148.8570555798074, 2246.1546564570326, 2299.8019649144044, 2424.8333401956743, 2463.178987407802]"
500,4.625450,1982.222000,0.000000,0.745328,below_offset,-0.634804,-0.004876,153.562173,232.093444,"[1354.9467334264045, 1400.8319662540453, 1402.3612499782332, 1655.0576096267928, 1935.4498168945208, 2492.5221370623585, 2516.571863523881]"
500,5.092614,2006.514167,0.000000,0.653418,below_offset,-0.830768,-0.010578,107.679146,249.447355,"[1436.740645629748, 1501.5327732029114, 1533.523565949655, 1604.398199489, 1791.2917246934771, 2452.041059938774, 2667.0262254246218]"
500,6.654455,1797.702599,0.000000,0.650268,below_offset,-0.547158,-0.012572,62.113208,179.262406,"[1395.8305228683632, 1422.3567989495548, 1515.7301663617607, 1602.277176610642, 1714.487363367196, 1732.243816126916, 2413.8278367604007]"
500,7.038126,1912.361129,0.000000,0.718790,below_offset,-0.984692,-0.004253,66.759431,156.523903,"[1499.7728619226757, 1525.2201235094194, 1586.1599156546831, 1678.6591136996688, 1774.5192834940608, 2234.290579284315, 2290.932871774896]"
500,6.983752,2097.124316,0.000000,0.609368,below_offset,-0.411119,-0.006432,109.018833,201.557252,"[1652.9147049737855, 1725.5159849220677, 1725.592003331993, 1734.2408053525094, 1960.5006232768128, 2330.339523422909, 2673.761141848523]"
500,6.142016,1991.365693,0.000000,0.391545,below_offset,-1.711298,-0.016379,83.304146,286.866955,"[1550.3343310419386, 1574.8722506705953, 1641.958968484619, 1648.3500426464666, 1825.0634937534712, 1885.3843661529836, 2888.2260766808167]"
500,5.716197,2102.760601,0.000000,0.676833,below_offset,-0.881556,-0.015122,59.757679,233.023803,"[1564.476063457749, 1635.118299026266, 1696.3972713149192, 1768.858290231568, 1918.81087923743, 2200.469187528266, 2906.3811801424526]"
500,4.550474,2199.514006,0.000000,0.802342,below_offset,-0.587305,-0.005168,153.125128,228.375651,"[1490.7765454528703, 1519.078697855469, 1602.3006595538432, 1804.986260951494, 2274.028616092046, 2571.1934796352343, 2880.19270811551]"
500,4.641142,1940.704080,0.000000,0.748255,below_offset,-0.644077,-0.007090,128.943744,225.376091,"[1325.9893609832811, 1356.7926249608954, 1480.5108328168699, 1513.4553072089507, 1908.19864270793, 2436.3336353963837, 2468.9189128626713]"
500,4.457866,1756.364180,0.000000,0.610800,below_offset,-1.586715,-0.018434,82.310244,265.244859,"[1208.794107056749, 1257.5694331150235, 1308.373333770287, 1371.6964475209893, 1474.7586491463912, 2111.798971872867, 2552.6313435956968]"
500,4.355342,802.691156,1239.356347,-2.658696,below_offset,0.022289,0.195095,151.894217,270.098187,"[1393.5968074939747, 1935.5649275776732, 2033.5129527082483, 2088.6942511980783, 2119.671603547853, 2189.971297040084, 2194.5294791510223]"
500,4.525013,1674.297561,0.000000,0.677816,below_offset,-0.487472,-0.009437,140.394941,217.966726,"[1141.2307122018592, 1201.5858176185225, 1226.7927236231765, 1228.925020614268, 1717.1412991297939, 1949.842555872297, 2301.960411688433]"
500,5.599674,1944.887851,0.000000,0.654161,below_offset,-0.460066,-0.015699,108.393084,231.413295,"[1453.0102280569297, 1454.6160748266755, 1561.868252348233, 1692.549600983836, 1815.7046841345946, 1923.5299292643567, 2746.943385882021]"
500,0.611216,622.916489,1264.426264,0.988066,below_offset,-0.934531,0.020545,119.701254,300.467991,"[1277.1982464224186, 1338.0100009893042, 1399.6482991687922, 1685.6358696628035, 2058.453594436827, 2399.043818440358, 3271.5057401294953]"
500,4.788777,2039.048273,0.000000,0.776953,below_offset,-0.534728,-0.005741,133.144002,213.322313,"[1411.7348703985185, 1437.204078575131, 1553.7908853322303, 1615.715882908156, 2082.0033441860346, 2415.3880640127745, 2632.7549697803424]"
500,6.364858,2099.179508,0.000000,0.691240,below_offset,-0.867144,-0.006713,85.304807,197.061247,"[1613.2625765982211, 1660.4328092711824, 1692.6888839546368, 1725.2741492660632, 2072.121430817644, 2277.4252497695475, 2709.903497699388]"
500,4.406996,901.047730,977.931646,-3.095750,below_offset,0.039432,0.196767,183.853025,308.853105,"[1142.7602916513783, 1803.6321830644138, 1827.4857655134106, 1877.754512732843, 1983.4266845515226, 2063.2988098766104, 2091.8724602609964]"
500,4.280708,1858.350077,0.000000,0.701522,below_offset,-0.364263,-0.018033,162.628122,263.971716,"[1262.091844825245, 1265.3492868339952, 1305.388599100595, 1529.3990465055333, 1837.8144026488412, 1927.584933481558, 2786.6211965510793]"
500,3.032523,2137.427037,0.000000,0.539417,below_offset,-4.221019,-0.063884,96.378403,554.568543,"[1260.982090617956, 1300.4343747566056, 1405.3924993882154, 1467.0180050190997, 1731.2606208630054, 2170.601227782038, 4140.092510516011]"
500,0.698439,397.977013,1425.030910,0.968973,below_offset,-0.174521,0.196347,93.823830,134.924673,"[1439.425161610296, 1463.920283902778, 1562.7155598526679, 1734.4745102674638, 1880.0835956629626, 2228.645890904302, 2331.4336656985556]"
500,0.684376,394.342157,1309.484388,0.976079,below_offset,-0.469995,0.150391,81.404250,185.312927,"[1322.7115027624468, 1342.937291385377, 1457.8136291185301, 1599.971244318117, 1722.6664390225305, 2032.2506309388443, 2535.5230370810305]"
500,8.500417,1750.607565,0.000000,0.807092,below_offset,-0.183063,-0.003338,59.758963,98.283671,"[1428.868919024432, 1451.6472344926701, 1475.6832771032664, 1630.1150011197874, 1721.1144718993737, 1829.7708880185698, 2090.6649775929354]"
500,5.120650,1799.143790,0.000000,0.652970,below_offset,-0.440014,-0.006039,146.599208,218.389875,"[1281.1348264836683, 1350.9397213216976, 1357.7940352857468, 1377.7381861877611, 1763.2701406046885, 2227.1470948896635, 2289.9331800635064]"
500,4.801207,2092.787467,0.000000,0.590909,below_offset,-0.554073,-0.023061,149.987738,315.318858,"[1486.0310991318302, 1519.5546169644847, 1551.7007441959663, 1883.2604617089974, 1900.7383498133286, 1979.0161520441952, 3168.708970478555]"
500,5.944953,2061.523509,0.000000,0.612531,below_offset,-1.233257,-0.008841,104.739182,236.007972,"[1577.5722183965067, 1589.2338921942765, 1615.337620647911, 1740.7348214779627, 1855.47115828116, 2308.577906841385, 2772.0939479358203]"
500,4.742268,2089.570811,0.000000,0.426708,below_offset,-1.375820,-0.012216,194.626427,356.138476,"[1483.72858652052, 1495.2113908573988, 1613.2292725939506, 1619.347350061249, 1646.630283935464, 2767.766331445706, 2848.9969472821203]"
500,8.545464,2007.592759,0.000000,0.289862,below_offset,-0.919784,-0.005362,115.708560,215.578120,"[1694.8774468737743, 1698.8321926731724, 1709.944856475509, 1723.2737812836817, 1765.2023099019816, 2165.110720691032, 2583.971555363858]"
500,6.537425,1886.436515,0.000000,0.739670,below_offset,-0.196365,-0.003648,116.958024,157.811682,"[1457.989221667184, 1460.7955289820918, 1543.2000675577603, 1579.6133443327067, 1937.5905870473434, 2033.342815001894, 2361.913471387333]"
500,4.698226,1942.834116,70.981159,0.709350,below_offset,-0.262930,0.000634,217.682660,234.901075,"[1410.0634246552809, 1417.614722115055, 1475.40904629514, 1596.7671390583755, 2237.324573509921, 2323.9408211244363, 2555.154452103453]"
500,3.375059,1920.950533,0.000000,0.640520,below_offset,-2.115746,-0.017283,184.759599,362.560624,"[1156.7484301682919, 1175.9755473142372, 1279.7344811127055, 1294.9143557166706, 1778.8356383436203, 2661.5574563239034, 2828.983797177736]"
500,4.946116,2066.361663,0.000000,0.421436,below_offset,-0.850259,-0.017734,157.354910,340.769261,"[1493.7840659339013, 1568.4635456611338, 1594.7558723008888, 1601.40373863912, 1651.441570305079, 2400.2219920737143, 3044.84558194452]"
500,5.083634,2496.378492,0.000000,0.633934,below_offset,-0.638685,-0.010413,167.831172,321.887842,"[1776.3641318090363, 1821.7316775232448, 1984.7421672072046, 2064.1934168225225, 2110.4324130766736, 3190.3109201298435, 3200.3789559979077]"
500,0.645468,470.903091,1378.260669,0.932857,below_offset,-0.353267,0.034386,186.314828,310.521587,"[1392.182493706284, 1406.8145016313213, 1458.3952292034228, 1828.4404265448743, 1934.22540627794, 2214.62065239591, 3243.8877619884943]"
500,6.076331,1775.306168,0.000000,0.651084,below_offset,-0.739574,-0.009681,95.067267,191.414048,"[1363.052504734479, 1364.7824309529738, 1420.4131558995134, 1483.7930219857599, 1736.569779500862, 1828.9634939514885, 2403.8144923003138]"
500,0.662006,479.042673,1530.295388,0.931373,below_offset,-0.375919,0.023286,161.656451,292.432599,"[1545.7529173342928, 1555.4899208943584, 1666.074291867661, 1914.082037274248, 2194.348542204133, 2241.039115807551, 3313.5912020902924]"
500,3.816643,1974.941063,0.000000,0.544314,below_offset,-3.150574,-0.034728,96.525918,398.649753,"[1305.0920717804568, 1333.94331492433, 1373.2100577194628, 1456.2357142936107, 1736.6980538334792, 2041.9118444974679, 3339.999063303879]"
500,4.329441,2090.875831,0.000000,0.368937,below_offset,-2.304052,-0.025697,154.922455,422.798296,"[1468.830815628346, 1508.3381513337113, 1515.8878246849217, 1572.6692415962734, 1634.1751246831768, 2336.3760174965246, 3384.728544210964]"
500,7.343825,991.328329,703.177241,0.574336,below_offset,-0.130987,0.000215,85.743239,92.248414,"[1496.661514930171, 1500.32685666642, 1506.4384772917267, 1509.6723058785142, 1750.1499137222463, 1814.143894915698, 1887.1025844866354]"
500,0.798222,391.705482,1399.144909,0.907677,below_offset,-0.742424,0.169614,142.483675,341.846221,"[1413.2776859727385, 1498.23203874814, 1589.020741823023, 1644.0161821023835, 1691.5745431172993, 1727.3261483965966, 3050.497307272868]"
500,0.803814,295.903515,1626.724349,0.958913,below_offset,-0.028097,0.187205,77.490084,86.025226,"[1643.1559077352808, 1671.0501743356626, 1713.6522741568533, 1908.2540013197395, 1954.9109666341567, 2176.45598722098, 2218.9919539692655]"
500,0.661448,432.364256,1359.999232,0.918965,below_offset,-0.372523,0.096797,171.937706,303.808343,"[1373.7365981580956, 1382.8345348856778, 1461.6661288427547, 1769.4001786017366, 1915.8754847591172, 1944.3034231852064, 3111.206826556084]"
500,6.211461,2509.656701,0.000000,0.548877,below_offset,-1.123771,-0.014830,86.776707,305.695739,"[1935.7441283558965, 1966.9219265538095, 2078.5755313659274, 2209.3395899354737, 2215.62781166082, 2493.064060651107, 3511.9776565363563]"
500,0.697832,351.729802,1273.349951,0.978349,below_offset,-0.364716,0.055386,71.676845,148.922780,"[1286.2120717698924, 1306.2662182446695, 1397.1100862252665, 1533.7164171940321, 1696.9752045897662, 1864.3367800763717, 2306.012150865082]"
500,6.074165,1741.922572,0.000000,0.784473,below_offset,-0.383808,-0.005089,82.089555,143.162780,"[1303.0235292083532, 1355.1431533703508, 1362.1479929310497, 1530.8358429203965, 1666.0671129545508, 2019.7070313432932, 2143.0156281004183]"
500,5.158497,2335.394388,0.000000,0.758131,below_offset,-0.269531,-0.002563,182.155768,233.647444,"[1644.5306230905658, 1705.236102925263, 1806.2292741443769, 1845.3465203070775, 2547.1840904569017, 2658.8800560479795, 2911.831606183854]"
500,3.539520,2032.602712,0.000000,0.664002,below_offset,-0.909693,-0.025526,171.342782,355.265594,"[1256.2990047092485, 1323.0649307800159, 1348.7728658735705, 1406.2656490591592, 2049.4155958777033, 2286.496503350331, 3238.8889358555143]"
500,6.587023,1989.889120,0.000000,0.539003,below_offset,-1.136325,-0.011223,83.874712,229.938034,"[1569.476246143399, 1576.705333629798, 1658.550047181771, 1665.960272520638, 1848.9543468043094, 2012.451878195574, 2724.4918182103925]"
500,4.887531,1938.442068,0.000000,0.582295,below_offset,-1.142798,-0.011969,147.203160,277.197557,"[1395.6987481531091, 1405.237522312283, 1419.702173210842, 1621.3883090881795, 1640.3904280634974, 2310.6541118175505, 2731.3562047787627]"
500,0.628978,407.861145,1157.116503,0.867004,below_offset,-0.046112,0.076746,201.185033,209.096643,"[1168.8045484430393, 1172.1925601715132, 1220.4209312994913, 1463.5731676739056, 1835.1149414655597, 2191.174862916233, 2205.763912359009]"
500,0.660612,400.048804,1243.694522,0.919657,below_offset,-0.420029,-0.011334,182.844933,318.945966,"[1256.257092799806, 1271.3641806234189, 1311.4702887099622, 1664.0910303711255, 1712.1367139524418, 1748.6155206367705, 2982.6683877393034]"
500,8.778046,1935.491873,0.000000,0.831304,below_offset,-0.403069,-0.001872,53.370702,97.545408,"[1584.8531520839201, 1608.9224633437814, 1658.5106125733232, 1762.1022323304433, 1928.8489637222078, 2100.778875062464, 2230.067257850227]"
500,0.659668,505.850664,1280.603539,0.973945,below_offset,-0.485222,0.168367,146.881019,242.551661,"[1293.5389283923305, 1359.2317675040022, 1409.9433810094731, 1510.618143373528, 2099.3539453833187, 2123.368888824406, 2759.3078546399424]"
500,8.572523,2313.614121,0.000000,0.486908,below_offset,-0.956452,-0.007130,73.556170,214.823254,"[1924.3625308270543, 1976.0864381826539, 1976.6115649852645, 2054.7859262617335, 2121.7886752313907, 2345.8935958606316, 2973.6919909475564]"
500,4.836447,1904.333188,0.000000,0.573335,below_offset,-1.556231,-0.013626,113.884422,276.814631,"[1361.9863275216594, 1404.8816343742224, 1427.5245147457717, 1434.8859146587433, 1729.3101332060505, 2208.8216148552233, 2729.590489549383]"
500,4.669132,1866.908630,0.000000,0.608689,below_offset,-2.282802,-0.021102,64.074784,280.925769,"[1320.0876243496007, 1354.5972825772224, 1401.4888422778645, 1456.5208389392503, 1742.5846277615924, 1930.4353500021518, 2818.7204032762047]"
500,8.359013,1806.694661,0.000000,0.755273,below_offset,-0.442338,-0.002475,67.529352,116.091228,"[1466.4669044776679, 1489.5953154676972, 1532.0853378989073, 1671.3601299456027, 1695.795698607266, 2060.3840594683916, 2075.2694551288105]"
500,9.462644,2254.042118,0.000000,0.578851,below_offset,-0.661050,-0.001748,104.569386,167.287406,"[1902.914201698556, 1918.7987896257564, 1925.5097482448366, 2001.6932471506989, 2119.8291312665924, 2570.3347487748956, 2604.292721156317]"
500,5.666606,1958.526927,0.000000,0.632369,below_offset,-1.260293,-0.008599,99.136570,226.451968,"[1465.0457331741368, 1478.990830378384, 1549.6544798053797, 1652.8393911433295, 1709.3364551797486, 2325.4089599452227, 2570.3358585331985]"
500,3.777360,1969.370632,0.000000,0.583820,below_offset,-1.758346,-0.021721,178.862441,366.418064,"[1286.8633726715077, 1291.9182473991023, 1313.4114878865207, 1482.6864935723033, 1665.0981653541385, 2421.506087031179, 3100.0077069725635]"
500,5.475144,2122.348723,0.000000,0.747354,below_offset,-0.432997,-0.012889,99.732808,216.518493,"[1552.8463699206143, 1588.2856324103468, 1640.982422578679, 1874.7632855689126, 2091.0160954586277, 2135.2752890782986, 2901.960857242365]"
500,6.286568,2160.207790,0.000000,0.661584,below_offset,-0.951287,-0.007208,100.749016,215.609400,"[1661.087573277248, 1692.355652647718, 1751.093653392378, 1752.552581746554, 2157.556741924821, 2296.263409524726, 2831.2809542973255]"
500,0.743806,382.704060,1364.438796,0.967981,below_offset,-0.549302,0.068992,98.847532,198.538862,"[1378.22100574552, 1448.2688832154968, 1457.8105180715527, 1619.3652796604783, 1681.9743484649728, 2234.9039040335097, 2448.547478904665]"
500,4.457228,1886.608409,0.000000,0.764296,below_offset,-0.396107,-0.000153,182.361265,217.726772,"[1252.0924228431688, 1287.3466284191268, 1373.7495830090988, 1488.6502416658518, 2126.183691796833, 2225.527615722078, 2357.4887207098573]"
500,0.831745,338.558564,1876.138503,0.993725,below_offset,-0.400010,0.023357,32.493477,106.879111,"[1895.0893966099948, 1945.1773916263364, 2016.52451638209, 2110.9730403865447, 2221.317918062612, 2460.5425578296736, 2665.9789589587854]"
500,4.516874,2118.269757,0.000000,0.688457,below_offset,-0.397891,-0.006393,193.915981,271.435640,"[1437.8890052323227, 1505.48871270115, 1530.4884660483294, 1574.9279914390745, 2277.074738971965, 2426.261055894035, 2868.348973407963]"
500,6.223560,2617.462425,0.000000,0.546633,below_offset,-1.659582,-0.012958,89.114860,319.356342,"[2033.2132135701413, 2066.0511865239573, 2094.649419117993, 2242.507765697109, 2408.4554066518544, 2625.696532454406, 3652.6022936879817]"
500,3.603578,2041.335843,0.000000,0.783397,below_offset,-0.750857,-0.014170,173.155632,281.424120,"[1256.0558322205352, 1277.1557332693835, 1347.6862794080457, 1607.870680336544, 2049.268627099337, 2439.1054712908494, 2991.1608992245456]"
500,6.114723,2154.763636,0.000000,0.598776,below_offset,-1.360483,-0.005893,113.008116,240.854834,"[1648.9234486299429, 1680.4953767391812, 1702.527006440281, 1787.0839575207492, 1947.4637027799613, 2584.6501803877536, 2736.6450360977733]"
500,5.787250,2020.396711,0.000000,0.680255,below_offset,-0.446081,-0.012347,106.398938,220.489589,"[1522.0744733069052, 1530.2227758070703, 1597.178780665622, 1803.9344012623533, 1832.523262492124, 2106.4431099281082, 2773.4795154231724]"
500,0.868241,329.311015,1651.494872,0.950972,below_offset,-0.526639,0.061921,85.485550,215.823937,"[1668.176638214305, 1746.1655985305945, 1790.1707276431232, 1880.8203246047342, 1937.492164976586, 1993.6776706784208, 2793.7360637677807]"
500,9.557788,2106.429620,0.000000,0.519358,below_offset,-0.578458,-0.005800,71.464570,169.775421,"[1786.0608297127624, 1791.7317757256951, 1886.2680697751298, 1889.862330798045, 1960.3725969657482, 2112.541502903675, 2634.865672805213]"
500,9.043049,1578.832201,0.000000,0.678254,below_offset,-0.676916,-0.002622,51.869411,106.987197,"[1307.670569219677, 1330.8251364728337, 1383.048689613549, 1387.5420131215146, 1493.6697165557985, 1793.4089402334016, 1819.5004303258502]"
500,4.514208,1810.075797,0.000000,0.682530,below_offset,-0.658033,-0.017518,111.878287,245.928698,"[1247.809845986295, 1262.4049130630021, 1400.1473737305605, 1443.8575790674627, 1559.401821779169, 2127.6840217124573, 2594.936563104947]"
500,4.925216,2121.120217,0.000000,0.657503,below_offset,-0.434506,-0.000161,233.083329,263.463770,"[1496.8713718448125, 1508.894405343528, 1553.5927366749843, 1627.9672018236847, 2356.214254927748, 2428.5970755210456, 2735.629693242662]"
500,4.208620,2230.608242,0.000000,0.682471,below_offset,-0.587683,-0.018632,170.790949,324.547861,"[1496.7340152047286, 1503.6566541765374, 1682.601926871554, 1756.595528891559, 1902.7232992308936, 2697.8303336371846, 3246.443206705068]"
500,5.571861,1708.049519,0.000000,0.740872,below_offset,-0.161133,-0.003980,134.327995,168.886517,"[1259.2099719454873, 1260.4896051556461, 1303.383122552935, 1508.5991061519821, 1593.8444114618142, 2044.411894021531, 2139.652112269856]"
500,10.187124,1619.012687,0.000000,0.750645,below_offset,-1.023933,-0.003516,11.271241,86.580827,"[1370.1150624769425, 1397.1642156705082, 1434.8638242474237, 1471.9082412788794, 1563.4157545423873, 1692.6566954703485, 1906.021131247685]"
500,4.677986,1856.607352,0.000000,0.687816,below_offset,-1.501942,-0.008408,118.934614,237.325786,"[1298.090732134722, 1316.5902159445022, 1357.19643904477, 1450.177507171837, 1778.1935304279477, 2244.3435751351135, 2520.7360000453477]"
500,5.745090,1954.072439,0.000000,0.709740,below_offset,-0.568118,-0.001819,148.031755,195.227747,"[1456.9165573687324, 1463.5190003148828, 1500.938884840696, 1610.912701415075, 1976.9136637610027, 2305.759697070541, 2418.095073115913]"
500,0.666896,452.494082,1344.438133,0.968746,below_offset,-0.435411,0.104055,121.133950,211.622501,"[1358.0183161289726, 1382.5586236343206, 1532.6704111652348, 1614.9847013155968, 1788.9257704784159, 2409.778318312946, 2533.1740209882573]"
500,6.362890,1727.366128,0.000000,0.769639,below_offset,-0.089088,-0.000413,125.160603,138.486972,"[1308.157238769922, 1316.896113121719, 1408.4860498831779, 1448.7742210007523, 1833.7519196499293, 1954.9628735168733, 2041.6195767432948]"
500,9.344516,1816.941135,0.000000,0.810129,below_offset,-0.120753,-0.002134,65.811563,91.151946,"[1507.3484406015484, 1539.4969140668295, 1543.1797251914086, 1716.7140058813764, 1770.322415942706, 1928.6926555641826, 2112.449818338935]"
500,8.873035,2132.252524,0.000000,0.830862,below_offset,-0.348230,-0.003328,41.532083,106.946148,"[1743.4160504640722, 1791.2376348280152, 1845.6387440185622, 1965.0403094945887, 2045.6313320418444, 2327.1765102375603, 2470.6279209612394]"
500,5.347409,1748.410550,0.000000,0.638857,below_offset,-1.518500,-0.007338,93.540567,212.409430,"[1276.9650741062294, 1312.01368042287, 1339.1516494103453, 1413.7108668277888, 1589.895080073868, 2168.6753562853346, 2247.3323286570944]"
500,6.406159,1749.380775,0.000000,0.662732,below_offset,-0.628464,-0.010214,60.426053,172.963242,"[1344.370636684442, 1399.2846143361578, 1420.941424347621, 1535.8798659379781, 1551.0243723247568, 1908.0858900280437, 2301.3822394219987]"
500,0.678301,551.291207,1554.887440,0.969381,below_offset,-0.644925,0.009200,163.040848,310.480099,"[1570.593373877417, 1627.0629628851048, 1800.6010529196194, 1821.074386049684, 1964.7078287886197, 2935.039864482287, 3089.241059978853]"
500,3.396895,2007.696640,0.000000,0.681949,below_offset,-0.969726,-0.010328,218.887675,340.463866,"[1189.8399985127164, 1242.88010878091, 1323.3813971931586, 1336.3745336959773, 2150.767503491823, 2605.992674527913, 2870.8050701321627]"
500,10.795559,1875.765885,0.000000,0.530130,below_offset,-0.774127,-0.003235,56.334279,129.457990,"[1621.4774825828495, 1645.8773799144756, 1647.6974524300533, 1713.7041307742484, 1728.11538356156, 1984.9331021127296, 2241.8311937107965]"
500,7.681597,2160.564208,0.000000,0.510818,below_offset,-0.492342,-0.009611,93.833908,217.200186,"[1741.1601629592985, 1817.6449244998937, 1870.9528795291687, 1880.1148142217921, 1920.9180468799987, 2214.034216208782, 2837.1223517452954]"
500,5.475598,2187.895540,0.000000,0.763004,below_offset,-0.627427,-0.008547,87.392674,208.293642,"[1590.356728534, 1660.068768201938, 1714.5269799692546, 1787.5561559809132, 2125.215337798136, 2502.5900724939243, 2833.92977710606]"
500,10.827247,1802.962455,0.000000,0.109266,below_offset,-0.400883,-0.006668,85.766741,174.831967,"[1555.6565586358022, 1616.1118143658093, 1632.8888344785846, 1638.2969539569187, 1657.274971639301, 1693.023208182765, 2300.017694194109]"
500,0.731162,472.027851,1495.887254,0.952288,below_offset,-0.659824,0.112099,150.094157,293.201005,"[1510.9972264604355, 1605.1023192547086, 1620.1339807163063, 1675.892948873281, 1958.6459733679026, 2630.979575023656, 3024.2802946674524]"
500,0.662646,491.014488,1271.302328,0.990930,below_offset,-1.264601,-0.010311,80.143518,309.910847,"[1284.1437657754404, 1333.05830346308, 1468.2027533058579, 1568.2129580829537, 1683.3230438501932, 2124.769536906564, 3100.5582380032415]"
500,4.765026,1862.588915,0.000000,0.741425,below_offset,-0.490442,-0.016015,107.719806,221.002787,"[1309.6866559512591, 1315.4156022886636, 1438.0338790152714, 1528.1009695327868, 1740.741197239075, 2029.7667050151388, 2647.1100393416564]"
500,5.961757,1598.301879,0.000000,0.643205,below_offset,-0.487907,-0.005358,117.730881,172.860416,"[1216.7614591734716, 1220.1254428737252, 1229.449654904153, 1402.1029593097178, 1433.4286239844093, 1880.8793055589067, 2053.5468158619487]"
500,6.431877,1813.686269,0.000000,0.781941,below_offset,-0.646664,-0.004144,79.203834,141.660887,"[1389.8145718682017, 1408.5710227755992, 1457.9946222027856, 1560.0236691992568, 1829.3524072807472, 1981.222810707929, 2259.3171949453586]"
500,4.811953,2288.157543,0.000000,0.795088,below_offset,-0.306195,-0.000137,194.837263,229.506428,"[1566.1130019450989, 1598.4493079097665, 1701.922420536986, 1899.09956041947, 2485.7523898858517, 2724.35577367116, 2775.8837827186726]"
