n,fold,seed,P_mse,P_mae,P_median_abs_error,P_q90_abs_error,P_q95_abs_error,P_cvar90_abs_error,P_within_10pct,P_within_20pct,P_over_10pct,P_over_20pct,P_under_10pct,P_under_20pct,P_over_any,P_signed_bias,P_positive_mse_contribution,P_negative_mse_contribution,Q_mse,Q_mae,Q_median_abs_error,Q_q90_abs_error,Q_q95_abs_error,Q_cvar90_abs_error,Q_within_10pct,Q_within_20pct,Q_over_10pct,Q_over_20pct,Q_under_10pct,Q_under_20pct,Q_over_any,Q_signed_bias,Q_positive_mse_contribution,Q_negative_mse_contribution,Q_lower_abs_error_rate
7,2,42,0.04859541064219419,0.14080689586805648,0.09777159243822098,0.28162294328212734,0.38650315403938235,0.5055754947165648,0.5091666666666667,0.7875,0.20375,0.10708333333333334,0.28708333333333336,0.10541666666666667,0.4033333333333333,0.0018954961517852098,0.03608550056079855,0.012509910081395643,0.04310361575367412,0.14262985478133183,0.10670293122529984,0.2976643711328506,0.37419755905866603,0.4591234733661016,0.47625,0.7691666666666667,0.14208333333333334,0.07125,0.38166666666666665,0.15958333333333333,0.3179166666666667,-0.04290092276279817,0.023518413313159587,0.019585202440514534,0.40541666666666665
7,2,2026,0.04671524999290665,0.14245159833698684,0.10258660092949867,0.28616679310798643,0.3803896352648726,0.4891237353285154,0.4925,0.7791666666666667,0.1725,0.09291666666666666,0.335,0.12791666666666668,0.3570833333333333,-0.017976333555082723,0.031411925746450874,0.015303324246455781,0.042617730113607116,0.1418976254595691,0.10828205198049545,0.29650303125381455,0.36654903590679144,0.4552370306104422,0.47541666666666665,0.765,0.14833333333333334,0.07333333333333333,0.37625,0.16166666666666665,0.33125,-0.0402066639979239,0.023455193572895605,0.019162536540711508,0.4891666666666667
7,2,3407,0.04909055553481711,0.13974012715749268,0.09549156948924065,0.27480249106883997,0.39236030876636424,0.5125690283874671,0.5170833333333333,0.7966666666666666,0.21333333333333335,0.11625,0.26958333333333334,0.08708333333333333,0.41125,0.011339498989764251,0.038310233912106896,0.010780321622710212,0.04330043398037795,0.14166461383981035,0.10401736944913864,0.2965615272521971,0.37398049980401965,0.4638021117697159,0.4825,0.7716666666666666,0.155,0.07666666666666666,0.3625,0.15166666666666667,0.335,-0.03511555032992722,0.02488045123413172,0.018419982746246226,0.41375
7,2,17,0.04622684206201351,0.1403184280090803,0.09974170103669167,0.28328598737716665,0.37226865291595446,0.4865613350023826,0.5,0.785,0.17416666666666666,0.09083333333333334,0.3258333333333333,0.12416666666666666,0.35375,-0.014606271619977634,0.03192617366280682,0.014300668399206694,0.04269714005211364,0.14208981112372385,0.10684791579842567,0.29917166829109193,0.3733027800917621,0.45642720771332584,0.4775,0.765,0.14291666666666666,0.07125,0.37958333333333333,0.16375,0.33166666666666667,-0.04242479304694219,0.023010673260815954,0.019686466791297697,0.48083333333333333
7,2,73,0.04998165829256424,0.14151393105661025,0.09831494092941284,0.2850961297750473,0.4001448705792427,0.5166967590649922,0.50875,0.7891666666666667,0.20958333333333334,0.11458333333333333,0.2816666666666667,0.09625,0.41208333333333336,0.008549204991315945,0.03826349694140121,0.011718161351163039,0.042870752235111574,0.1430200358665123,0.10617642477154732,0.2957754135131836,0.36461267471313463,0.4551171902567148,0.4708333333333333,0.7666666666666667,0.13916666666666666,0.07291666666666667,0.39,0.16041666666666668,0.30625,-0.04336690932052003,0.023831350489634587,0.019039401745476987,0.39708333333333334
7,2,314,0.04696118670206342,0.14113420861253265,0.10010569915175438,0.2820048004388807,0.3801288619637483,0.49238249522944294,0.4995833333333333,0.78125,0.17958333333333334,0.09666666666666666,0.32083333333333336,0.12208333333333334,0.3675,-0.012255564579618294,0.032613279576187766,0.014347907125875657,0.042565424637297455,0.13968055790083933,0.10327009856700897,0.29118214249610896,0.3660491824150082,0.45964420127371947,0.48541666666666666,0.78125,0.15625,0.07833333333333334,0.35833333333333334,0.14041666666666666,0.3375,-0.031905416815056924,0.025150153546927463,0.017415271090369996,0.49291666666666667
7,2,2718,0.04659296671907843,0.13898745064929016,0.09832433238625526,0.2783435821533203,0.3815764129161833,0.4927516515056292,0.51,0.7908333333333334,0.18833333333333332,0.0975,0.3016666666666667,0.11166666666666666,0.38416666666666666,-0.005598599854611924,0.03355238123096908,0.013040585488109342,0.04278303945204546,0.14220645737249923,0.1074879877269268,0.29645388424396496,0.36126977503299684,0.4560012189050516,0.47,0.7691666666666667,0.14208333333333334,0.07291666666666667,0.3879166666666667,0.15791666666666668,0.31583333333333335,-0.042404369547762145,0.023562530871633867,0.019220508580411588,0.40041666666666664
7,2,4099,0.046714048878731255,0.14968005891107253,0.11522957682609558,0.29335868954658506,0.37665758430957696,0.4750341876099507,0.43583333333333335,0.7633333333333333,0.13791666666666666,0.07958333333333334,0.42625,0.15708333333333332,0.2808333333333333,-0.04498506219230658,0.027611847893048633,0.019102200985682626,0.043236637573653036,0.14351461864068368,0.10791227594017982,0.29444600343704214,0.3658367350697515,0.4596309839437405,0.47,0.7720833333333333,0.13833333333333334,0.07291666666666667,0.39166666666666666,0.155,0.2995833333333333,-0.04323456237676206,0.024139283912639444,0.019097353661013595,0.5983333333333334
7,2,8128,0.046016928294076796,0.14204435716607502,0.10092167556285858,0.2872704803943634,0.38199422657489773,0.48450238232811293,0.4975,0.7820833333333334,0.16416666666666666,0.08708333333333333,0.3383333333333333,0.13083333333333333,0.3425,-0.021104282710863724,0.030615367669274942,0.01540156062480185,0.04271563558123676,0.14350099063793398,0.10971337929368019,0.293333950638771,0.3631008237600323,0.45397001976768175,0.46416666666666667,0.7708333333333334,0.13833333333333334,0.07083333333333333,0.3975,0.15833333333333333,0.2966666666666667,-0.045998510540330245,0.023408769202306893,0.019306866378929873,0.41791666666666666
7,2,12011,0.045997338544139815,0.14115635424831757,0.10107332095503807,0.2870372235774994,0.37265122383832894,0.48414771147072316,0.49166666666666664,0.7795833333333333,0.17541666666666667,0.09208333333333334,0.3329166666666667,0.12833333333333333,0.3675,-0.01627051540179309,0.030965525493148793,0.015031813050991029,0.04241268462069043,0.14294237496493223,0.10911239311099052,0.2943645894527434,0.36065891236066766,0.4525336015969515,0.46708333333333335,0.7683333333333333,0.1375,0.07041666666666667,0.3954166666666667,0.16125,0.3020833333333333,-0.04556280358193665,0.023162980894013512,0.019249703726676917,0.41583333333333333
7,3,42,0.04376814372289086,0.1422770531716727,0.10862238332629204,0.2768250465393066,0.3767851158976552,0.46854833078881103,0.46791666666666665,0.7895833333333333,0.15541666666666668,0.07958333333333334,0.37666666666666665,0.13083333333333333,0.3075,-0.03256072423901515,0.027269136664766963,0.016499007058123894,0.04275238204946917,0.14493762249968312,0.10958244279026985,0.29799121916294097,0.39297103881835926,0.465406821295619,0.46,0.7658333333333334,0.14666666666666667,0.07375,0.3933333333333333,0.16041666666666668,0.3129166666666667,-0.04220964232844987,0.023326638641894895,0.019425743407574268,0.5033333333333333
7,3,2026,0.04733932283037999,0.14456487733331982,0.10791141167283058,0.2894286394119262,0.39060904085636133,0.49248564889033636,0.4725,0.7858333333333334,0.16958333333333334,0.0875,0.35791666666666666,0.12666666666666668,0.345,-0.02306888660386562,0.030902666625048324,0.016436656205331673,0.0431397113882501,0.14525333562292264,0.11031852662563324,0.2859858691692352,0.3809052214026448,0.46612839264174305,0.4529166666666667,0.7708333333333334,0.14625,0.07625,0.4008333333333333,0.15291666666666667,0.29541666666666666,-0.04108962024201901,0.024880489138359618,0.018259222249890485,0.445
7,3,3407,0.04537794308170085,0.1425053987938865,0.10714518278837204,0.28361759483814236,0.38434541821479784,0.4801138446976741,0.47541666666666665,0.7883333333333333,0.16166666666666665,0.08583333333333333,0.36291666666666667,0.12583333333333332,0.33625,-0.025808380555452003,0.029196339148803575,0.016181603932897276,0.042479795600402215,0.14424611981636493,0.11078456044197083,0.2905341476202011,0.38427327275276174,0.4636415402094523,0.45916666666666667,0.7704166666666666,0.14833333333333334,0.07875,0.3925,0.15083333333333335,0.30541666666666667,-0.040781967775234684,0.023920813925667896,0.018558981674734312,0.4583333333333333
7,3,17,0.04476299589284219,0.14679214109580244,0.11480120196938515,0.28224640786647787,0.36342344284057554,0.46801757675906025,0.4354166666666667,0.7795833333333333,0.1425,0.07708333333333334,0.4220833333333333,0.14333333333333334,0.28,-0.042622756470073,0.02686499858268049,0.0178979973101617,0.042374696509506586,0.1426078443992216,0.10743536800146103,0.2889169186353682,0.38272742927074416,0.4645754313717286,0.46875,0.7704166666666666,0.15625,0.07791666666666666,0.375,0.15166666666666667,0.32166666666666666,-0.0359012823311653,0.024394801025468132,0.017979895484038468,0.6004166666666667
7,3,73,0.04727529191332024,0.14499439949411908,0.10871707648038864,0.28435823023319234,0.38759349286556194,0.4909815556059281,0.46041666666666664,0.785,0.17041666666666666,0.08958333333333333,0.36916666666666664,0.12541666666666668,0.33208333333333334,-0.02365658538747463,0.03126037152687793,0.016014920386442318,0.042785221486889034,0.14614842686830115,0.11145389080047607,0.3034800857305527,0.3939326241612433,0.46289067740241685,0.45916666666666667,0.76,0.14208333333333334,0.07291666666666667,0.39875,0.16708333333333333,0.31,-0.04566490912978452,0.022466165717457184,0.020319055769431854,0.49666666666666665
7,3,314,0.04514164568206157,0.14374942430494683,0.10861203074455261,0.27645168900489797,0.379374487698078,0.47759671273330845,0.46708333333333335,0.7841666666666667,0.15666666666666668,0.08458333333333333,0.37625,0.13125,0.31708333333333333,-0.030995529030895645,0.02846674551761398,0.01667490016444758,0.042757147843415506,0.1452187974122262,0.10940777510404587,0.2984390258789062,0.3814752668142318,0.4626388408243656,0.46166666666666667,0.7666666666666667,0.14458333333333334,0.0725,0.39375,0.16083333333333333,0.3020833333333333,-0.043108703937502164,0.023704310605417375,0.019052837237998128,0.4975
7,3,2718,0.046797222110108797,0.14183470918928834,0.10555138811469078,0.2812373161315918,0.3885062500834462,0.4931278519332409,0.4766666666666667,0.795,0.18375,0.09416666666666666,0.33958333333333335,0.11083333333333334,0.365,-0.013086932566496519,0.032316336657658117,0.014480885452450683,0.043036306849710895,0.14324070063621397,0.10845335572957993,0.2898279666900634,0.38632009923458077,0.46941922257343927,0.47,0.7758333333333334,0.1525,0.08166666666666667,0.3775,0.1425,0.3233333333333333,-0.03424375645080697,0.025524632424376765,0.01751167442533413,0.46416666666666667
7,3,4099,0.04690406897056338,0.14267852045506857,0.10433691740036011,0.2852563768625259,0.39617705792188596,0.49298961150149506,0.48125,0.7879166666666667,0.18,0.09333333333333334,0.33875,0.11875,0.36375,-0.015974048847446826,0.031585592899474706,0.01531847607108867,0.042922880036376156,0.14451567915049054,0.10950028151273727,0.2941347122192382,0.38401031941175423,0.46704780620833236,0.46125,0.7695833333333333,0.15291666666666667,0.07791666666666666,0.3858333333333333,0.1525,0.30875,-0.0391924838807275,0.024434698873703146,0.01848818116267301,0.435
7,3,8128,0.04582925366133024,0.14245344638012813,0.10594379529356956,0.27690517604351045,0.38063787817955,0.4841017680863539,0.47458333333333336,0.7904166666666667,0.16875,0.0925,0.3566666666666667,0.11708333333333333,0.3358333333333333,-0.02121009864266322,0.030737002074404073,0.015092251586926174,0.04300977015459045,0.14434743965395683,0.10886242240667343,0.29271973669528956,0.38667230904102295,0.466852455213666,0.46541666666666665,0.7675,0.14875,0.08,0.3858333333333333,0.1525,0.3145833333333333,-0.03793198560765328,0.024655606424412776,0.018354163730177682,0.47791666666666666
7,3,12011,0.04642328112116999,0.14011517730651274,0.10130620002746582,0.2810770541429519,0.3907844707369804,0.49338883012533186,0.49583333333333335,0.7958333333333333,0.19208333333333333,0.09958333333333333,0.3120833333333333,0.10458333333333333,0.3958333333333333,-0.006444174484295217,0.03259483398408626,0.013828447137083725,0.042724530413332955,0.14344984486578294,0.10765905305743217,0.2905537754297256,0.38605305999517425,0.46635100183387596,0.47041666666666665,0.7741666666666667,0.1525,0.08,0.3770833333333333,0.14583333333333334,0.31666666666666665,-0.036249041574527234,0.024843847285688885,0.017880683127644063,0.42375
7,4,42,0.04304600571931444,0.13897734122254557,0.09940022602677345,0.27687859535217285,0.3844172030687322,0.47398988902568817,0.5025,0.78625,0.18,0.10375,0.3175,0.11,0.36541666666666667,-0.010966390420018493,0.029547992238494157,0.013498013480820283,0.04170265630495895,0.14584262782852117,0.11309667304158211,0.2996452808380127,0.38057525604963277,0.45313568649192654,0.44875,0.7616666666666667,0.15,0.07708333333333334,0.40125,0.16125,0.3225,-0.04423144573635606,0.021742167207409794,0.01996048909754916,0.3983333333333333
7,4,2026,0.041916570810659776,0.14384259051940412,0.10958658903837204,0.281471636891365,0.3666902482509612,0.4540915823231141,0.45916666666666667,0.7729166666666667,0.14916666666666667,0.08416666666666667,0.39166666666666666,0.14291666666666666,0.3070833333333333,-0.036058078489938146,0.02490144823666509,0.01701512257399469,0.04129301796080436,0.14506489010364249,0.11045564338564873,0.30121796131134027,0.3908970281481743,0.45071247530480224,0.4508333333333333,0.7641666666666667,0.15458333333333332,0.07541666666666667,0.39458333333333334,0.16041666666666668,0.3383333333333333,-0.04143516430848119,0.021336795059968775,0.019956222900835582,0.52125
7,4,3407,0.04369285665649211,0.13928012283945768,0.09841256216168404,0.28256672024726864,0.38945990800857494,0.4785926947991053,0.5041666666666667,0.78625,0.18458333333333332,0.10625,0.31125,0.1075,0.37958333333333333,-0.008065801676639239,0.03028522599958111,0.013407630656911008,0.04115226331649592,0.14468658797047587,0.11260060966014862,0.29464893341064446,0.38252362906932813,0.4499576758593321,0.45208333333333334,0.7629166666666667,0.14791666666666667,0.07583333333333334,0.4,0.16125,0.30666666666666664,-0.045443429075518606,0.021406229994639474,0.01974603332185645,0.41375
7,4,17,0.04294149062093083,0.1386489628537447,0.0990937128663063,0.27645750939846037,0.3886596232652664,0.4733771783610185,0.5054166666666666,0.7895833333333333,0.18083333333333335,0.10583333333333333,0.31375,0.10458333333333333,0.3754166666666667,-0.008786931989842135,0.029799034266374827,0.013142456354556,0.04182127118871726,0.14490386166750796,0.11044521257281303,0.3019763648509979,0.38215285092592216,0.4553697974731525,0.45208333333333334,0.76625,0.15375,0.08041666666666666,0.39416666666666667,0.15333333333333332,0.32458333333333333,-0.04072891385838072,0.02245156098539171,0.01936971020332555,0.41333333333333333
7,4,73,0.04295591473883883,0.1415643947997402,0.10349123924970627,0.28057658374309535,0.38572246879339167,0.4683485166480144,0.48625,0.78,0.16333333333333333,0.09833333333333333,0.35041666666666665,0.12166666666666667,0.3433333333333333,-0.021206418183622493,0.027977084817481235,0.014978829921357588,0.04136741583786001,0.1464666796869263,0.11405334621667862,0.2979313552379608,0.377660895884037,0.4491384752094746,0.44208333333333333,0.7670833333333333,0.1475,0.07541666666666667,0.41041666666666665,0.1575,0.3070833333333333,-0.04732105185858473,0.02138705938138756,0.01998035645647245,0.41041666666666665
7,4,314,0.04234702157585036,0.13975588797524022,0.10107780620455742,0.2796627700328827,0.37225582897663106,0.46593732622762524,0.49291666666666667,0.7829166666666667,0.16833333333333333,0.1,0.33875,0.11708333333333333,0.3466666666666667,-0.018733938071967108,0.027848924955995037,0.014498096619855325,0.04148165299448074,0.14591622303835947,0.11326246336102486,0.29701568782329535,0.37835124284029004,0.4515621496985356,0.44,0.7675,0.14958333333333335,0.07458333333333333,0.41041666666666665,0.15791666666666668,0.30791666666666667,-0.046456986187556594,0.021527050557181314,0.019954602437299424,0.4125
7,4,2718,0.0428613571109016,0.13970021486429385,0.10226167365908623,0.27905643582344053,0.38105762749910316,0.4690884057432413,0.49375,0.7858333333333334,0.17375,0.10125,0.3325,0.11291666666666667,0.3625,-0.015464257776951247,0.028777616052000323,0.014083741058901277,0.04148185497817787,0.14390703472545283,0.11067068204283714,0.2862995594739913,0.37465795129537577,0.45633418473104637,0.45,0.7720833333333333,0.16125,0.08708333333333333,0.38875,0.14083333333333334,0.325,-0.0329641899399212,0.024419836561634392,0.01706201841654347,0.4270833333333333
7,4,4099,0.04150804236675066,0.14185364566747674,0.1060539111495018,0.27964503467082974,0.3688503518700591,0.453958244000872,0.4741666666666667,0.78,0.15333333333333332,0.08541666666666667,0.3725,0.13458333333333333,0.31333333333333335,-0.032740484279705884,0.024902620486035032,0.016605421880715638,0.042010925010386946,0.14761421734652383,0.11314409971237183,0.30614691376686093,0.3919246539473529,0.45476097278296945,0.4375,0.7666666666666667,0.14708333333333334,0.07208333333333333,0.41541666666666666,0.16125,0.305,-0.049910887057112635,0.02089067966459518,0.02112024534579177,0.445
7,4,8128,0.04198740092322811,0.14238094735730253,0.10791299864649773,0.27779448628425596,0.3720439255237575,0.4563737167666356,0.4666666666666667,0.7816666666666666,0.15375,0.08666666666666667,0.37958333333333333,0.13166666666666665,0.31583333333333335,-0.032049521153333746,0.025694103084313382,0.016293297838914728,0.04117327049233348,0.1433549579707445,0.10872920230031013,0.2930489838123321,0.38476757109165144,0.4552343086649974,0.46708333333333335,0.7745833333333333,0.16083333333333333,0.08166666666666667,0.3720833333333333,0.14375,0.33208333333333334,-0.03470664684002259,0.02310745313234551,0.018065817359987975,0.5266666666666666
7,4,12011,0.04237719941112938,0.14326440202042856,0.10759571939706802,0.28635798394680023,0.3747322931885714,0.45943289349476496,0.46791666666666665,0.7720833333333333,0.15458333333333332,0.08541666666666667,0.3775,0.1425,0.32416666666666666,-0.033323674035518704,0.025112204612371257,0.017264994798758117,0.041405023522554804,0.1433613770469674,0.10878865420818329,0.29610619246959685,0.38133057057857495,0.4553395943095287,0.46375,0.77125,0.16375,0.08375,0.3725,0.145,0.3433333333333333,-0.032499728247858004,0.023503067765578336,0.017901955756976465,0.5170833333333333
7,5,42,0.04254107640762512,0.14151670594975257,0.1066536121070385,0.2833994001150131,0.36876782774925204,0.45957898373405137,0.4716666666666667,0.7820833333333334,0.15583333333333332,0.09166666666666666,0.3725,0.12625,0.3254166666666667,-0.02890021663254629,0.026549124101822523,0.015991952305802595,0.04081773339608908,0.14320693271560903,0.10812721401453018,0.29645632803440086,0.3797704905271521,0.4507222754259904,0.47,0.7629166666666667,0.15666666666666668,0.08708333333333333,0.37333333333333335,0.15,0.33625,-0.03525955558566475,0.02238397798671415,0.018433755409374926,0.5079166666666667
7,5,2026,0.042193723166359505,0.14290361951585662,0.11091072484850883,0.27911561727523804,0.36357811093330344,0.4530275847762823,0.46041666666666664,0.7775,0.14708333333333334,0.08583333333333333,0.3925,0.13666666666666666,0.31125,-0.036412248160924414,0.025200789678306027,0.01699293348805348,0.040056608350016794,0.14495280069363617,0.11120788753032684,0.2968467175960539,0.3695103645324701,0.4426123427848021,0.4583333333333333,0.7579166666666667,0.14625,0.08291666666666667,0.3954166666666667,0.15916666666666668,0.315,-0.04328351575620824,0.02046676157019126,0.019589846779825535,0.5029166666666667
7,5,3407,0.042447165763299315,0.13908296130635184,0.10314766317605972,0.2815385431051254,0.3644769310951231,0.46315386667847636,0.48583333333333334,0.7908333333333334,0.16291666666666665,0.09666666666666666,0.35125,0.1125,0.33666666666666667,-0.02126148736122559,0.027994631235912674,0.014452534527386636,0.04025499058896269,0.1454530607370058,0.11282883957028389,0.2958787858486175,0.38064564615488045,0.44510139102737106,0.45375,0.7608333333333334,0.14375,0.08166666666666667,0.4025,0.1575,0.3125,-0.04500881193496752,0.020498892221908285,0.019756098367054397,0.425
7,5,17,0.04185323908314046,0.14083283876913963,0.10675545781850815,0.2824298292398453,0.3664067849516868,0.4554337915033102,0.47625,0.7829166666666667,0.15416666666666667,0.09041666666666667,0.3695833333333333,0.12666666666666668,0.3258333333333333,-0.030120896797563242,0.025805572689466434,0.016047666393674033,0.04029140129560748,0.1462954010651083,0.11544067040085793,0.29529064595699306,0.37394758462905886,0.4379255961626768,0.44708333333333333,0.7508333333333334,0.1375,0.08,0.41541666666666666,0.16916666666666666,0.2995833333333333,-0.05093610258691721,0.019789936420408483,0.020501464875198994,0.4125
7,5,73,0.04242768168692058,0.14203952549568044,0.1092158742249012,0.2820961505174637,0.3668776467442502,0.45783333020905653,0.47,0.78,0.15416666666666667,0.08833333333333333,0.37583333333333335,0.13166666666666665,0.3229166666666667,-0.03123450422861462,0.026029668969632068,0.016398012717288506,0.04034540979721923,0.14283676480986135,0.10751498490571976,0.2933588206768035,0.38238984942436166,0.44779779923458896,0.46958333333333335,0.7645833333333333,0.15875,0.08791666666666667,0.37166666666666665,0.1475,0.3516666666666667,-0.03257625500913946,0.022319168491089992,0.018026241306129235,0.5079166666666667
7,5,314,0.043072916877031645,0.14221667866144874,0.10609885677695274,0.2858850508928299,0.3659431725740432,0.46141729727387426,0.47208333333333335,0.7754166666666666,0.15458333333333332,0.09125,0.37333333333333335,0.13333333333333333,0.32916666666666666,-0.029329348398071033,0.02666828582845034,0.016404631048581312,0.04011971905798199,0.14592975859793114,0.11351276934146881,0.2962988168001173,0.37574726045131623,0.44142512840529285,0.445,0.7529166666666667,0.13875,0.07916666666666666,0.41625,0.16791666666666666,0.2995833333333333,-0.049844006275516224,0.019625156069581134,0.02049456298840086,0.43875
7,5,2718,0.04328709651897816,0.13871005392572747,0.10008568689227104,0.2846565634012222,0.3760760247707364,0.47095228793720406,0.4995833333333333,0.7875,0.17583333333333334,0.10333333333333333,0.32458333333333333,0.10916666666666666,0.36666666666666664,-0.012091051204843098,0.029499092885817233,0.013788003633160932,0.04085346772851416,0.1445827378917117,0.1110663115978241,0.29278728365898127,0.37694799154996866,0.44937993461887044,0.4558333333333333,0.7595833333333334,0.14541666666666667,0.08458333333333333,0.39875,0.15583333333333332,0.31875,-0.04210650502194767,0.02170396203588027,0.01914950569263389,0.39708333333333334
