beta,eta,gamma,gamma_over_eta,n,repeat_id,x_min,x_max,range,Q1,Med,Q3,IQR,x_bar,s,CV,g1,g2
1.5,1.0,0.1,0.1,7,11,0.2694962165961228,1.6718022713469634,1.4023060547508406,0.8081268601976883,0.9880917049974326,1.16071880716868,0.3525919469709917,0.981011646810465,0.440931144871245,0.4494657594584445,-0.0006824567617505574,-1.1073627920253803
1.5,1.0,0.1,0.1,7,12,0.681938260634437,1.8947467807758773,1.2128085201414405,1.0686211330599105,1.3244209230215915,1.8036414941232366,0.7350203610633261,1.3779473169711713,0.48711843063735666,0.3535101992927266,-0.21752208932558528,-1.8083850627061995
1.5,1.0,0.1,0.1,7,13,0.14624568450332634,1.483729337671677,1.3374836531683505,0.32382821358721264,0.9347215213867881,1.1087088508373562,0.7848806372501436,0.7756815246301327,0.5180094222745767,0.6678119896198101,0.05608202849138585,-1.8953150902289972
1.5,1.0,0.1,0.1,7,14,0.4107031091725051,2.3423579828103156,1.9316548736378105,0.8837863664300937,1.0604178683744478,2.0089042835898665,1.125117917159773,1.3712657514853126,0.7364027224449029,0.5370240754917522,0.10337371624460052,-1.9313402974951361
1.5,1.0,0.1,0.1,7,15,0.5794357051388076,1.776064638484926,1.1966289333461182,0.7164942223505593,1.1238309034093785,1.428521264431093,0.7120270420805337,1.109908888656631,0.45840249841720815,0.4130091245345659,0.09254354616788733,-1.8155487320977888
1.5,1.0,0.1,0.1,7,16,0.48461534894225466,2.017507747737542,1.5328923987952872,0.955280000739353,1.6801575898447365,1.7600595630395914,0.8047795623002384,1.373279973440346,0.574433186325845,0.41829284445674453,-0.34793826683090073,-1.7616108587860833
1.5,1.0,0.1,0.1,7,17,0.2965073210692205,2.536845818748623,2.2403384976794025,1.3117175468415487,1.403117771539796,1.687847867895027,0.3761303210534783,1.4622288201186844,0.6862072984045514,0.4692885880534445,-0.10435415130274148,-0.9102034012464029
1.5,1.0,0.1,0.1,7,18,0.2696980174699901,1.623281307386767,1.3535832899167768,0.4527380495081241,1.11912168368241,1.2237839211358341,0.77104587162771,0.9093064214038691,0.5153895349324396,0.5667941222022108,-0.03976208373147548,-1.8746947537751157
1.5,1.0,0.1,0.1,7,19,0.3527041817961549,1.4709836586950167,1.1182794768988618,0.5125439650530252,0.6664232034227082,0.8735658083831906,0.3610218433301654,0.751761512969473,0.37877060136129165,0.5038440979309252,0.6984671152977313,-0.8452305873071557
1.5,1.0,0.1,0.1,7,20,0.23817704275987756,2.2323284973789677,1.9941514546190902,0.8837288615750005,1.3261366759090036,1.6153410327261837,0.7316121711511832,1.2563974292357454,0.7090790478905821,0.5643748000359314,-0.16459909952120588,-1.57243510220509
1.5,1.0,0.1,0.1,7,21,0.26378542850621667,2.4883996782267093,2.2246142497204926,0.605936626222926,0.892800895354898,1.2380386133686205,0.6321019871456945,1.0475623544672739,0.7477158657977668,0.7137674073616452,0.8356929877798548,-0.7959707544310555
1.5,1.0,0.1,0.1,7,22,0.4938325858313154,1.4352609740672693,0.9414283882359539,0.7034073354269919,0.8881028367715569,1.1396710393283545,0.4362637039013626,0.9290504494544047,0.33389764878722195,0.3593966818306875,0.09310141534972782,-1.6150020182464435
1.5,1.0,0.1,0.1,7,23,0.33463311328300205,1.8273593517354432,1.4927262384524411,0.46690896253626435,0.5576053947174124,0.7081575254588921,0.24124856292262775,0.7242472622465959,0.5121568949624423,0.7071575160308444,1.3085190982911015,0.15675927581690985
1.5,1.0,0.1,0.1,7,24,0.3097869092281673,2.344547000885156,2.0347600916569886,0.6224013303218519,1.0389294237109727,1.8751142550998185,1.2527129247779667,1.2411849292382338,0.8034456485191568,0.6473214664411567,0.2234922502966692,-1.8718561626215235
1.5,1.0,0.1,0.1,7,25,0.4967837015210863,2.3331139782474026,1.8363302767263163,1.0287914836332495,1.0861525833425616,1.5717042909457,0.5429128073124505,1.30243454460985,0.6267983699896024,0.4812513401027478,0.4672895478641941,-1.3781432963844225
1.5,1.0,0.1,0.1,7,26,0.3427623230804041,2.411740568122091,2.068978245041687,0.43828834816901135,1.32097657623279,1.7347686606711226,1.2964803125021112,1.2030847835879361,0.811581511157008,0.6745838050886526,0.14354857741296292,-1.837473989743953
1.5,1.0,0.1,0.1,7,27,0.4044431034360553,2.263578597280347,1.8591354938442914,0.48948248410069106,1.0632813803775065,2.099590914888801,1.6101084307881097,1.2727785541532701,0.8547029653930668,0.6715252724867503,0.10449611378740123,-2.128495492708809
1.5,1.0,0.1,0.1,7,28,0.6455821205051738,1.8973589518846183,1.2517768313794444,0.8068766685669637,1.26841623436434,1.6779429657342753,0.8710662971673115,1.2544280821938012,0.5167906576947482,0.4119731254668351,-0.02693943380811906,-1.9530814909767493
1.5,1.0,0.1,0.1,7,29,0.16634382015565236,2.7607317208440545,2.5943879006884023,0.8338987180712565,0.9574537946076805,1.9261054169346328,1.0922066988633763,1.3435053722313095,0.900529319002513,0.6702833778080867,0.29453441604242603,-1.5657599103424669
1.5,1.0,0.1,0.1,7,30,0.2539298746025008,1.8187573502496488,1.564827475647148,0.3337614347454698,0.5269812457089456,1.3410196186375374,1.0072581838920676,0.8498900824753014,0.6837437297060266,0.8045084226828789,0.5255017332106234,-1.7463676168572029
1.5,1.0,0.1,0.1,7,31,0.10778325249798254,2.619557648834752,2.5117743963367696,0.41581654419071423,0.6419372405064911,0.9252582883198437,0.5094417441291295,0.8644896866943347,0.8372772497084326,0.9685219645708465,1.143853793344173,-0.09873193102778899
1.5,1.0,0.1,0.1,7,32,0.15357652332274843,2.409138435549903,2.2555619122271544,0.44260632898077457,1.0668810913301132,1.9874053547955985,1.5447990258148239,1.2128027739650729,0.9376589635272887,0.7731339205811316,0.17029117080324369,-1.910659402215381
1.5,1.0,0.1,0.1,7,33,0.36262931119908126,1.3761202998641022,1.013490988665021,0.48129597742851904,0.5696347940621209,1.116811353349451,0.635515375920932,0.7863712952401778,0.41332706463456237,0.5256131132155858,0.34791180656592197,-1.8873416161940348
1.5,1.0,0.1,0.1,7,34,0.3243922034030424,1.5737114284482137,1.2493192250451712,0.47270907657976075,0.6768087999257679,1.2054531688485444,0.7327440922687836,0.8473195603762333,0.4812393480714949,0.5679549612401386,0.2809494342358898,-1.8163271600523956
1.5,1.0,0.1,0.1,7,35,0.17324337504754356,1.531767323536972,1.3585239484894285,0.51292368194003,0.7358938909291862,0.9970258597744094,0.48410217783437937,0.7801148104203686,0.44490928978551747,0.5703125794340144,0.2774925909683637,-1.2636687620298954
1.5,1.0,0.1,0.1,7,36,0.4772199332410083,1.0510525454216113,0.573832612180603,0.590381239802568,0.62559553066876,0.7483308204834882,0.15794958068092024,0.6901845899862131,0.1861736988143758,0.26974479221289877,0.78814479446349,-0.705262266651709
1.5,1.0,0.1,0.1,7,37,0.24908149271968788,2.0499449215458716,1.8008634288261838,0.45299745998048946,1.4818285536123004,1.940576842732479,1.4875793827519894,1.224000510471971,0.8106293720422407,0.662278622522522,-0.1584263265915923,-2.1045809759414262
1.5,1.0,0.1,0.1,7,38,0.6801172610284725,2.490267462217086,1.8101502011886137,0.9057101378795636,1.1191146396847944,1.7636704704254416,0.857960332545878,1.3754657970771949,0.7370653491321972,0.5358659958673121,0.6091900953183556,-1.6276918167024186
1.5,1.0,0.1,0.1,7,39,0.5799613417198508,1.5316678638887917,0.9517065221689409,0.713693521233741,0.890669437614391,1.3898452772024412,0.6761517559687003,1.0299108914421997,0.4021025522086972,0.3904246042544777,0.07826040708206568,-2.0050472555186687
1.5,1.0,0.1,0.1,7,40,0.4683794739498144,2.36415106907713,1.8957715951273155,0.7462341540269049,0.9623513465518578,1.9123576999970497,1.166123545970145,1.3017236568038157,0.7805147588637529,0.5996009635256903,0.36953961069799723,-1.8183165222056406
1.5,1.0,0.1,0.1,7,41,0.3949278561803403,2.5252266232328315,2.130298767052491,0.5880033269440901,1.0908597145269996,1.4390259183307266,0.8510225913866365,1.1521532406414008,0.7632095956450653,0.6624202134953754,0.634569390048607,-1.2012902680391477
1.5,1.0,0.1,0.1,7,42,0.47150827731156864,2.3588460356735177,1.887337758361949,0.9671727063089783,1.2017442757724208,1.4066082794173271,0.4394355731083488,1.2542372228871597,0.5938494818296669,0.47347461149547937,0.5474728465381397,-0.8117366299739146
1.5,1.0,0.1,0.1,7,43,0.39038952345251654,1.2121434093021481,0.8217538858496316,0.5081392243593807,0.6821747819853307,0.9583599632199747,0.450220738860594,0.7453865842712437,0.307286414579958,0.4122510668479344,0.1911934386128936,-1.7326698173108466
1.5,1.0,0.1,0.1,7,44,0.28127710661382266,2.1310401827194414,1.8497630761056187,0.754308084837646,1.0075624607238776,1.3504372079154179,0.5961291230777719,1.0899100479376098,0.5988552850816597,0.5494538620089319,0.37488487076063626,-1.1547997132642347
1.5,1.0,0.1,0.1,7,45,0.24261080752215936,2.292707826086733,2.0500970185645735,0.587648692757044,1.0976061515315632,1.9255117596542464,1.3378630668972025,1.237035098566148,0.8191935145869114,0.6622233399330719,0.10502692175633095,-1.9408732310045091
1.5,1.0,0.1,0.1,7,46,0.22563116355647794,1.6438545860507108,1.4182234224942327,0.3387452376964789,0.8003814697175995,0.9213197848464407,0.5825745471499618,0.7414281806300896,0.49916485566385144,0.6732477517102803,0.521031206273197,-1.136656580207944
1.5,1.0,0.1,0.1,7,47,0.16125064543785528,1.929793373266979,1.7685427278291237,0.43028845820127487,0.6769981082134336,1.304050818302753,0.8737623601014781,0.890960097132332,0.7034375235005913,0.7895275285219777,0.5279408874839311,-1.6579442797445902
1.5,1.0,0.1,0.1,7,48,0.23894510368706923,1.7130325987929886,1.4740874951059193,0.6870621749780794,0.8781737675793185,1.4546464195383946,0.7675842445603152,1.0162240941560463,0.5365476770982931,0.5279816530466,-0.049829716853207105,-1.776201503530863
1.5,1.0,0.1,0.1,7,49,0.14309662605211348,1.5768455952282663,1.4337489691761527,0.4397614627250296,0.9299167890998122,1.1729356442501233,0.7331741815250937,0.8393218891900711,0.521942472742613,0.6218621001845633,-0.05511950944206794,-1.7266821169376627
1.5,1.0,0.1,0.1,7,50,0.27468113355578405,1.6461019635754552,1.3714208300196713,0.7294643769973026,1.1750481615805828,1.2292173453122541,0.49975296831495153,1.001884957618705,0.5200832815859745,0.5191047910551688,-0.4530026843988667,-1.5895949542707275
1.5,1.0,0.1,0.1,7,51,0.3371463605426187,2.5907782332844147,2.253631872741796,0.8083683078372557,1.2314996808045897,1.69853416563137,0.8901658577941143,1.3104613173669821,0.7742353170847035,0.5908112714386108,0.39119825747194525,-1.4272252874335458
1.5,1.0,0.1,0.1,7,52,0.22673289515030287,1.9307293241367345,1.7039964289864316,0.43522220892096664,0.5696173668928974,1.1862538846346464,0.7510316757136798,0.8528616818987373,0.6351994099771853,0.7447859640768857,0.5987108179343436,-1.4493589421514343
1.5,1.0,0.1,0.1,7,53,0.3093268019037573,2.1538845270999234,1.8445577251961662,0.8220997636013847,1.2706892857237833,1.6639478301464237,0.841848066545039,1.2437136860318687,0.6384815952254393,0.5133670252214938,-0.031233217728208133,-1.6146045243689602
1.5,1.0,0.1,0.1,7,54,0.25279799386177937,1.887855872674562,1.6350578788127828,0.5606660393575423,0.7964939127230947,0.9608377111485071,0.4001716717909648,0.8543078971816479,0.5311211362189706,0.6216975612318851,0.7561831509463666,-0.6347254734413759
1.5,1.0,0.1,0.1,7,55,0.7613128801711423,2.4466303735018697,1.6853174933307273,0.8540784833563047,1.5950077028826481,2.2753312032257544,1.4212527198694498,1.5802529042456828,0.7598984455628585,0.4808714121146248,-0.004051370942456048,-2.0981805918278873
1.5,1.0,0.1,0.1,7,56,0.226226276178501,3.19134905511685,2.965122778938349,0.27057685443584467,0.3524670544626194,1.09033190501886,0.8197550505830153,0.9274085578096256,1.137744460431513,1.2267996136661317,1.0623476262266334,-0.6515115605383364
1.5,1.0,0.1,0.1,7,57,0.1885484108305396,2.518842820226097,2.3302944093955573,0.6217646240464616,1.2572280014173804,1.707920420744777,1.0861557966983153,1.2319984745794994,0.8317653032563751,0.675135010650293,0.21164139596184686,-1.6101877803084546
1.5,1.0,0.1,0.1,7,58,0.3234495943922071,1.473536415121136,1.150086820728929,0.6268457618291478,1.1215436044724238,1.3898272871877735,0.7629815253586257,0.993125101717087,0.4639717979463136,0.46718363793656875,-0.23485779765218529,-1.917393596535205
1.5,1.0,0.1,0.1,7,59,0.3083768124628734,1.4081536876842697,1.0997768752213963,0.5767055411803406,0.7339510427083393,1.201642927412208,0.6249373862318675,0.8581683542915115,0.41214372672219507,0.48025975866058773,0.08020420770219065,-1.8773838140777683
1.5,1.0,0.1,0.1,7,60,0.14471985722322533,1.814459782239436,1.6697399250162106,0.5059245619421252,0.8684085378426037,1.5663920213385487,1.0604674593964236,0.9960316205523733,0.6804740972252388,0.6831852354726103,-0.11561943642428292,-1.8857648903733684
1.5,1.0,0.1,0.1,7,61,0.13260593932521908,1.7835941411875358,1.6509882018623168,0.4375205925184276,1.0696316771163483,1.3050259544347487,0.8675053619163211,0.9244178359336365,0.6100826539116893,0.6599641744206749,0.011159682931788721,-1.7754311436111772
1.5,1.0,0.1,0.1,7,62,0.23128566522380717,1.0985364217098808,0.8672507564860736,0.36400552519671464,0.5477227448625411,0.8886050272877364,0.5245995020910217,0.6261094195378759,0.33316761629593455,0.5321236287130797,0.1782198012627709,-1.8938676050083523
1.5,1.0,0.1,0.1,7,63,0.24712463754436187,2.114716358343587,1.867591720799225,0.7877805918840778,1.1802454970117477,1.350268947158551,0.5624883552744732,1.1168836529978505,0.6129536591715105,0.548807082569674,0.12448954868112054,-1.2810289254709575
1.5,1.0,0.1,0.1,7,64,0.4419836381742369,1.7025218177024075,1.2605381795281705,0.7684971590886442,0.9457274712619039,1.3976747894570662,0.629177630368422,1.0603681177471387,0.4550940528811368,0.42918496441408577,0.09362236184383128,-1.7355393755224255
1.5,1.0,0.1,0.1,7,65,0.49960350949280863,1.702844765579822,1.2032412560870134,0.7147513089421678,1.0302536462685818,1.2650521473743779,0.5503008384322101,1.0274726905677576,0.4286128321518882,0.41715252978163997,0.23288966515622297,-1.568726581610751
1.5,1.0,0.1,0.1,7,66,0.24951503081005694,1.5601444762801178,1.3106294454700609,0.4318402736423777,0.5707627887549261,0.9226168169189097,0.49077654327653203,0.7270480681382393,0.47259212121442035,0.6500149603926363,0.676218499586121,-1.290855168089814
1.5,1.0,0.1,0.1,7,67,0.24707058923621913,1.8034318974469954,1.5563613082107763,0.6607049833877194,0.9374491522007478,0.9717054825687055,0.31100049918098605,0.8932532243995447,0.49685795150831824,0.5562341539179017,0.44483280319641055,-0.8685186996408398
1.5,1.0,0.1,0.1,7,68,0.1655261864806407,1.3419702597218444,1.1764440732412036,0.2947768711646349,0.3825633988113739,0.6776743664801896,0.3828974953155547,0.5478517600433582,0.4042173620966619,0.7378225125436692,0.8682429766494411,-0.6764626500394577
1.5,1.0,0.1,0.1,7,69,0.6832401282406175,1.548288733043659,0.8650486048030415,1.2264630926176798,1.2823248074437938,1.4098333004227177,0.18337020780503788,1.2552066364012664,0.28328107273179165,0.2256848111829389,-0.9250064913523843,-0.38175151335267987
1.5,1.0,0.1,0.1,7,70,0.46204042068158,1.8549143063630171,1.392873885681437,0.7758252058373662,1.235697176609657,1.4299942190271344,0.6541690131897682,1.1377558219118935,0.4876543682238129,0.4286107430365461,0.004127565595508135,-1.6548798236757902
1.5,1.0,0.1,0.1,7,71,0.3208832664232116,1.8662640071011984,1.545380740677987,0.8314024446351997,1.624164328434351,1.6985983779579548,0.867195933322755,1.2673304638778673,0.6378059620556545,0.5032672852383354,-0.5336391864031107,-1.72006664128638
1.5,1.0,0.1,0.1,7,72,0.2503812016729787,2.455169061672728,2.2047878599997492,0.4453789451685567,0.5833198147930536,0.9259703121412372,0.48059136697268046,0.8616526561083354,0.747086793537493,0.8670393902245012,1.2500233557388163,0.0528660897698785
1.5,1.0,0.1,0.1,7,73,0.46183805766964625,1.6312653461010358,1.1694272884313897,0.6407466837034317,0.7109108946814711,1.1699306317351215,0.5291839480316898,0.917909847047037,0.41951200207473827,0.4570296346905198,0.47483736846695673,-1.4748175806538382
1.5,1.0,0.1,0.1,7,74,0.5205849767960924,1.4462233542802507,0.9256383774841583,0.7560831951966982,0.969678657676357,1.0801150502174837,0.32403185502078546,0.9441262113687233,0.3029161871949489,0.32084289531142635,0.20359621778109663,-1.2883530423473573
1.5,1.0,0.1,0.1,7,75,0.29728399228853486,1.970910136497168,1.673626144208633,0.5046784484491086,0.7149946438230591,1.093452781658862,0.5887743332097534,0.8827787475463863,0.5825606879084498,0.6599169831938424,0.6605524405460533,-0.9580506583407007
1.5,1.0,0.1,0.1,7,76,0.2968955968080716,2.4538739307655177,2.156978333957446,0.8465861210955152,0.8505606536640936,1.193450550760487,0.34686442966497166,1.0973433607070981,0.6718606703377932,0.6122611157048096,0.9161961696175365,-0.32874445174181677
1.5,1.0,0.1,0.1,7,77,0.44466232127724525,2.4830290121392946,2.0383666908620492,0.8130880817935036,1.0783696857762153,1.4936941436553546,0.680606061861851,1.2313750671557815,0.6827735706911011,0.5544805875176319,0.5542799284211904,-1.0155294573594056
1.5,1.0,0.1,0.1,7,78,0.11939886297174909,1.5750834584504725,1.4556845954787234,0.43107584859985554,0.5634840902123743,1.154448275054908,0.7233724264550525,0.7755735227063033,0.5301256379358147,0.6835272510154584,0.2256309652828774,-1.7301664635230605
1.5,1.0,0.1,0.1,7,79,0.28686953839210305,1.4395274432617207,1.1526579048696175,0.38600127447655364,0.6844976824266344,0.8442092865439683,0.4582080120674147,0.6959022551602146,0.4036991148562627,0.5801089332054553,0.6405709431406551,-1.076830183701166
1.5,1.0,0.1,0.1,7,80,0.3884929607438161,1.8234083149143243,1.4349153541705082,0.6397755968289038,1.162865208415166,1.6057244445196082,0.9659488476907043,1.1236809381100472,0.5749324497670248,0.5116509769526045,-0.034965806204707225,-1.9859565179350356
1.5,1.0,0.1,0.1,7,81,0.1557809504649907,1.4373381805906063,1.2815572301256155,0.499570518577656,0.7490923975121142,1.1509817997278382,0.6514112811501822,0.8061880235969571,0.4708604338999054,0.5840578377722289,0.030436368948649824,-1.7283354466402616
1.5,1.0,0.1,0.1,7,82,0.40083515839108685,2.3195263073117287,1.918691148920642,0.6109523815757851,0.882983325963127,1.1398591281600483,0.5289067465842632,1.0149954015910871,0.6421327948509639,0.632646013808899,1.0015946513957898,-0.395612938072059
1.5,1.0,0.1,0.1,7,83,0.2705434521278208,1.8792136349377015,1.6086701828098806,0.9136684581308788,1.2793896429368856,1.6459044565670742,0.7322359984361954,1.2211846513426161,0.5787629006137825,0.4739356165158717,-0.2879020252870849,-1.4642010429775014
1.5,1.0,0.1,0.1,7,84,0.5072354472450535,2.0907944101992446,1.583558962954191,0.8935898559984756,1.0641434428753072,1.7333959414953048,0.8398060854968292,1.2737349850438808,0.5909917377265401,0.4639832811895169,0.14181839275368333,-1.8051144288062047
1.5,1.0,0.1,0.1,7,85,0.46540614254161206,1.9038784691051958,1.4384723265635837,0.7552370105232621,0.9461396837711957,1.4603601535797202,0.7051231430564581,1.1066598033748527,0.5170276308322161,0.4671965397636172,0.28349884268798853,-1.6772060099907529
1.5,1.0,0.1,0.1,7,86,0.2482145794399968,1.5120389545335704,1.2638243750935736,0.6666727655854718,0.9929085513387257,1.3039474183988142,0.6372746528133424,0.9563432076115522,0.49265853005133536,0.5151482502623091,-0.2813004306072957,-1.6927143752553953
1.5,1.0,0.1,0.1,7,87,0.2192951620065301,1.0194182986717348,0.8001231366652047,0.5632300371335949,0.678500595915355,0.8385632377018489,0.27533320056825406,0.6744000866092154,0.2721862437082669,0.40359758118771805,-0.21237283423329759,-1.2907555585879873
1.5,1.0,0.1,0.1,7,88,0.17206034434837997,3.4204906664154797,3.2484303220670996,0.2935473184396473,0.33299753673093113,0.6264176731593483,0.33287035471970094,0.8236397900989688,1.1584304630055595,1.4064770509282487,1.5437819466618945,0.6395978429574027
1.5,1.0,0.1,0.1,7,89,0.14410795683501676,1.4024539863303844,1.2583460294953677,0.39067681679609106,0.5391021615619408,0.9784184583165074,0.5877416415204164,0.6891220935646485,0.474305974088101,0.6882756749745754,0.4255462073601809,-1.6470404502809508
1.5,1.0,0.1,0.1,7,90,0.33903397778899824,3.2250402817178894,2.886006303928891,0.7139190699880735,0.7516305220061348,1.23004275308669,0.5161236830986164,1.171946918237507,0.9769513359575083,0.8336139809358832,1.2022995493628161,-0.11508945537815363
1.5,1.0,0.1,0.1,7,91,0.32452369169005346,2.164438377457799,1.8399146857677455,0.6066126407746121,1.363407544143959,1.5640891119680673,0.9574764711934552,1.170539016968167,0.6940509145203266,0.5929327467596933,-0.016628701816607805,-1.7153008273053467
1.5,1.0,0.1,0.1,7,92,0.2957715635877525,2.57304433400106,2.2772727704133073,0.5591469698617781,0.619596560336039,0.9485542322508784,0.3894072623891003,0.9291164088785949,0.7615011725815151,0.8195971627501611,1.3128279796271476,0.19096583767529873
1.5,1.0,0.1,0.1,7,93,0.2162250142099541,1.8630852910246565,1.6468602768147025,0.4147492896584859,0.6102885433744687,0.6748150600382079,0.260065770379722,0.6955325068574953,0.5433112924677819,0.7811443564622618,1.274835785815102,0.15823895358927187
1.5,1.0,0.1,0.1,7,94,0.3225582213517509,2.306608796151798,1.9840505748000472,0.5726960825565548,1.1111741449685617,1.6163992646270096,1.0437031820704548,1.1597902652627485,0.7348884720338985,0.6336391104881457,0.19543854463790394,-1.6385623125262965
1.5,1.0,0.1,0.1,7,95,0.173958118483522,1.9574217740514237,1.7834636555679018,0.5712354788305523,0.712154581566512,1.3480159461344612,0.7767804673039089,0.9545767605759263,0.6223343762593161,0.6519479647543924,0.32734599570751893,-1.551898716541903
1.5,1.0,0.1,0.1,7,96,0.1900289524878217,2.2025899669089792,2.0125610144211574,0.5203010511141133,1.081978835434083,1.695840684159855,1.1755396330457417,1.129554460768403,0.8025312332903347,0.7104847629430777,0.22694159837458217,-1.7827256142665144
1.5,1.0,0.1,0.1,7,97,0.4100071036363395,2.3377324944242672,1.9277253907879277,0.6709959169704561,1.2235979432263162,1.668898552873556,0.9979026359030999,1.2358752115678497,0.706413768068895,0.5715898833934276,0.21822581041359385,-1.6523241626092273
1.5,1.0,0.1,0.1,7,98,0.14596866145824555,1.359467151371979,1.2134984899137333,0.37971999169716975,0.47972136596087567,1.0140526100357055,0.6343326183385357,0.681814626036693,0.4660623852907499,0.6835617299674471,0.3944564089554038,-1.7372007390367512
1.5,1.0,0.1,0.1,7,99,0.3802810268774862,1.88302117763935,1.5027401507618636,0.799924247576547,0.9014415217680032,1.3307035035514632,0.5307792559749162,1.0608570326486941,0.5260455149757427,0.4958684335271256,0.4024770292117686,-1.4928966291123054
1.5,1.0,0.1,0.1,7,100,0.6354017851462255,1.8572322182830485,1.221830433136823,0.9938305288982718,1.0600571026815728,1.5577057770416798,0.563875248143408,1.2365376739986786,0.4545042118705942,0.3675619606484225,0.27245286600590723,-1.657493450706584
1.5,1.0,0.1,0.1,7,101,0.42551532225607225,1.4489234699994311,1.0234081477433588,0.8279329124409668,0.9804940478377937,1.1271918913866281,0.29925897894566134,0.9664546353926411,0.3254228974879296,0.3367182333971839,-0.14201493934412568,-1.1518554759955164
1.5,1.0,0.1,0.1,7,102,0.2782482018558979,1.5099388415333928,1.231690639677495,0.4405011968109005,0.9078249775385314,1.1712156369772833,0.7307144401663828,0.8456350983577414,0.46966386945096333,0.55539779553033,0.041481094142505955,-1.8541210568847526
1.5,1.0,0.1,0.1,7,103,0.3042700016875679,2.3267815816840525,2.0225115799964843,0.9570836495047278,1.2023132069581361,1.5612851421651528,0.604201492660425,1.2671574819527882,0.6543289020996583,0.5163753609308975,0.1484825424944021,-1.2535211462788942
1.5,1.0,0.1,0.1,7,104,0.609292651262475,2.2525149117137806,1.6432222604513056,0.6595271944866757,0.7554320574083719,0.9227639087781209,0.26323671429144513,0.9688316895591743,0.5854609390314668,0.6042958187070201,1.4193586520296329,0.348831700134288
1.5,1.0,0.1,0.1,7,105,0.6268138257225935,1.8351342275927711,1.2083204018701776,0.8747278211752578,0.9461524991984256,1.1975781896285338,0.32285036845327597,1.0789589391601964,0.39703092834855164,0.3679759386002021,0.7693796152644018,-0.8307420987838099
1.5,1.0,0.1,0.1,7,106,0.15411618024472684,2.0792533305873713,1.9251371503426444,0.3195767220503912,0.38201496775431787,1.3570266390773202,1.0374499170269291,0.8526558858345484,0.7619437806278357,0.8936122922344845,0.5284275322275523,-1.6633575565044814
1.5,1.0,0.1,0.1,7,107,0.17729283419374656,0.6995152366411195,0.522222402447373,0.31444363489920535,0.5046390200865245,0.5215192383517508,0.2070756034525455,0.43619611963190047,0.17581246425221866,0.4030582949719595,-0.02990647671561218,-1.5226898669280875
