scope,relative_path,bytes,sha256,tracked,action,reason
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f1_s42.json,74566,dae7249c6c4840a9c6a148eb975a14b5c8f4e5f61a6cc3eaef241117c6203db6,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f1_s42.npz,17242,75619c150fd703009f61180e688313af7eae85d8e00506d0c36166024b0d6fca,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f2_s42.json,50103,11543d4bac61e3959699ddf02d1b4772260a5bea58d7785d0915420402c36621,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f2_s42.npz,17242,e1f69dc6e09ad28daf9149ded6b1cd0e060ca2bef47969bbb7df35f013502436,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f3_s42.json,101458,5b7c167ff63ab93609e0b161b0cb4924d682e447988077e0f585740484af56e0,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n10_f3_s42.npz,17276,6d4408006c981ae7b0d31b1bd734c635b03a28274b411d99242d6b183a882257,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f1_s42.json,105226,2660c1db8fdd239dde2340c858ea03f86996c791ccb4a41261a69dcc71995dc9,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f1_s42.npz,17204,4438ad11ebf5a39a1e89a7de980d25d230cccd3a41dd7360380229d887125ecf,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f2_s42.json,121327,88fe2ba7ba085e5fa6651bc53b52819e4dfcff754a04c36c4a5a6129e9f1b1a6,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f2_s42.npz,17205,188a674945f89a1c7d04c78d327e72ca5ba953a547267a6f91d4a006f8beca11,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f3_s42.json,132779,d15dffa9318ecaf11a0a54974f2ce22a5ebcccc42fc4dc99b21e3f63e95aa4ac,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f3_s42.npz,17200,aa92965f409ae5af2c3b74272c2b0492bfdf2180ba2efc23c6495bda377e7823,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f4_s42.json,83304,4ba6c2594cdd8c1a44a4858feab829eb97b00e45badcf037cfd1b5c810f5e941,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f4_s42.npz,17213,959fe679c2d827d9f24cda33d87ebd097f70f6036daf5b97c4db79345a844412,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f5_s42.json,110421,66545ddca6605f9198aae27baa01d2014669486c0aa61544b75934e14b63dad1,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/fits/n7_f5_s42.npz,17182,3a50cf3c968b54862ee47efb24f9357d24cc25c2094a1b450bdf48c7cf1be8ff,True,delete,retired_experiment
worktree,artifacts/p_to_q_warmstart_diagnostic_v1/summary.json,1424,794bc36bc01cbfb319b82d9f9de4d77b7cb0a87deda6456acbd59442bd4de635,True,delete,retired_experiment
worktree,artifacts/pilot/G3-matrix/experiment_matrix.csv,120236,fad701af2e2084bf7ce8f678d642410af58057b4ae33029c9150e50971fdf6b1,True,delete,retired_experiment
worktree,artifacts/pilot/G3-matrix/manifest.json,674,d90fb40769962ae516c39b9db7b8dc8aaff2390476bfc1b63068a9d80dd33cd6,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/admission_report.csv,820,b45310a2a208438a89ba0fe8f5071fa9d4e058906d835e0acd3ee5567562cc5d,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/manifest.json,656,f85586b0daacf27d4eb64770a08dcb28a40d057f78a1ccd171021467d66c2e82,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/pytest_output.txt,368,f606cf6594a6aa0021ead4b6655b90db40359eb5ccc1ed9bba5c7deeed84369a,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/resource_estimate.json,268,d639ae3f831016c788e2062d61032a48cea394203abdd547efc6793efb83a86b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/run_log.txt,269,cf7433b6cca13551615b60abba53384e23998e0e1c3dacffc90b5634f783fc90,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-01/supersession.json,347,286db3087f761c4c433530834f0590c023f76809e60164ebad575bd967a62df2,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/admission_report.csv,820,b45310a2a208438a89ba0fe8f5071fa9d4e058906d835e0acd3ee5567562cc5d,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/manifest.json,656,354a50307abb74cb2f886328110aa29a15cf4235b111ac70fb0620e8d3003262,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/pytest_output.txt,368,f606cf6594a6aa0021ead4b6655b90db40359eb5ccc1ed9bba5c7deeed84369a,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/resource_estimate.json,527,5e10b07328497812f9ba02729e0dfcc72d85e1b46d2d7b1f5c9c099de09d8b1f,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/run_log.txt,269,634a4ab935f584fa5496f0b2037f8fcbf36443253d5e970a80b32c7542061fb1,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/supersession.json,271,e27033430eeb3e6cf616a5bc362d509535a1081dd65d15c5056e244e1a66cbd0,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-02/validation_manifest.json,1479,8b5e721bc4f827f9ef5e3d9fe4f2ce16d3967fdcf81fbf50ab9f587c17037e1e,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/admission_report.csv,4819,ea7a100e07cfa9282548ba9a8d6b9bdd84e26f09acc142faf3310581138c446d,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/manifest.json,656,4b8cf06368908447771203378a5337a8459ca00ba1ee23784cf3a9b87d36be4f,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/resource_estimate.json,1417,de3c15b17af815d671fb7bb29748dd3a9f03e9cda6afb630e6a385e12e4c09a3,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/run_log.txt,270,5ad04087e4919e15da8d02fca21fec1be1988374f23364ce224c9c36465d50b7,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-03/supersession.json,256,4f22433bbe58989790be052f891babb3d5262e31cf36de9dcbaf1307d3d4fb27,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/admission_report.csv,4805,1204b50d99ce826af3dca9b8b4c4fc9078a63af73f1dc15fad24337b42f66842,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/manifest.json,656,4702950048ecbb309aec488f64fe248ec5c0d12997e037c868202eaa02fe3c44,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/pytest_command.txt,84,3eae26c1439fc3bf238305bfc49fbaecb01d1387e578287260950a62180a83e3,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/pytest_output.txt,272,f08689c0d1d81cc0d55c582b354b2ee5dd8a53a6f38c66ab6193ef5264f3ff04,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/resource_estimate.json,1419,ea06d65d1aa04fa7464421fade721a1e4b38fcb5635fa2bc36ae33adeeb13cd8,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/run_log.txt,270,ec06c80ffacbef9a145d9a85d01d4b042e543db6a22b395d39bf4cfb18f75aa1,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-04/supersession.json,250,fa1035548f267ab5bb5e52018818660838d05bf5cde48e1b47d2f2fe7525ce76,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/admission_report.csv,4805,1204b50d99ce826af3dca9b8b4c4fc9078a63af73f1dc15fad24337b42f66842,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/manifest.json,656,45cc3fecb849544617bbfe6e4918aa57d1fdb254bbd48f743c46c7a207b3b279,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/resource_estimate.json,2831,2e2ae49db7ee30d518798e833e8292a2028f8698e3fe6bab3e4aad6e75461b69,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/run_log.txt,270,5f25f6da58756687b6d8e001217423fcdb8fb48b0230904ae885e961e4985ce8,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-05/supersession.json,207,0ca33836a4aa6d62c070708b966cda4ffb185ba36214dcd9063e74566f158e68,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/admission_report.csv,4805,1204b50d99ce826af3dca9b8b4c4fc9078a63af73f1dc15fad24337b42f66842,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/manifest.json,656,a3b684316e83c0158730aefb2e2731a6b3f9ef400a7a46a8e5574c5d6a19014d,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/resource_estimate.json,2838,f96230d2866c84d9d70e860423ae69ec79806fdf5d2e21ed3a474ef90e3395e4,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/run_log.txt,270,84b59450d6313ff47be4f81c2178a3d48c85f8bf0f2bc008f54cdaa521afd095,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-06/supersession.json,256,7a91e592ac1b00ff92e5f86673d9637e17facb975c5e0af81135b6ee914333d5,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/admission_report.csv,4805,1204b50d99ce826af3dca9b8b4c4fc9078a63af73f1dc15fad24337b42f66842,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/feature_failures.csv,33,27519f23b0b623cacf37a40f1c0c1742fab16b09cc152e8fe0d44b5ac2366b6b,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/manifest.json,656,966d57ecfbcfbe4c9bf3195b11cd0691f28b7fe13620813559ba1ab3a6019cc2,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/pilot_samples.csv.gz,35039,ae9e2b5b0784b5f2033c0d70dc0519b2e8ed3fe445343c062d2e3751ea486738,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/pytest_command.txt,84,3eae26c1439fc3bf238305bfc49fbaecb01d1387e578287260950a62180a83e3,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/pytest_output.txt,272,a518985fb4b80ca98c8d37e7b12d21fcf7abd9c6f36adf753f18aedee018f7e9,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/resource_estimate.json,2803,c1d6549fef34c61bfe77a9d5644a89d85d269a9c06bcd806e00f2269968e7ff9,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/run_log.txt,270,88a45216f8b0884ededd44ec0c5c91067d75fd55a16e4ff134c73521a3085a0c,True,delete,retired_experiment
worktree,artifacts/pilot/G3-pilot-20260712-07/validation_manifest.json,1762,7acfff6d04798e993e917d0d5c7de6c71b636f8e581f2015a35c3309baff3c69,True,delete,retired_experiment
worktree,artifacts/pq/.gitignore,149,59b0612dd4142390869d75e8a0862ca9a997b5cbc6f4045cab5a110f97acb131,True,delete,retired_experiment
worktree,artifacts/pq/analysis/direction_by_cell.csv,5127,aa3421ea0d5f55ce2637ea605d67560417c47cd65f886e7aa31212f8e7c6d162,True,delete,retired_experiment
worktree,artifacts/pq/analysis/direction_by_seed.csv,81,2e5974c266546142d0aadcdcb85760b47455bfee5397b7359306d23a0658d480,True,delete,retired_experiment
worktree,artifacts/pq/analysis/failure_counts.json,116,1254bc66a9b7e779419e211095b410c05d1df311d9edbe9ac2c394dfeb4d3a6d,True,delete,retired_experiment
worktree,artifacts/pq/analysis/paired_summary_by_group.csv,14008,dbe3c71de6971774b39ed33d12be1cc138c058806f2427486e92b19c3dc2948d,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s2026_rP.json,1102,8d5bfe7333e211b4637bf4ab2ebf1fa6465476b454887a56b1b3c032c684d04d,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s2026_rQ.json,1101,dae1b2c11a9c77badd9cdbc3230a7005ea6c645be003d0ba0442f4e91153f40f,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s3407_rP.json,1101,b5f46db9ac68f5f1223082a3a13bd9788be10f453b54853dc55011d374f55157,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s3407_rQ.json,1100,28ca8c47153ffc87e2d678c8299da37447a25d99a8ef0d4850095a06acbc811d,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s42_rP.json,1100,73fa20893bd1899d75086fca4587d513b66c98c5e93400ac1f2dd4b3a23eaf86,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f1_s42_rQ.json,1095,07210df7e62d69278914195c74069683d29834a5148a66fe29c1282c3daefcc0,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s2026_rP.json,1104,fc7b6c9ba6ac85c454b2ad06a135fd4febe17496fef48b80ab105e6692556226,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s2026_rQ.json,1105,c189cc4cbb06c6e2b3369b5fe18a92bb3d4a77542b4b932129f1354e1d7df6d6,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s3407_rP.json,1102,151cc84ede0b7c716a064e4571e08bef5a75ff39bc5d2c78d3edf734f3e6162a,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s3407_rQ.json,1105,5608e205bbf08e60302b3a5cf39aab1e0a31cc0bc3d0e547620843d7466d4f69,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s42_rP.json,1099,58e4d6a4632169629048d08acfa40171214d79060546058224046c5796606afb,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f2_s42_rQ.json,1102,8d4fd47b1472479e57f6ac1a4a088f455daa3e1c01dc084c912fcbf85840630e,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s2026_rP.json,1101,69986db39d4af7317b3e6567dffe251ed96bef0a91c1ab880f0c0dd4b3ec341e,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s2026_rQ.json,1102,c39378b4a7d9992668a276b6fbf228fe4c94d24703ae29826ef5087f339b79ad,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s3407_rP.json,1101,cb1be4dad195a8342255f54964a724f2905b4cfd8a527090e11bf176f32f4805,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s3407_rQ.json,1100,b2b860bfe50f2fb8d9358982c9aa6fac70261b85904d7c16d6e00d853b1d478e,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s42_rP.json,1099,45608d64d748885cad60fb77b3561f74ac543dd8ec84d4abaea4d3562d811f6f,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f3_s42_rQ.json,1093,8b7a18ae2270b5c128cf50a83c9a6691222b746820d1de76cb1783934dc963bf,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s2026_rP.json,1103,192ede12a0e3dce37f4ce79d14a260fc5bb157bd63cf712c6467d1467b26afe1,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s2026_rQ.json,1103,e59f0bcd2cb17db35e4fafab05e42b306c7e1c72f941552b7eaca2fdcc898d76,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s3407_rP.json,1101,0eeac0192921e66555aa646bf6145e44687f60bbf517f9b6d9636ab743d6ac71,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s3407_rQ.json,1103,4c1efb1f46ca29f10fc49819f972d5d3c65f70de6452718e50b9143cdbdc3b95,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s42_rP.json,1097,55862f577660c01fbad43a8bc6d89506fb20db371c050371cc08df3b92b882f8,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f4_s42_rQ.json,1097,239aecbab9c5f673ce96884d7fc725192abbd687a5ba965e9d1fde5fb97bb77d,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f5_s2026_rP.json,1102,676d2b4b6c421f35b8d7fbfe4091099c02ea6d1fe6c557a164e85b1ea9a604b3,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f5_s2026_rQ.json,1103,6765456325544536cf304b5320450922cbfc95501b34be64786f6736028beb4a,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f5_s3407_rP.json,1103,3189ed632c972d7de3992bd7a00c91acf24f558d89069d2b077a5d7d02812e7b,True,delete,retired_experiment
worktree,artifacts/pq/checkpoints/n10_f5_s3407_rQ.json,1102,cc9826ba03eb637a09db383cdcbe4e2a0f44b58868902fc371288dd989a6f7ae,True,delete,retired_experiment
